id,split,MSA,EGY
19217,corpus-6-test-corpus-26-train,أريد فندقاً آمنا يقدم إفطاراً جيدا ، من فضلك ؟,فندق موثوق فيه بيقدم فطار كويس، لو سمحت.
19218,corpus-6-train,أشكو من حمى .,أنا عندي حمى.
19219,corpus-6-train,آسف ، ليس معي أية فكة . هل يمكنك إعطائي تسعة تسعين دولاراً ؟,آسف، ممعييش أي فلوس. ممكن تديني تسعة وتسعين دولار؟
19221,corpus-6-train,أهلا ، نحن جيران على ما يبدو .,أهلا، الظاهر إننا جيران.
19226,corpus-6-test-corpus-26-train,أين حديقة الحيوان ؟,فين جنينة الحيوانات؟
19227,corpus-6-train,هل ثمة حافلة من المطار إلى وسط المدينة ؟,هو فيه أتوبيس من المطار لوسط المدينة؟
19228,corpus-6-train,لا يسعني تشغيل غاسل المرحاض .,مش قادر أشد السيفون.
19230,corpus-6-train,أعضاء المجلس يظلون في مراكزهم ست سنوات ، بينما يدخل نصف الأعضاء الانتخابات كل ثلاثة أعوام .,أعضاء مجلس المستشارين بيفضلوا في منصبهم لمدة ست سنين، لكن نص الأعضاء بيخضعوا لانتخابات كل تلات سنين.
19231,corpus-6-train,لا أريد شيئاً آخر ، من فضلك .,حاجة تانية، لو سمحت.
19232,corpus-6-test-corpus-26-train,هل لديك أحجام أكبر ؟,أي حاجة أي أكبر منها؟
19233,corpus-6-train,قيد في حسابي الآن ، من فضلك ؟,قيد حسابي، لو سمحت.
19235,corpus-6-train,لقد لعبت المدافع التي أدخلت لليابان في ذلك الوقت دوراً مهماً في كسب المعارك .,المدافع اللي اتقدمت لليابان في الوقت ده لعبت دور مهم في فوز المعارك.
19238,corpus-6-train,هل لديك أحجام أكبر ؟,عندك أي حاجة أكبر منها؟
19239,corpus-6-dev,معنى هذا أنك فقدت أيضاً تأشيرتك . يتعين عليك أن تطلب إعادة إصدارها من مصلحة الجوازات والهجرة .,ده معناه إنك ضيعت تأشيرتك كمان. إنت لازم تتقدم بطلب عشان تتطلع من جديد عشان الهجرة.
19240,corpus-6-train,أعاني من ضعف الإبصار .,عندي ضعف نظر.
19241,corpus-6-train,هل ثمة محل للحلاقة ؟,هو فيه محل حلاقة؟
19243,corpus-6-train,معذرة . من فضلك أخبرني كيف أصل إلى محطة شينجوكو .,اعذرني. لو سمحت قللي إزاي أوصل لمحطة شينجوكو.
19245,corpus-6-train,من فضلك أرسل بريدي إلى هنا .,لو سمحت ابعت شنطتي هنا.
19246,corpus-6-train,من فضلك أخبر رئيس الطهاة أن هذا الصنف لذيذ جداً .,من فضلك قل للشيف إن ده لذيذ جدا.
19250,corpus-6-test-corpus-26-dev,ثلاثون دولاراً وثمانون سنتا .,تلاتين دولار تمانين سنت.
19251,corpus-6-test-corpus-26-train,"يتوقف الأمر على درجة حرارة المكان . ولكن في وسط اليابان , في أوائل أبريل .",ده بيعتمد على قد إيه المكان دافي، بس في وسط اليابان، أول إبريل.
19253,corpus-6-dev,إن التلفزيون به عطل .,التليفزيون مش شغال.
19254,corpus-6-dev,أريد تذكرة ذهاب وعودة إلى أكسفورد الساعة التاسعة من اليوم الخامس .,تذكرة ذهاب وعودة لأكسفورد، الساعة تسعة يوم خمسة.
19255,corpus-6-train,لا يسعني أداء ذلك .,مقدرش أعمله.
19256,corpus-6-train,ما مدى الكفاءة الميلية للسيارة ؟,العربية دي بتعمل كام ميل؟
19257,corpus-6-train,أنا ساتو . استأجرت سيارة هذا الصباح .,أنا ساتو. أنا أجرت عربية النهاردة الصبح.
19258,corpus-6-test-corpus-26-train,أريد سندويتش برجر بالجبن ومقليات .,تشيز برجر وبطاطس.
19263,corpus-6-train,صحيح . شكراً . على فكرة ، هل من الضروري ارتداء الزي الرسمي ؟,صح. متشكر. بالمناسبة، هو اللبس الرسمي مطلوب؟
19264,corpus-6-train,هل يسعك إعطائي اسم طبيب ورقم تليفونه ؟,ممكن تديني واسم ورقم تليفون الدكتور؟
19266,corpus-6-train,هل ثمة دواء لدوار السيارة ؟,فيه أي علاج لدوار العربية؟
19268,corpus-6-train,أريد عدد من البنطلونات .,عاوز شوية بنطلونات.
19269,corpus-6-test-corpus-26-train,لقد بالغ آخر قطار في التأخر .,الوقت عدى خلاص على آخر قطر.
19270,corpus-6-train,هل يمكنك انتظاري هنا ؟,ممكن تستناني هنا؟
19271,corpus-6-train,هل ثمة وسيلة مواصلات إلى بيرث ؟,هو فيه علاقة ببيرث؟
19272,corpus-6-train,نعم . هل يمكننا الإطلاع على قائمة الحلوى ؟,أيوة، ممكن ناخد منيو الحلو؟
19273,corpus-6-train,هل ثمة عرض للصوت والضوء ؟,هو فيه عرض صوت وضوء؟
19274,corpus-6-train,نعم ، هو . إذن مسجل هنا يا سيد يامادا ؟,أيو، هو ده. بعدين، إنت ممكن تسجل هنا مستر يامادا؟
19275,corpus-6-train,"في الوسط , من فضلك . هل مقعدين متجاورين ؟",النص، لو سمحت. ممكن ناخد كرسيين مع بعض؟
19276,corpus-6-train,نعم . أية خدمة ؟,أيوة، ممكن أساعدك؟
19277,corpus-6-train,هل يمكنك عمل خصم في حالة الإقامة ليلتين ؟,هو ممكن تعمل خصم لوقعدت لمدة ليلتين؟
19281,corpus-6-test-corpus-26-train,ليس معي فكة صغيرة .,ممعييش أي فكة.
19282,corpus-6-train,أريد أن آخذ دشاً .,عاوز آخد دوش.
19288,corpus-6-train,متى سيتم إنجازها ؟,حيخلصوا إمتى؟
19289,corpus-6-train,في حالة الإلغاء ، من فضلك اتصل مقدما .,في حالة لو لغيت، من فضلك اتصل قبلها.
19291,corpus-6-dev,هناك كاميرا بالداخل . من فضلك احتفظ بها في مكان آمن .,فيه كاميرا جوة. لو سمحت حطها في مكان أمان.
19293,corpus-6-train,أين محطة البنزين ؟,فين محطة البنزين؟
19294,corpus-6-test-corpus-26-train,هل أخذت تذكرة الحافلة ؟,خدت تذكرة القطر بتاعتك؟
19295,corpus-6-train,هل يتوقف هذا القطار في بالتيمور ؟,هو القطر ده بيقف في بالتيمور؟
19296,corpus-6-train,هل يمكنك أن تحضر لي شيئاً من الماء من فضلك ؟,ممكن تجيبلي شوية مية، لو سمحت؟
19297,corpus-6-dev,كلا . شكراً . سيكون ظلاماً أغلب مدة الرحلة ، على أية حال .,لأ، شكرا. هي حتكون ضلمة معظم الرحلة، على أي حال.
19298,corpus-6-train,إني أنظر فحسب . شكراً .,أنا ببص بس، شكرا ليك.
19299,corpus-6-train,معذرة ، ولكن لا أظن هذا الرقم صحيحاً .,اعذرني، بس أنا معتقدش إن الرقم ده صح.
19300,corpus-6-dev,هل يشمل هذا المشروبات ؟,هو ده بيشمل المشروبات؟
19301,corpus-6-train,كم يتبقى من الدقائق للقطار حتى يصل ؟,القطر على ما يوصل حياخد دقايق زيادة قد إيه؟
19302,corpus-6-train,من أية بوابة ستغادر هذه الرحلة ؟,الرحلة دي طالعة من أنهو بوابة؟
19304,corpus-6-train,اسم الفندق الذي ستقيم فيه الليلة ، يا سيدي .,اسم الفندق اللي حتقعد فيه الليلة دي، يا أفندم.
19305,corpus-6-train,هل يتعين علىّ أن أحجز مقعداً على القارب في النهر ؟,هو لازم أحجز كرسي على المركب اللي حيمشي في النهر؟
19306,corpus-6-test-corpus-26-train,البطاقة الائتمانية ، من فضلك .,الكارت، لوسمحت.
19307,corpus-6-test-corpus-26-train,كنت على رحلة يونيتد إيرلاينز رقم ثمانية اثنان ثمانية .,أنا كنت في رحلة شركة طيران يونايتد تمنية اتنين تمنية.
19309,corpus-6-train,سيأتي شخص واحد فيما بعد .,شخص واحد جاي بعدين.
19310,corpus-6-train,هل يمكنك أن تكرر ما قلت ؟,ممكن تقول ده تاني؟
19313,corpus-6-train,هل المسرح قريب ؟,هو فيه مسرح قريب؟
19314,corpus-6-train,ثمة ستة أشخاص في مجموعتنا . نريد أن نجلس إلى نفس المائدة ، من فضلك .,فيه ستة في حفلتنا. عاوزين نقعد على ترابيزة واحدة، لو سمحت.
19315,corpus-6-train,إنه ذلك الطريق .,هو، إيي، الطريق ده.
19317,corpus-6-test-corpus-26-train,إن حول غرفتي ضجيجا بالغا .,دوشة جامدة حوالين أوضتي.
19318,corpus-6-test-corpus-26-train,على الساحل الشرقي ، تجد أيضاً أماكن شهيرة . مثل نيويورك ، واشنطن ، دي دي وبوسطن .,على الساحل الشرقي، حتلاقي كمان أماكن مشهورة، زي نيويورك، وواشنطن دي سي وبوسطن.
19320,corpus-6-train,شكراً على دعوتك لي للبقاء من أجل تناول العشاء .,أشكركم على دعوتي إني أستنى للعشا.
19323,corpus-6-train,معذرة ، هل لديك الموعد ؟,اعذرني، هو إنت عندك وقت؟
19324,corpus-6-dev,عصير برتقال ، بيرة ، خمر ، ويسكي وكوكتيل .,عصير برتقان وبيرة وخمرة وويسكي وكوكتيلات.
19327,corpus-6-test-corpus-26-train,هل لديك صحف يابانية ؟,عندك أوراق حيطة ياباني؟
19329,corpus-6-test-corpus-26-train,هذا طيب ، على ما يبدو .,مسمع كويس.
19330,corpus-6-train,قف في الطابور . وسأذهب واحضر لنا قمعاً من الأيس كريم .,إنت أقف في الصف. وأنا حروح وأجيب أيس كريم قرطاس.
19334,corpus-6-train,أية حافلة متجهة إلى فندق جراند ؟,أنهو أتوبيش بيروح الجراند أوتيل؟
19335,corpus-6-train,أريد الحجز لليلة غد .,عاوز أعمل حجز لبكرة بالليل.
19339,corpus-6-train,أعطاني الطبيب روشتة .,الدكتور إداني روشتة.
19342,corpus-6-train,اجل . وما هو نوع خلطة السلطة .,أيوة. تحب صوص ايه على السلطة؟
19345,corpus-6-train,كيف تريدها ؟,عاوزه إزاي؟
19346,corpus-6-test-corpus-26-train,هل تمانع في أن أترك حقائبي معك حتى الساعة الواحدة ؟,هو عادي لو سيبت شنطتي معاك لحد الساعة واحدة؟
19347,corpus-6-test-corpus-26-train,هل ثمة رحلة في المدينة ؟,هو فيه جولة للمدينة؟
19351,corpus-6-dev,هل تقبلون شيكات سياحية ؟,هو إنت بتاخذ شيكات سياحية؟
19352,corpus-6-train,هذا لطف منك ، ولكن أخشى أن لدي بعض الأعمال التي يتعين الانتهاء منها قبل حلول صباح غد .,دي حاجة كويسة جدا منك، بس أنا آسف أنا عندي شوية شغل لازم يخلصوا على بكرة الصبح.
19353,corpus-6-train,بدأت أشتاق للارز وشوربة ميسو .,بدأت أفتقد الرز وشوربة الميسو.
19358,corpus-6-train,لا . شكرا . هل يسعنا الحصول على كوبين من الماء ، من فضلك ؟,لأ، أشكرك. ممكن ناخد كوبايتين مية، لو سمحت؟
19360,corpus-6-test-corpus-26-train,أجل . أخشى أني مضطر لذلك . ما مدى حفظ الأمن في هذه المنطقة ؟,أيوة. أنا آسف أنا لازم أوصل. هو الحفاظ على الأمن في المنطقة دي كويس قد إيه؟
19363,corpus-6-train,أنا عاجز عن الحديث بالإنجليزية إلى حد ما .,ممكن أتكلم إنجليزي شوية.
19367,corpus-6-train,هل يسعني الحصول على بعض الماء ، من فضلك ؟,ممكن آخد شوية مية، لو سمحت؟
19368,corpus-6-train,في أي طابق هي ؟,هو في أنهي دور؟
19373,corpus-6-train,افضل الشاي .,أنا بفضل الشاي.
19374,corpus-6-train,لو كان معك ما اضطررت لأن تدفع الأجرة مرة أخرى . عندما تأخذ الحافلة رقم أربعة وأربعين .,لو إنت خدته، مش حتضطر تدفع تاني لما تاخد، أتوبيس أربعة وأربعين.
19376,corpus-6-dev,هل يمكنك إعطائي الملح ؟,ممكن تناولتي الملح؟
19378,corpus-6-train,هل لك أن بريني ساعة اليد تلك ؟,حتوريني ساعة الإيد دي؟
19380,corpus-6-train,الساعة الآن الواحدة .,دي الساعة واحدة.
19382,corpus-6-train,"أريد تذكرتين لعرض الأربعاء , من فضلك .",تذكرتين لمسرحية الأربع، من فضلك.
19386,corpus-6-train,كم ضريبة المبيعات ؟,ضريبة المبيعات قد إيه؟
19387,corpus-6-dev,من فضلك اطلب الرقم ثمانية .,لو سمحت دوس تمنية.
19391,corpus-6-test-corpus-26-train,أفهم ذلك . أحاول استئجار سيارة سيتروين .,أنا فاهم. أنا بحاول إني أأجر سيتروين.
19392,corpus-6-train,خذ رحلة الساعة الرابعة إلى نيويورك ، ثم خذ آخر رحلة إلى واشنطن من نيويورك .,خد رحلة الساعة أربعة لنيويورك، بعدين الحق أخر رحلة لواشنطن من نيويورك.
19395,corpus-6-train,إنها حقيبة يد جلدية بنية اللون .,هي شنطة إيد جلد بني.
19396,corpus-6-train,واحدة . كنت ، من فضلك .,واحد كينت، من فضلك.
19398,corpus-6-train,إنها في الطابق الثاني .,هما في الدور التاني.
19401,corpus-6-test-corpus-26-dev,لدي موهبة فطرية .,أنا عندي موهبة طبيعية.
19402,corpus-6-train,متى فقدتها ؟,إنت ضيعته إمتى؟
19404,corpus-6-dev,أريد مكبر ؟,عاوز مكبر صوت.
19405,corpus-6-train,من فضلك . اصلح هذا .,لو سمحت ممكن تصلح ده.
19406,corpus-6-train,طبعا . ستكون جاهزة قبل حلول الثلاثاء .,أكيد. هتكون جاهزة على يوم الخميس.
19407,corpus-6-train,هل تتناول الخمر بالكوب ؟,عندك خمرة بالإزازة؟
19409,corpus-6-train,اشعر بالتعب الشديد . من فضلك استدع طبيباً .,أنا تعبان جدا. لو سمحت هات دكتور.
19410,corpus-6-train,هل وصلتني أية فاكسات ؟,جالي أي فاكسات؟
19411,corpus-6-train,أي طابق ؟,الدور الكام؟
19413,corpus-6-test-corpus-26-train,هذا رائع . أين الخبز ؟,ده حيكون كويس. فين العيش؟
19414,corpus-6-train,هل يمكن الدفع باستعمال شيك سياحي ؟,هو ممكن أدفع بشيك سياحي؟
19415,corpus-6-test-corpus-26-train,ركن المدخنين ، من فضلك . وشباك بجوار النافذة ، من فضلك .,مدخنين، لو سمحت. وكرسي جمب الشباك، لو سمحت.
19419,corpus-6-train,نتبادل الهدايا مع أصدقائنا المقربين في عيد رأس السنة .,اتبادلنا الهدايا مع أقرب صحابنا في يوم عيد الميلاد.
19421,corpus-6-train,إليك روشتة من د . تومسون .,أهي روشتة من دكتور طومسون.
19423,corpus-6-test-corpus-26-train,كم تتقاضى نظير التفصيل ؟,وبتاخد كام في الخياطة؟
19424,corpus-6-train,أين محطة الحافلات إلى شيكاغو ؟,فين موقف الأتوبيس بتاع شيكاغو؟
19425,corpus-6-train,هل يمكنك أن تحضر لي بعض الفلفل ، من فضلك ؟,ممكن تجيبلي شوية فلفل، من فضلك؟
19426,corpus-6-train,إني بلا عمل .,أنا عاطل.
19428,corpus-6-train,نعم . إنها في الطابق الثالث .,أيوة، إحنا بنعمل. هما في الدور التالت.
19431,corpus-6-dev,هناك رحلة مشي إلى الأماكن الشهيرة .,في جولة مشي للأماكن المشهورة.
19436,corpus-6-train,من فضلك خذني إلى أقرب مستشفى .,لو سمحت خدني على أقرب مستشفى.
19439,corpus-6-train,إنها شديدة الجمال .,ده جميل قوي.
19442,corpus-6-train,أريد شراء خمسة . حتى في هذه الحال ألا يمكنك تخفيض السعر ؟,عاوز أشتري خمسة. في الحالة دي، مش حتخليهم أرخص أي حاجة؟
19443,corpus-6-train,من فضلك اعطني مقعد بجوار النافذة في الخلف .,من فضلك إديني كرسي جمب الشباك في الآخر.
19444,corpus-6-test-corpus-26-dev,أيهما أسرع : سيارة أجرة أم إسعاف ؟,إيه اللي هيكون أسرع، تاكسي ولا إسعاف؟
19445,corpus-6-train,هل يمكن أن أحضر لك شيئاً ، بلاستر لاصق أو أي شيء من هذا القبيل ؟,ممكن أجيبلك حاجة؟ إسعافات أولية أو أي حاجة؟
19446,corpus-6-train,أين الأماكن الجميلة التي يمكنني زيارتها ؟,فين هيكون فيه مكان كويس للزيارة؟
19447,corpus-6-train,لا أستطيع أن أقطع برأي . سأعود فيما بعد .,مش قادر آخد قراري. أنا حرجع بعدين.
19449,corpus-6-train,هل يمكنك التأكد من الإطارات ؟,ممكن تبصلى على العجل؟
19450,corpus-6-train,عفواً . أية طريق يؤدي إلى الحقائب التي تخلفت ؟,اعذرني. هو طريق أمانات الشنط أنهو؟
19451,corpus-6-train,أريد الذهاب إلى مطعم .,عاوز أروح للمطعم.
19452,corpus-6-train,ارني ذلك . من فضلك .,وريلي ده، من فضلك.
19454,corpus-6-dev,سأكون ممنوناً لو أعدت النظر في تجديد العقد .,وحقدر ده لو حضرتك تفضلت وعدت نظر في تجديد العقد.
19455,corpus-6-dev,أين الأشياء التي فقدت ثم تم العثور عليها ؟,فين الأمانات؟
19457,corpus-6-train,على أي ارتفاع نحن الآن ؟,إحنا على ارتفاع كام دلوقت؟
19460,corpus-6-test-corpus-26-train,هل لديك ألوان أخرى لهذا التي شيرت ؟,عندك التيشيرت ده أي ألوان تانية؟
19461,corpus-6-train,أريد معطفاً ثقيلاً للعشاء .,عاوز بالطو تقيل للشتا.
19463,corpus-6-test-corpus-26-test,ينبغي ألا تشاهد التليفزيون طوال الوقت .,مش  لازم تتفرج ع التلفزيون طول الوقت .
19464,corpus-6-train,إني من محبي الأطباق الأمريكية .,أنا معجب كبير بالطبخ الأمريكاني.
19465,corpus-6-train,هل يمكنني أن أسأل سؤالاً أخيراً واحدا ؟,ممكن أسأل سؤال أخير؟
19466,corpus-6-test-corpus-26-train,أجل ، إننا على وشك معالجته ، على وشك معالجته .,أيوة، إحنا جايين عليه، جايين عليه.
19467,corpus-6-test-corpus-26-train,من الأفضل لك أن تدخل مستشفانا .,كان أحسنلك تدخل المستشفى بتاعتنا.
19468,corpus-6-train,هل يمكنني الحصول على هامبرجر .,ممكن آخد هامورجر؟
19469,corpus-6-test-corpus-26-train,أين يمكنني أن أجد سوبر ماركت ؟,فين ممكن ألاقي سوبر ماركت؟
19470,corpus-6-train,نود أن تأتي وتقضي بضعة أيام معنا في هذا الربيع .,عاوزينك تيجي وتقضي معانا كام يوم الربيع ده.
19472,corpus-6-train,أهذه البوابة للرحلة المتوجهة إلى طوكيو ؟,هي دي البوابة للرحلة لطوكيو؟
19475,corpus-6-test-corpus-26-train,إنه غالي الثمن إلى حد ما . ألا يمكنك منحي خصماً ؟,هي غالية شوية. مش ممكن تنزلي في السعر؟
19476,corpus-6-train,كم مرة ينبغي علىّ تناوله في اليوم ؟,لازم آخده كام مرة في اليوم؟
19477,corpus-6-train,شاي بالليمون ، من فضلك .,شاي بلمون، من فضلك.
19478,corpus-6-train,تؤلمني هذه السنة في أعلى الفم .,السنة اللي فوق دي بتوجع.
19479,corpus-6-test-corpus-26-train,كم محطة قبل التحويل ؟,فاضل كام محطة لحد ما أبدل؟
19480,corpus-6-train,على أية رحلة وصلت ؟,وصلت على أنهي رحلة؟
19482,corpus-6-train,آسف لإزعاجك ، ولكن هل يمكنك التفضل بأخذ صورة لنا بهذه الكاميرا ؟,أنا آسف لإزعاجك، بس ممكن من فضلك تاخدلنا صورة بالكاميرا دي؟
19483,corpus-6-train,لقد كسر ذراعي .,دراعي اتكسر.
19484,corpus-6-train,هل يقوم الركاب بالركوب الآن ؟,هما الركاب راكبين دلوقتي؟
19487,corpus-6-train,خذ القطار الأخضر من الرصيف رقم ستة .,خد القطر الأخضر من رصيف رقم ستة.
19490,corpus-6-test-corpus-26-train,لقد سرق ذلك الرجل كيس نقودي .,الرجل ده سرق محفظتي.
19494,corpus-6-test-corpus-26-train,حبوب عسر الهضم تختلف عن حبوب ألم المعدة ، أليس كذلك ؟,حبو منع الحمل وحبوب المعدة مختلفين، صح؟
19496,corpus-6-dev,من فضلك أخبرني ما هو المطعم الذي يفضله المحليون ؟,من فضلك قل لي على مطعم له شعبية مع السكان المحليين.
19497,corpus-6-test-corpus-26-test,أريد أن أرى الميناء .,عاوز أشوف المينا.
19498,corpus-6-dev,لقد سقطت مني الكاميرا . هل يمكنك فحصها ، من فضلك ؟,أنا وقعت كاميرتي. ممكن تبصلي عليها، من فضلك؟
19499,corpus-6-train,آسف . لقد سكبت الخمر على الأرضية .,أنا آسف. أنا وقعت خمرة على الأرض.
19500,corpus-6-test-corpus-26-test,فكرة جميلة .,فكرة حلوة.
19501,corpus-6-test-corpus-26-train,كم تستغرق مشياً على الأقدام ؟,بياخد وقت قد إيه مشي؟
19502,corpus-6-train,آسف جداً إنه قد خرج . أمعك موعد ؟,آسف جدا. هو برة دلوقت. هو إنت عندك معاد؟
19503,corpus-6-train,الرحلة جي إي إل إلى طوكيو في الثالث من مايو .,رحلة جيه إيه إل خمسة لطوكيو يوم تلاتة مايو.
19504,corpus-6-train,من فضلك أخبرهم أني قد تصرفت على نحو لائق .,لو سمحت قولهم أنا نزلت كويس.
19505,corpus-6-test-corpus-26-train,سآخذ عشرين دب لعبة من أكبر حجم .,حاخد عشرين من أكبر دبدوب، لو سمحت.
19507,corpus-6-test-corpus-26-dev,ما هو رقم الصراف ؟,رقم الكاشير كام؟
19508,corpus-6-test-corpus-26-train,الأمر يسير . سأنظر في دليل الهاتف فحسب .,ده سهل. أنا بس حبص في دفتر التليفون.
19509,corpus-6-test-corpus-26-dev,هل لديك غرف أكبر ؟,عند أوض أكبر؟
19510,corpus-6-train,هل يمكنك إدخال عدسات طبية في العدسات الشمسية هذه ؟,هو ممكن تحط قياسات العدسات في نضارات الشمس دي؟
19511,corpus-6-train,على فكرة ، هل سأضطر إلى استعمال رابطة عنق ؟,بالمناسبة، هو أنا ححتاج ألبس كرافتة؟
19514,corpus-6-train,أريد تحويلها إلى نفس الرحلة . ولكن في الرابع من مارس .,عاوز أغيره لنفس الرحلة، بس يوم أربعة مارس.
19518,corpus-6-train,إذن ، هل يمكنك ! أخذه إلى الطاولة هناك ؟,بعد كدة، هل حتجيبه للمكتب هناك؟
19519,corpus-6-train,هل ثمة حافلة إلى وسط المدينة ؟,هو فيه أتوبيس جوة المدينة؟
19520,corpus-6-train,من فضلك رد على في الصباح .,لو سمحت كلمني تاني أول حاجة الصبح.
19521,corpus-6-train,اعطني دواء للمعدة ، من فضلك .,اديني دوا معدة، لو سمحت.
19522,corpus-6-dev,ليس بحقيبتي هذه سوى متعلقاتي الشخصية .,انا معايا حاجات شخصية بس في الشنطة دي.
19523,corpus-6-train,معذرة . هل يمكنني المرور ، من فضلك ؟,اعذرني. ممكن أعدي، من فضلك؟
19526,corpus-6-dev,أريد الذهاب على الحمام ، ولكن معي حقائب كثيرة ، سأضطر إلى الانتظار .,عاوز أروح الحمام، بس معايا شنط كتير. أنا مضطر أستنى.
19528,corpus-6-train,كان بالغ الطول والبطء .,كان وقت طويل وكان بطيئ جدا.
19529,corpus-6-train,نحن نعتني بالأظافر ونطليها .,عندنا عناية باديكير ومانيكير.
19530,corpus-6-train,هل من المتوقع أن يصل القطار في موعده ؟,هو متوقع إن القطر يوصل في المعاد؟
19531,corpus-6-dev,الغرفة المجاورة بها ضجيج .,الأوضة اللي جمبي مزعجة.
19532,corpus-6-train,إنه ليس بالصالح ولا بالطالح .,هو لا كويس ولا وحش.
19534,corpus-6-train,هل يمكنني استعارة مفتاح عمومي ، من فضلك .,ممكن أستلف المفتاح الأساسي، لو سمحت؟
19537,corpus-6-train,إن وجودي معك يسعدني .,وجودي معاك بيخليني سعيد.
19538,corpus-6-train,خذني إلى الشرطة .,خدني للشرطة.
19539,corpus-6-train,إن الأقراص المدمج أرخص كثيراً في هذا المحل .,السيديهات أرخص بكتير في المحل ده.
19540,corpus-6-train,أريد أن يكون جلدي أملساً .,عاوز بشرتي تكون ناعمة.
19541,corpus-6-train,إن الطرف الآخر على الخط . هيا تفضل .,شريكك عالخط. اتفضل لو سمحت.
19542,corpus-6-train,متى آخذ هذا ؟,آخد ده إمتى؟
19543,corpus-6-train,هل يمكنني السداد بشيك سياحي ؟,هو ممكن أدفع بشيك سياحي؟
19544,corpus-6-train,لا أستطيع العثور على صديقي . أيمكنك استدعاؤه ؟,مش عارف ألاقي صحابي. ممكن تنادي عليه؟
19546,corpus-6-train,ويسكي بدون ماء ، من فضلك .,ويسكي في كوباية صغيرة، لو سمحت.
19547,corpus-6-test-corpus-26-train,كم فاتورة الحساب ؟,فاتورتي بكام؟
19548,corpus-6-test-corpus-26-train,أود الإقامة بهذه الغرفة ليلة واحدة أخرى .,عاوز أستنى في الأوضة دي ليلة كمان.
19549,corpus-6-train,طبعاً ، في هذه الحال ، ستقدم شركة الطيران تعويضاً .,طبعا، في الحالة دي، شركة الطيرات حتدي تعويض.
19551,corpus-6-train,هذا قلم جاف .,ده قلم حبر.
19553,corpus-6-train,هذه مخبوزات يابانية .,فيه مقرمشات يابانية.
19554,corpus-6-train,كم سيتعين علينا الانتظار على وجه التقريب ؟,لاز نستنى حوالي قد إيه؟
19555,corpus-6-train,إني على ما يرام . أشعر بأني في حالة طيبة .,أنا بخير. أنا لسه حاسس إني كويس.
19557,corpus-6-train,إننا متفقان تماما .,إحنا بنشارك الرأي.
19559,corpus-6-train,لديك محطة أخرى عند شيكاغو .,إنت عندك ترانسيت لفترة في شيكاغو.
19560,corpus-6-test-corpus-26-train,معذرة . ولكني أريد تسليم تقرير السرقة .,اعذرني، بس أنا عايز أسلم تقرير السرقة.
19562,corpus-6-train,كلا . ولكن تستطيع ذلك من الخارج أو في الرواق .,أنا آسف ماتقدرش. بس إنت تقدر من برة وفي الدير.
19564,corpus-6-train,لقد أودعت وديعة .,حطيت مبلغ.
19568,corpus-6-train,أريد عينة بول .,عايز عينة بول.
19569,corpus-6-train,كشراً جزيلا .,متشكر جدا.
19570,corpus-6-train,إني في الانتظار .,حستنى.
19572,corpus-6-test-corpus-26-train,حسنا ، الأمر يتوقف على وسيلة المواصلات التي تأخذها . هل ستذهب بالحافلة أم الطائرة ؟,تمام، ده بيعتمد على وسايل النقل التي حتاخدها. إنت رايح بالأتوبيس ولا بالطيارة؟
19573,corpus-6-train,ليس لدي حجز ، ولكن هل يمكنني الغوص هذا العصر ؟,معنديش أي حجز، بس هو ممكن أروح الغوص بعد الضهر النهاردة؟
19578,corpus-6-test-corpus-26-train,هل تمانع في جلوسي هنا ؟,عندك مانع لو قعدت هنا؟
19580,corpus-6-train,ألعب التنس مرتين في الأسبوع .,أنا بلعب تنس مرتين في الأسبوع.
19581,corpus-6-test-corpus-26-train,هل يمكنني أن أرسل أي ميل واحد فقط قيمته دولار .,هو أنا ممكن أبعت ميل واحد بدولار؟
19583,corpus-6-train,أين أقرب محطة مترو من هذا الفندق ؟,فين أقرب محطة مترو من الفندق ده؟
19585,corpus-6-train,"من فضلك اكتب في أعلى الطرد البريدي "" حقائب بلا مرافق "" .",لو سمحت اكتب شنط من غير صاحب على الباكيدج من فوق.
19589,corpus-6-test-corpus-26-train,أجل ، من فضلك أرسله إلى الغرفة اثنا عشر أربعة وثلاثون .,أيوة، لو سمحت ابعته فوق على أوضة ألف ميتين أربعة وتلاتين.
19592,corpus-6-train,تُرى هل ستمطر غدا ؟,أنا بسأل إذا كان حيبقى فيه مطر بكرة.
19593,corpus-6-train,هذا لطف منك .,ده لطف كبير منك.
19595,corpus-6-train,أين يمكنني العثور على أقراط ؟,ممكن ألاقي حلقان فين؟
19596,corpus-6-dev,إنها رائعة . لا يمكن أن تكون تافهة . على العكس .,ده رائع. مش ممكن تكون الدهون قليلة. ده لأ.
19597,corpus-6-train,هل يمكنني أن أستعير مفتاحاً للحمام ؟,ممكن أستلف مفتاح للتواليت؟
19598,corpus-6-train,عندما يعود ، من فضلك اطلب منه أن يطلب السيد أوكادا هاتفيا .,لما يرجع، لو سمحت اطلب منه يتصل بمستر أوكادا.
19599,corpus-6-train,أريد بفتيك جيدة مع بطاطس مشوية .,حاخد شريحة لحمة نص سوا مع بطاطس مخبوزة.
19601,corpus-6-dev,خمسة عشر إي . أتراني جالس في غير مكاني ؟,خمستاشر إيه هو أنا قاعد في المكان الغلط؟
19603,corpus-6-train,متى ستعود ؟,هي حترجع في أنهي وقت؟
