,id,split,MSA,ALG
2087,-1,generated-6-train, أوه، نعم. لقد قرأت عنه في الدليل. فقررت أن أزور ذلك المكان العجيب. وعندما وصلت، وجدت تحفًا فنية قديمة أذهلتني. بقيت هناك لساعات أتأمل الجمال والإبداع الإنساني. , أه، إيه. قريت عليه فالدليل. حبيت نزور هذا المكان العجيب. وملي وصلت، لقيت أعمال فنية قديمة خلتني منبهر. بقيت تماك ساعات نتأمل فالجمال والإبداع ديال الإنسان. 
2088,-1,generated-6-train, لقد طلبت ثلاثة أكواب من الشاي، لكن لم يأتِ إلا اثنين فقط. فغضبتُ من النادل واشتكيتُ للمدير. فاعتذر النادل بأدب وشرح أن هناك خطأ في المطبخ. وفي النهاية، أحضر لي كوب الشاي الثالث مع حلوى مجانية تعويضًا. , طلبت ثلاثة كيسان من الأتاي، ولكن جاتني غير جوج. تعصبت على السرفور وشكيت للمدير. السرفور عتذر بأدب وقال لي فيه غلط في المطبخ. وفي اللخر، جاب لي الكاس الثالثة وحلوى بلاش كتعويض. 
2089,-1,generated-6-train, في مدينة صغيرة، وجدت مريم الأجهزة الكهربائية رخيصة جداً، فاشترت كل ما تحتاجه لمنزلها الجديد. لكنها اكتشفت أن مصاريف الأكل والسكن مرتفعة جداً، مما جعل ميزانيتها محدودة. بدأت مريم بالبحث عن عروض خاصة للطعام والسكن. واستطاعت أخيراً أن تجد توازناً مالياً يسمح لها بالعيش براحة. , في مدينة صغيرة، مريم لقات الأجهزة الكهربائية بثمن رخيص بزاف، علاش اشرات كلش لدارها الجديدة. ولكن تفاجأت بلي مصاريف الأكل والسكناية غاليين بزاف، وهذا خلا الميزانية ديالها تولي محدودة. مريم بدات تقلب على العروض الخاصة باش توفر في الأكل والسكن. وفالتالي، قدرت تلقا توازن مالي يخليها تعيش مرتاحة. 
2090,-1,generated-6-train," في يوم مشمس جميل، قرر أحمد أن يأخذ طعامه ويتناوله في الحديقة. وجد مكانًا هادئًا تحت شجرة كبيرة وانتشرت رائحة الزهور في الهواء. بينما هو يأكل، التقى بعصفور صغير جاء يشاركه الفتات. ضحك أحمد وقال: ""سأتناولها بالخارج أكثر في المرات القادمة"". "," في نهار شمسي مليح، أحمد قرر ياخذ قوتو ويمشي يكل في الجردة. لقى بلاصة هانية تحت شجرة كبيرة وريحة الزهور عامرة في الهواء. وهو ياكل، واحد العصفور الصغير جا يشاركو في الكسرات. أحمد ضحك وقال: ""سأتناولها بالخارج أكثر في المرات الجايين"". "
2091,-1,generated-6-train, كان علي يسافر كثيرًا بسبب عمله، وفي كل مرة يذهب إلى اليابان يتأكد من شراء بعض الملابس التقليدية. غالبًا ما أخذ مقاس اثنتي وعشرين في اليابان. وجد صعوبة في العثور على هذا المقاس في بلدان أخرى، لكن في اليابان كان الأمر أسهل. كان يعتز بتلك الملابس ويعتبرها تذكارات ثمينة من رحلاته. , علي كان يمشي بزاف بسباب خدمتو، وفي كل مرة يروح لليابان يتأكد يشري شوية لباس تقليدي. هو دايما ياخذ مقاس اثنين وعشرين في اليابان. كان يلقى صعوبة يلقى هذا المقاس فبلادان أخرى، ولكن فاليابان دايما كان أسهل. كان يعزّز بهاذيك اللبسات ويشوفهم كتذكارات قيمة من سفراتو. 
2092,-1,generated-6-train, في يوم مشمس، سأل خالد عن ساعات عمل متحف الفن فأجابه الحارس بأن المتحف يفتح أبوابه من الثامنة صباحًا حتى السادسة مساءً. ملئ خالد بالحماس لزيارة المتحف، فقد كان يعشق الفنون بشتى أنواعها. عند وصوله، غمرته الدهشة من الأعمال الفنية العظيمة التي شاهدها، وقضى اليوم كله يتجول بين اللوحات والتماثيل. عند الخروج، شكر خالد الحارس على معلوماته وعزم على العودة مرة أخرى. , فنهار مشمس، خالد سقسى على سوايع ديال الخدمة ديال متحف الفن، الحارس جاوبو بلّي المتحف يفتح من الثمانية ديال الصباح حتى السادسة ديال العشية. خالد حمس روحو باش يزور المتحف، حيت هو يموت على الفنون بكل أنواعها. واش راح للمتحف، تهبّل بالأعمال الفنية الكبيرة اللي شاف، وقضى النهار كامل يتمشى بين اللوحات والتماثيل. وقت الخروج، شكر خالد الحارس على المعلومات ديالو وعاهد روحو يرجع مرة أخرى. 
2093,-1,generated-6-train," كان هناك رجل يريد شراء سلعة من السوق. عندما اختار ما يحتاجه، سأل البائع ""أين يجب أن أدفع؟"". أشار البائع إلى زاوية السوق حيث كانت الصندوق. ذهب الرجل وأدى الثمن ثم غادر مسروراً بما اشترى. "," كان في واحد راجل حاب يشري حوايج من السوق. وقتلي اختار اللي يحتاج، سقسى البائع ""وين خاصني نخلص؟"". البائع دلو على ركن في السوق فين الصندوق. راح الراجل خلص الفلوس وتمشى مفرح باللي شرا. "
2094,-1,generated-6-train, وجد أحمد كارتاً على الأرض فنظر إليه ملياً وتساءل عن صاحبه. قرر أن يبحث عن صاحب الكارت ليعيده إليه. بعد البحث والسؤال في الحي، تمكن أحمد من العثور على صاحب الكارت. سلم الكارت إلى صاحبه وشعر بالسعادة لأنه قام بعمل طيب. , لقى أحمد كارت مرمي فالأرض، شاف فيه مليح وتساءل على صاحبو. قرر يقلب على اللي ضاعلو الكارت باش يرجعو لو. بعد ما دار الحومة وسقسى الناس، حصل أحمد على صاحب الكارت. عطاه الكارت وحس بفرحة كبيرة حيت درت شي حاجة مزيانة. 
2095,-1,generated-6-train, كانت هذه أول رحلة خارجية لأحمد. شعر بالحماس لاستكشاف ثقافات جديدة. عقد العزم على تعلم بعض كلمات اللغة الجديدة. ووجد في نهاية الرحلة أنه قد أصبح أكثر انفتاحًا وتقبلاً للآخر. , هذي كانت أول خرجة لبرا لأحمد. حس بالحماسة باش يكتشف ثقافات جداد. حدد في بالو يتعلم شوية من الكلمات ديال اللغة الجديدة. وفي الآخر، لقى روحو صار أكثر انفتاح وتقبل للناس الآخرين. 
2096,-1,generated-6-train," كان هناك كتابان على الطاولة، أحدهما للمبتدئين والآخر للمتقدمين. سأل الطالب الجديد المعلم أيهما الخاص بمنهج المبتدئين. ابتسم المعلم وأشار إلى الكتاب ذو الغلاف الملون قائلاً: ""هذا هو لك"". شعر الطالب بسعادة وبدأ في تصفح الكتاب استعدادًا لرحلته التعليمية. "," كانت هناك جوج كتب على الطابلة، واحد للمبتدئين والآخر للي راهم متقدمين. التلميذ الجديد سأل الأستاذ أي واحد منهم للمبتدئين. الأستاذ ضحك وشار للكتاب اللي فيه الألوان وقال: ""هذا هو الخاص بيك"". التلميذ فرح وبدا يفتح في الكتاب يستعد للمشوار التعليمي دياله. "
2097,-1,generated-6-train, بالتأكيد هذا البلد به أكثر من نوع من الفاكهة. في يوم من الأيام، قرر أحمد أن يزور السوق ليشتري بعض الفواكه المتنوعة. وجد تشكيلة واسعة من الفاكهة المحلية والاستوائية، فأحب أن يجرب الأنواع التي لم يسبق له تذوقها. انتهى به الأمر وهو يحمل أكياسًا مليئة بالفواكه الشهية التي تعكس تنوع الثقافات في بلده. , بلا شك هاذ البلاد فيها بزاف من الفواكه. واحد النهار، قرر أحمد يروح للسوق باش يشري شويا فواكه مختلفة. لقى تشكيلة كبيرة من الفواكه المحلية وتاع البلدان الاستوائية، حب يجرب الأنواع اللي ما داقهمش قبل. خلص وهو راجع لدارو ويديه مليانين بأكياس الفواكه اللي تعكس التنوع الثقافي في بلادو. 
2098,-1,generated-6-train, وجد محمد حقيبة في الحديقة وشعر بالفضول ليعرف محتوياتها. قرر أن يأخذها إلى البيت ليتثبت منها بأمان. عند فتحها، اكتشف أنها مليئة بالكتب النادرة. شعر بالمسؤولية للبحث عن صاحب الحقيبة وإعادتها. , لقى محمد صاك في الجردة وحب يعرف شكون فيه. قرر ياخذها لدار باش يتأكد منها بالأمان. كي فتحها، تفاجأ بلي كانت مليانة بكتب نادرة. حس بالمسؤولية يقلب على صاحب الصاك ويرجعهولو. 
2099,-1,generated-6-train, كان يحيى يتزلج على المنحدر عندما شعر بالجوع، فسأل أحد المارة عن وجود مطاعم قريبة. أخبره الرجل أن هناك مقهى صغير على قمة التل. توجه يحيى نحو المقهى واستمتع بوجبة دافئة مع إطلالة رائعة. شعر بالسعادة والامتنان لذلك اليوم المثالي. , كان يحيى كي يسكي في العقبة وحس بالجوع، فسقسى واحد من الناس إلا كانوا تماك على شي مطعم قريب. الراجل قال لو كاين قهوة صغيرة فوق الجبل. راح يحيى للقهوة وتمتع بوجبة دافية ومنظر يهبل. حس بالفرحة والامتنان لهاد النهار الي كان توب. 
2100,-1,generated-6-train, لقد نسيت خالد مفتاحه داخل البيت وأغلق الباب خلفه. طرق الأبواب المجاورة بحثاً عن مساعدة. استجاب له جاره العجوز وأعطاه مفتاحاً احتياطياً. شعر خالد بالامتنان لوجود جيران مثل هذا الرجل الطيب. , خالد نسى مفتاحو في الدار وسكر الباب وراه. طق على بيوت الجيران باش يلقى مساعدة. الجار العجوز رد عليه وعطاه مفتاح الاحتياط. خالد حس بالامتنان لوجود جيران كيما هذا الراجل الطيب. 
2101,-1,generated-6-train," في أحد الأيام، ذهب خالد إلى محل صرافة ليحول بعض الدولارات الأمريكية إلى الين الياباني. وقف في الطابور ينتظر دوره، متأملاً في كيف ستساعده هذه العملة في رحلته القادمة إلى طوكيو. عندما وصل دوره، قال للصراف: ""حول هذه الدولارات الأمريكية إلى الين الياباني، من فضلك"". ابتسم الصراف وأنجز المعاملة بسرعة، وهكذا بدأت مغامرة خالد في اليابان بخطوة أولى ناجحة. "," واحد النهار، خالد مشى لواحد البيرو دتبديل الفلوس باش يبدل شوية دولارات أمريكانية للين الياباني. وقف في الصف يتسنى في دورو، يحوس في بالو كيفاه هاد الفلوس يقدرو يعاونوه في سفرتو الجاية لطوكيو. يوما جا دورو، گال للصراف: ""بدلي هاد الدولارات للين الياباني، عافاك"". الصراف تبسم وخدم الخدمة بالزربة، وهكذا بدا خالد مغامرتو في اليابان بخطوة لولة مزيانة. "
2102,-1,generated-6-train," وجد أحمد نفسه في المطار، يحتضن صديقه الذي سيسافر إلى بلد بعيد. شعر بثقل في قلبه والدموع تتجمع في عينيه. حاول أن يبتسم لكن عيناه خانتاه. وفي النهاية، لم يستطع سوى همس ""من الصعب قول كلمة وداعاً"". "," وجد أحمد روحو في المطار، يعانق صاحبو اللي رايح لدولة بعيدة. حس بثقل فقلبو والدموع بداو يتجمعو في عينيه. حاول يبتسم ولكن عيونو خانوه. وفي الأخير، ما قدرش يقول كان همس ""صعيب نقول كلمة الوداع"". "
2103,-1,generated-6-train," في إحدى المدن الصغيرة، سأل رجل مارًّا: ""هل هذا مكتب الاستقبال؟ هل يوجد عيادة قريبة؟"" فأجابه المارّ بأدب: ""نعم، توجد عيادة خلف هذا البناء مباشرةً."" شكره الرجل وتوجه إلى العيادة، وهناك تلقى الرعاية الطبية التي كان يحتاجها. "," في وحدة من البلايص الصغيرة، واحد الراجل سقسى واحد اللي ماشي: ""هذا مكتب الاستقبال؟ كاينة عيادة قريبة؟"" اللي ماشي جاوبو بالأدب: ""ايه، تلقى عيادة خلف هاذ البناية مباشرة."" الراجل شكر ومشى للعيادة، وتما تلقى العلاج اللي كان يحتاج. "
2104,-1,generated-6-train," في أحد المطاعم الشهيرة، جلس أحمد بجانب شخص غريب ولاحظ طبقاً شهياً أمامه. لم يتمالك أحمد نفسه فسأل بفضول: ""معذرة، هل لي أن أستفسر منك عن اسم طبقك؟ إنه يبدو لذيذاً."" ابتسم الغريب وأجاب: ""إنها وصفة عائلية خاصة، تُسمى الكبسة العربية."" شعر أحمد بالإعجاب وطلب الوصفة ليجربها في المنزل. "," في واحد من المطاعم المعروفة، جلس أحمد حدا واحد غريب ولاحظ طبق شهي قدامو. ما قدرش يصبر وسقساه بفضول: ""سمحلي، نقدر نسولك شنو اسم طبقك هذا؟ باين بنين."" الغريب تبسم وجاوبو: ""هذا وصفة عائلية، يسموها الكبسة العربية."" أحمد حس بالإعجاب وطلب الوصفة باش يجربها في داره. "
2105,-1,generated-6-train, ذهب محمد إلى الطبيب شاكيًا من ألم شديد في ظهره. قال الطبيب إن سبب الألم هو الجلوس الطويل أمام الكمبيوتر. نصحه الطبيب بأخذ استراحات منتظمة وممارسة الرياضة. بدأ محمد بتنفيذ النصائح وشعر بتحسن كبير. , محمد راح للطبيب يشكي من ألم كبير في ظهرو. الطبيب قاله بلي الألم جاي من القعدة الطويلة قدام الكمبيوتر. نصحو الطبيب بالإستراحة دوريا ويلعب الرياضة. محمد بدا يطبق النصائح وحس بتحسن بزاف. 
2106,-1,generated-6-train," في تلك الليلة المظلمة، وجد خالد نفسه يائسًا في مطار مجهول. تاه بين البوابات، وأخيرًا توقف أمام بوابة رقم 7 وهمس ""أية بوابة أتوجه إليها بعد ذلك؟"". وبينما هو غارق في حيرته، ظهرت له سيدة مسنة تبتسم، وأرشدته إلى الطريق الصحيح. بفضلها، استطاع الوصول إلى وجهته، مدركًا أن الأمل يمكن أن يأتي من حيث لا يحتسب. "," في ليلة ظلمة، خالد لقى روحو تايه في مطار ما يعرفوش. تاه بين البوابات، حتى وقف قدام بوابة رقم سبعة وهمس ""أية بوابة نروح ليها توا؟"". وهو مزالو في حيرته، طلعتلو واحدة العجوزة تبتسم، ووراتو الطريق الصح. بشكرها، تمكن يوصل للوجهة متاعو، وعرف بلي الأمل يجي منين ما تحسبش. "
2107,-1,generated-6-train, وجد محمد في جيبه عشرة دولارات فقط، وتساءل إن كانت كافية لركوب التاكسي. استوقف تاكسي وسأل السائق عن الأجرة. أجابه السائق بأن الرحلة ستكلف خمسة عشر دولارًا. شعر محمد بالاحباط لعدم مقدرته على الذهاب إلى العمل بالتاكسي بسبب نقص المال. , محمد لقى في جيبو غير عشرة دولارات، وتساءل واش يكفو باش يروح بالتاكسي. شد تاكسي وسقس الشيفور على الثمن. الشيفور قالو راح تكلف خمسة عشر دولار. محمد حس بالإحباط حيت ما عندوش الفلوس الكافية باش يمشي للخدمة بالتاكسي. 
2108,-1,generated-6-train, أعتقد أنها كانت ممتازة. تمثيل جيد وحبكة جيدة. لذا قررت مشاركة الفيلم مع أصدقائي. جلسنا معًا وبدأنا بمشاهدة العرض. كل منهم أثنى على اختياري للفيلم. أصبحت ليلتنا مليئة بالضحك والتعليقات الممتعة. , نحسب بللي كانت ملاح. التمثيل كان بنين والقصة كانت مزيانة. علاش قررت نشوف الفيلم مع صحابي. جلسنا كامل وبدينا نتفرجو في العرض. كل واحد منهم شكرني على اختيار الفيلم. ليلتنا ولات مليانة بالضحك والتعاليق الحلوة. 
2109,-1,generated-6-train," في يومٍ مشمسٍ، خرج يوسف ليشتري هدية لأمه تقديرًا لجهودها. وجد سوقًا قريبًا يبيع الهدايا الجميلة والزهور الفواحة. اختار باقة وردٍ جميلة وعلبة شوكولاتة فاخرة. عندما عاد إلى المنزل وأعطى أمه الهدية، قالت: ""يا، شكراً جزيلاً."" "," في نهار شمسي، يوسف خرج باش يشري كادو ليماه باش يرد ليها الجميل. لقى سوق هايل قريب يبيع كادوهات شابة وزهور معطرة. اختار باقة ورد باهية وبويت شكولا دي لوكس. وقتاش رجع لدار وعطى لمه الكادو، قالتلو: ""يا، شكراً بزاف."" "
2110,-1,generated-6-train," كان الفندق مزدحمًا عندما وصلت، ولم تعجبني الحجرة التي خُصصت لي. سألت موظف الاستقبال بأدب: ""هل من الممكن أن أرى حجرة أخرى؟"" استجاب العامل بلطف وأراني حجرة مطلة على البحر. شعرت بالرضا وشكرته على حسن تعاونه. "," الفندق كان عامر وقت وصلت، وما عجبتنيش الحجرة الي عطاوني. سقست الموظف في الاستقبال بلهجة مؤدبة: ""واش من الممكن نشوف حجرة أخرى؟"" الخدام استجاب بالمليح ووراني حجرة تطل على البحر. حسيت بالراحة وشكرتو على ما قدم من تعاون. "
2111,-1,generated-6-train, كانت ليلى من أول من ارتدى الفستان الجديد، أنها أحدث موضة هذا الصيف. وسرعان ما لاحظ الجميع أناقتها الفائقة وجمال الفستان. كانت تتمايل بكل ثقة بين الحضور، وعدسات المصورين لا تفارقها. وفي نهاية اليوم، تلقت ليلى عروضاً للتمثيل في إعلانات لأشهر الماركات. , ليلى كانت من الأوائل لي لبسو الروب الجديد، هذا هو الموضة الجديدة تاع الصيف. كلشي لاحظ كيفاش كانت شيك وزوينة الروب. كانت تتمايل بالثقة وسط الناس، والكاميرات ما سكنتش منها. وفي آخر النهار، توصلت ليلى بعروض باش تمثل في الإشهارات ديال أكبر الماركات. 
2112,-1,generated-6-train, أخذني أحمد بسيارته إلى وسط المدينة. وصلنا هناك والشوارع مزدحمة بالناس. تمكنا من العثور على مكان للركن بعد بحث طويل. تجولنا في الأسواق واشترينا الهدايا لعائلتنا. , أحمد راح بيا بالطوموبيل لوسط البلاد. وصلنا ولقينا الشوارع عامرة بالناس. دورنا بزاف حتى لقينا بلاصة نركنو فيها. تمشينا في السوايق وشرينا كادوات للفاميليا. 
2113,-1,generated-6-train," في يوم مشمس، سأل علي الموظف في مكتب الإيجار ""هل لي أن أؤجر سيارة؟"" فأجابه الموظف بابتسامة وأشار إلى مجموعة متنوعة من السيارات. اختار علي سيارة رياضية حمراء وتجول بها في المدينة. وفي نهاية اليوم، عاد إلى المكتب معبرًا عن سعادته بتجربة القيادة الممتعة. "," فوقت جميل، علي سقسى العامل في مكتب الكراء ""يمكنلي نكري سيارة ولا لا؟"" العامل ضحك ووراه جملة من الطوموبيلات. علي اختار واحدة سبور حمراء ودار بيها تور في المدينة. وفي الآخر، رجع للمكتب وهو مبسوط برحلته اللي استمتع بيها. "
2114,-1,generated-6-train, في يومٍ مشمسٍ، قرر سامر أن يجرب طبقاً جديداً في مطعمٍ محليّ. عند تذوقه، وجد أنه ذو مذاق غريب. فضوله دفعه لسؤال الطاهي عن المكونات. اكتشف أن الطبق يحتوي على مزيجٍ من التوابل النادرة. , في يوم شمسي، سامر قرر يجرب طبق جديد في مطعم محلي. كيما ذاقه، لقاه مذاقو غريب. حب الاستطلاع خلاه يسأل الطباخ على المكونات. كشف أن الطبق فيه مزيج من التوابل النادرة. 
2115,-1,generated-6-train, قام أحمد بإصلاح السيارة بينما كان والده في الخارج. عندما عاد وجد كل شيء على ما يرام. شعر بالفخر لأن ابنه تحمل المسؤولية. ومن ذلك اليوم، ثقة الأب بأحمد زادت. , أحمد صلح الطوموبيل وباه كان برا. وقتاش رجع لقى كلش راهو لاباس. فرح بزاف حيت ولدو تحمل المسؤولية. ومن داك النهار، الثقة ديال البا في أحمد زادت. 
2116,-1,generated-6-train," في أحد الأيام، زار خالد متجراً صغيراً وسأل البائع ""هل لديكم وجبات خفيفة؟"" فأجابه البائع بابتسامة وأشار إلى رف مليء بأنواع مختلفة من الوجبات الخفيفة. خالد اختار بعض الشيبس والمكسرات، وشعر بسعادة عارمة وهو يتناولها في الحديقة. أصبح هذا المتجر وجهته المفضلة كلما شعر بالجوع. "," فواحد النهار، خالد راح لمحل صغير وسقسى البايع ""عندكم قرقيعان خفاف؟"" البايع ضحك وورالو رف مليان بأنواع القرقيعان. خالد اختار شوية شيبس وفواكه جافة، وحس بفرحة كبيرة وهو ياكلهم في الحديقة. المحل هذا ولى المكان المفضل ديالو كلما كان جعان. "
2117,-1,generated-6-train, كان هناك رجل كبير في السن يطلب دائماً من الناس التحدث ببطء لأنه كان يعاني من ضعف السمع. في يوم من الأيام، التقى بطفل صغير حاول شرح قصة ممتعة له. الرجل العجوز طلب من الطفل أن يتكلم ببطء حتى يستطيع فهم القصة جيداً. وبفضل صبر الطفل وتكراره القصة ببطء، استطاع العجوز أن يسمع القصة ويستمتع بها. , كان في راجل كبير في العمر ديما كييطلب من الناس يهدروا بالشوية لأنو كان عندو ضعف في السمع. واحد النهار، تلاقى بدري صغير حاول يقص عليه قصة مليحة. الشيخ طلب من الدري يهدر بالشوية باش يقدر يفهم القصة مليح. وبالصبر تاع الدري وتكرارو للقصة بالشوية، الشيخ قدر يسمع القصة ويستمتع بيها. 
2118,-1,generated-6-train, سوف أحضر متأخرا ساعة. كان لدي موعد طبي لم أستطع تأجيله. عندما وصلتُ، كان الاجتماع قد بدأ بالفعل. استمعوا إليّ بانتباه وأنا أشرح سبب تأخري. بالنهاية، تفهم الجميع الظروف وتابعنا الاجتماع بسلاسة. , راح نجي متأخر بعد ساعة. عندي واحد الرانديفو مع الطبيب ما قدرتش نروحلو قبل. وقتاش وصلت، لقيت الجماعة شرعو في الاجتماع. سمعولي مليح وأنا نفسر علاش تأخرت. في الأخير، الكل فهم الوضعية وكملنا الاجتماع على خير. 
2119,-1,generated-6-train, كان هناك رجل يعيش وحيدًا في بيت صغير على طرف القرية. ذات يوم، وجد قطة جميلة عند عتبة بابه فقرر أن يعتني بها. أصبحت القطة صديقته المفضلة وأضافت البهجة إلى حياته. مرت الأيام وانتشرت قصة الرجل وقطته في القرية، وأصبح معروفًا بكرمه وطيبة قلبه. , كان في واحد راجل عايش بوحدو في دار صغيرة في طرف القرية. في نهار، لقى بسة حلوة عند بابو وقرر يهتم بيها. البسة ولات صاحبتو المفضلة ودخلت الفرحة لحياتو. الأيام دازت وقصة الراجل والبسة عرفها كلشي في القرية، وصار معروف بالجود والقلب الكبير. 
2120,-1,generated-6-train," نظر محمد إلى الساعة وتذكر أنه لم يأكل منذ الصباح. قال لصديقه: ""نعم. انتظر، سوف أحضر لك واحدة."" ذهب إلى البائع واشترى لهما سندويشين. عاد ومعه الطعام، فتناولاه بشهية. "," محمد شاف في الساعة وتفكر بلي ماكلاش من الصباح. قال لصاحبو: ""إيه. استنى، راني جايبلك وحدة."" مشى للبايع وشرالهم سندويشات. رجع ومعاه الأكل، وكلاو بزاف ديال الشهية. "
2121,-1,generated-6-train, في يومٍ مشمسٍ، ذهب أحمد إلى المقهى المفضل لديه. نادله المعتاد كان هناك يبتسم كالعادة. طلب أحمد فنجان قهوته الساخنة وجلس يستمتع بالأجواء. بينما هو يشرب، التقى بصديق قديم ودار بينهما حديث شيق. , فنهار مشمس، مشى أحمد لقهوتو المفضلة. السرفور لي ديما يخدمو كان تماك يضحك كيف العادة. طلب أحمد قهوتو السخونة وجلس يستمتع بالجو. وهو يشرب، تلاقى مع صاحب قديم ودارو حديث ممتع. 
2122,-1,generated-6-train, كان الجو غائماً والسماء تكاد تبكي، فقد أخبرت الأرصاد الجوية بأن الأمطار ستتساقط طوال الأسبوع. استعد الناس بالمعاطف والأحذية المطاطية، وأصبحت المظلات صديقاً لا يفارقهم. الأطفال فرحوا بالبرك المائية التي شكلتها الأمطار، ولعبوا تحت قطرات الماء بمرح وسعادة. , الجو كان غايم والسما باغية تبكي، الأرصاد الجوية قالو أنها راح تشتي طول السيمانة. الناس تحضرت بالمانطوات والصباط المطاط، والمظلات ولات صاحبة ماتفارقهمش. الدراري فرحو بالبرك الماي اللي صنعتها الشتا، ولعبو تحت قطرات الماي بفرحة وهنا. 
2123,-1,generated-6-train, وجد أحمد نصف زجاجة عطر متروكة على الرصيف، فقرر أن يأخذها معه. عندما وصل إلى المنزل، رش منها قليلاً وسأل أمه عن رائحتها. أخبرته أمه أن العطر يذكرها بوالده الذي كان يستخدم نفس النوع قبل أن يسافر. شعر أحمد بلحظة من الحنين وقرر الاحتفاظ بالزجاجة كذكرى عزيزة. , لقى أحمد نص قرعة عطر متروكة على الرصيف، قرر ياخذها معاه. وصل للدار، رش شوية وسقسى يماه على الريحة. يماه قالتلو العطر كيفاش يفكرها بباه اللي كان يستعمل نفس العطر قبل ما يهاجر. أحمد حس بالحنين وقرر يحتفظ بالقرعة كذكرى غالية. 
2124,-1,generated-6-train," في إحدى الأمسيات الموسيقية، سأل خالد صديقه: ""هل لديهم عروض حية؟"" فأجابه بحماس: ""نعم، واليوم ستكون هناك فرقة مشهورة."" فقررا الذهاب معاً واستمتعا بأجواء الحفل الرائعة. عادا إلى المنزل وقد امتلأت قلوبهما بالموسيقى والسعادة. "," في واحدة من السهرات الموسيقية، خالد سقسي صاحبو: ""واش، عندهم عروض حية؟"" صاحبو جاوبو بشوق: ""إيه، وهاد الليلة غادي يكون فيه فرقة معروفة."" قررو يمشيو مع بعض واستمتعو بالجو الحفلة الزين. رجعو للدار وقلوبهم مليانة بالموسيقى والفرح. "
2125,-1,generated-6-train," ذهبت سارة إلى السوق لتشتري حقيبة جديدة. وعندما رأت واحدة أعجبتها، سألت البائع ""هل بإمكاني رؤية هذه الحقيبة؟"" أخرج البائع الحقيبة بابتسامة وأشاد بذوقها الرفيع. بعد أن فحصتها جيدًا، قررت سارة شراء الحقيبة. "," سارة راحت للسوق باش تشري لحقيبة جديدة. ولما شافت وحدة عجبتها، سولت البائع ""واش راني قادرة نشوف هاد الصاك؟"" البائع هز الحقيبة بابتسامة ومدح في ذوقها العالي. بعد ما تفحصتها مليح، سارة قررت تشري الحقيبة. "
2126,-1,generated-6-train," في أحد الأيام، سأل الزبون البائع، ""هل لديك شيء آخر؟"" فأجاب البائع بابتسامة وأحضر له قطعة نادرة. شعر الزبون بالسعادة لأنه وجد ما كان يبحث عنه. ومنذ ذلك اليوم، أصبح ذلك الزبون زبونًا دائمًا للمتجر. "," فواحد النهار، الزبون سقسى البايع، ""عندك شي حاجة أخرى؟"" البايع ضحك وجابلو قطعة نادرة. الزبون فرح بزاف حيت لقى اللي كان كيقلب عليه. ومن ديك الساع، ولات عند الزبون ديما يجي لهاد الحانوت. "
2127,-1,generated-6-train," في يوم من الأيام، كان هناك رجل يعمل بجد ولا يعرف متى يتوقف. ومع مرور الوقت، بدأ يشعر بالإرهاق الشديد. قالت له زوجته ذات مساء: ""أنت بحاجة للراحة."" استمع لنصيحتها وقرر أخذ إجازة ليستعيد نشاطه. "," في يوم، كان هناك واحد الراجل يخدم بزاف وما يعرفش إمتى يوقف. مع الوقت، حس بتعب كبير. في واحد الليلة، قالتلو مرتو: ""أنت في حاجة للراحة."" سمع كلامها وقرر ياخذ كونجي باش يستعيد قواه. "
2128,-1,generated-6-train, من فضلك إملأ بطاقة الوصول التالية واستمارة الجمارك. وصل أحمد إلى المطار وفي يده حقيبته الثقيلة. بعد إنهاء الإجراءات، توجه إلى مكتب الاستقبال حيث قابل صديقه القديم. تبادلا الأحاديث والذكريات، ثم اتجها معاً إلى مدينتهما العزيزة. , عافاك عمر هاد الكارطة وثبت ديتاي في الدوان. أحمد وصل للعيروبور ومعاه كابا ديالو الثقيلة. سالا كلشي من الإجراءات، وتما توجه للبيرو ديال الاستقبال وتلاقى بصاحبو القديم. دارو شوية ديال الحديث وفرحو بالذكريات، ومن بعد راحوا لمدينتهم الغالية سوا. 
2129,-1,generated-6-train," وقف يحيى على جانب الطريق ينتظر السيارة المتجهة إلى سيتل. عندما مرت السيارة، أشار إليها يحيى متسائلاً ""هل هذه السيارة متجهة إلى سيتل؟"" فأومأ السائق بالإيجاب وتوقف ليقله. شعر يحيى بالامتنان وهو يجلس في السيارة متجهين إلى وجهته. ","  وقف يحيى على جانب الطريق يستنى في الطوموبيل اللي رايحة لسيتل. كيف جات الطوموبيل، سقسا يحيى ""هل هذه الطوموبيل رايحة لسيتل؟"" الشوفور إشارلو بالإيجاب ووقف باش يشدّو. يحيى حس بالراحة وهو راكب في الطوموبيل متوجهين للوجهة ديالو. "
2130,-1,generated-6-train, ذهب أحمد للجامعة ليسجل في دورة اللغة الإنجليزية، ولكنه فوجئ بارتفاع الرسوم. سأل الموظف إذا كان بالإمكان دفع جزء من الرسوم الآن. وافق الموظف وابتسم قائلاً إن هذا ممكن. شعر أحمد بالسعادة لأنه سيتمكن من البدء في الدورة دون تأخير. , أحمد راح للجامعة باش يسجل في دورة الإنجليزية، ولكن تفاجأ بلي الرسوم غالية بزاف. سقسى الموظف واش يقدر يخلص جزء من الرسوم دابا. الموظف قال ليه بابتسامة أن هذا يمكن. أحمد حس بالفرحة لأنه غادي يقدر يبدا في الدورة بلا تأخير. 
