id,split,MSA,MSA Translation
15942,corpus-6-test-corpus-26-train,اللون البني محبب هذا العام .,اللون البني محبب هذا العام.
15950,corpus-6-test-corpus-26-test,فكرة صائبة . متى تخطط للمجيء ؟,فكرة صائبة. متى تخطط للمجيء ؟
15967,corpus-6-test-corpus-26-train,حسنا . مقعدان من فضلك .,حسنا. مقعدان من فضلك.
15989,corpus-6-test-corpus-26-train,أين السوق ؟,أين السوق ؟
16007,corpus-6-test-corpus-26-train,أود قياس بذلة السباق الخاصة بي .,أود قياس بذلة السباق الخاصة بي.
16016,corpus-6-test-corpus-26-train,ظننت أنكم أيها الشباب تأكلون الكعك المخبوز فقط .,ظننت أنكم أيها الشباب تأكلون الكعك المخبوز ف
16034,corpus-6-test-corpus-26-train,"ما سعر تذكرة درجة أولى إلى إدنبره , من فضلك ؟","ما سعر تذكرة درجة أولى إلى إدنبره, من "
16042,corpus-6-test-corpus-26-train,يبدو أن النقود التي أعطيتني إياها ناقصة عشر دولارات .,يبدو أن النقود التي أعطيتني إياها ناقصة عشر 
16046,corpus-6-test-corpus-26-train,لقد اتصلت بالسيد سميث في غرفة رقم اثنان صفر واحد منذ لحظات ، لكن لم يرد أحد . هل لك أن ترى هل لا يزال يقيم هنا ؟,لقد اتصلت بالسيد سميث في غرفة رقم اثنان 
16061,corpus-6-test-corpus-26-train,أريد واحدة حديثة .,أريد واحدة حديثة.
16070,corpus-6-test-corpus-26-train,أعمل في شركة نشر .,أعمل في شركة نشر.
16073,corpus-6-test-corpus-26-train,هل لك أن تتفضل وتملأ هذه ؟,هل لك أن تتفضل وتملأ هذه ؟
16080,corpus-6-test-corpus-26-test,ما هذا الشارع ؟,ما هذا الشارع ؟
16082,corpus-6-test-corpus-26-test,هل لك أن تزن هذا الطرد ؟,هل لك أن تزن هذا الطرد ؟
16089,corpus-6-test-corpus-26-train,ماذا تسمون هذا بالإنجليزية ؟,ماذا تسمون هذا بالإنجليزية ؟
16091,corpus-6-test-corpus-26-train,"ظل سائراً عبر هذا الممر , وستجدها على الجانب الأيمن .","ظل سائراً عبر هذا الممر, وستجدها على ال"
16098,corpus-6-test-corpus-26-train,أريد التأمين على هذا .,أريد التأمين على هذا.
16106,corpus-6-test-corpus-26-train,صباح الخير . هذا مكتب الاستقبال . هل لي أن أساعدك ؟,صباح الخير. هذا مكتب الاستقبال. هل لي أن أساعد
16127,corpus-6-test-corpus-26-train,حسناً . تفضل بالدخول .,حسناً. تفضل بالدخول.
16130,corpus-6-test-corpus-26-test,"أجل , سيدي . آتي هنا للإفطار كل يوم , من الاثنين حتى الجمعة , قبل الذهاب للعمل .","أجل, سيدي. آتي هنا للإفطار كل يوم,"
16140,corpus-6-test-corpus-26-dev,لا توجد أية مشاكل .,لا توجد أية مشاكل.
16141,corpus-6-test-corpus-26-train,من فضلك اتصل لي برقم ثلاثة اثنان ستة اثنان تسعة واحد ثمانية .,من فضلك اتصل لي برقم ثلاثة اثنان ستة اثنان
16158,corpus-6-test-corpus-26-train,"أجل , يمكننا القيام بخدمتك بداية من السابعة .","أجل, يمكننا القيام بخدمتك بداية من السابعة."
16167,corpus-6-test-corpus-26-train,من فضلك استلق هنا .,من فضلك استلق هنا.
16169,corpus-6-test-corpus-26-test,يالها من خدمة سريعة !,يالها من خدمة سريعة!
16191,corpus-6-test-corpus-26-train,ربما ستظل ترتفع .,ربما ستظل ترتفع.
16217,corpus-6-test-corpus-26-train,من فضلك اتجه يساراً عند التقاطع التالي .,من فضلك اتجه يساراً عند التقاطع التالي.
16219,corpus-6-test-corpus-26-dev,معذرة . كيف يمكنني الوصول إلى المصرف ؟,معذرة. كيف يمكنني الوصول إلى المصرف ؟
16222,corpus-6-test-corpus-26-train,هل توجد خدمة نقل بالحافلات إلى متحف فورد ؟,هل توجد خدمة نقل بالحافلات إلى متحف فورد ؟
16227,corpus-6-test-corpus-26-train,"أجل . اسمك ورقم غرفتك , من فضلك .","أجل. اسمك ورقم غرفتك, من فضلك."
16231,corpus-6-test-corpus-26-train,كم المدة التي يستغرقه لكي يصل لليابان عن طريق البريد الجوي ؟,كم المدة التي يستغرقه لكي يصل لليابان عن طريق
16238,corpus-6-test-corpus-26-train,حسناً . أراك الساعة الثانية يوم الأحد .,حسناً. أراك الساعة الثانية يوم الأحد.
16258,corpus-6-test-corpus-26-train,أريد أن أمر بنيويورك في طريقي إلى تورونتو .,أريد أن أمر بنيويورك في طريقي إلى تورونتو.
16259,corpus-6-test-corpus-26-train,لقد كسر الزمام المنزلق . هل لديك مزيد من نفس النوع ؟,لقد كسر الزمام المنزلق. هل لديك مزيد من نفس
16271,corpus-6-test-corpus-26-train,هذا ضرب من الدناءة .,هذا ضرب من الدناءة.
16279,corpus-6-test-corpus-26-dev,هل لك أن تعيد تأكيد رحلتي ؟ هاهي تذكرة الطيران .,هل لك أن تعيد تأكيد رحلتي ؟ هاهي تذكرة الطيران
16291,corpus-6-test-corpus-26-train,هل لديك هذا باللون الأخضر الداكن ؟,هل لديك هذا باللون الأخضر الداكن ؟
16292,corpus-6-test-corpus-26-test,هل لك أن تأخذني إلى كانتربري وتعيدني إلى هنا ؟,هل لك أن تأخذني إلى كانتربري وتعيدني إلى هنا 
16311,corpus-6-test-corpus-26-train,هل لي بشوكة أخرى ؟,هل لي بشوكة أخرى ؟
16312,corpus-6-test-corpus-26-train,شكراً جزيلاً لعطفك .,شكراً جزيلاً لعطفك.
16335,corpus-6-test-corpus-26-train,آسف ، نحن لا نبيع تذاكر للمسرح .,آسف ، نحن لا نبيع تذاكر للمسرح.
16337,corpus-6-test-corpus-26-train,أريد أن أرى هذا .,أريد أن أرى هذا.
16339,corpus-6-test-corpus-26-train,آه ، هذا جميل . ماذا علي أن أصنع ؟,آه ، هذا جميل. ماذا علي أن أصنع ؟
16344,corpus-6-test-corpus-26-dev,أريد مد إقامتي هنا ليومين آخرين .,أريد مد إقامتي هنا ليومين آخرين.
16351,corpus-6-test-corpus-26-train,من فضلك غير مقعدي .,من فضلك غير مقعدي.
16365,corpus-6-test-corpus-26-train,لدينا جمبري رائع جداً اليوم .,لدينا جمبري رائع جداً اليوم.
16371,corpus-6-test-corpus-26-train,إلى أي ساعة متأخرة تظل مفتوحة ؟,إلى أي ساعة متأخرة تظل مفتوحة ؟
16395,corpus-6-test-corpus-26-train,للمدخنين أم لا ؟,للمدخنين أم لا ؟
16403,corpus-6-test-corpus-26-train,إنه غالي جدا بالنسبة لي . ألا يمكنك تخفيض السعر قليلاً ؟,إنه غالي جدا بالنسبة لي. ألا يمكنك تخف
16409,corpus-6-test-corpus-26-dev,أنا جاهز صباح الأربعاء أو بعد ظهر الجمعة .,أنا جاهز صباح الأربعاء أو بعد ظهر الجمعة.
16413,corpus-6-test-corpus-26-train,لم أقم بالحجز .,لم أقم بالحجز.
16434,corpus-6-test-corpus-26-train,لأن الصيف في اليابان عادة ما يكون شديد الحرارة ، ولم يكن لدينا تكييف هواء قديماً .,لأن الصيف في اليابان عادة ما يكون شديد الحرارة ، 
16444,corpus-6-test-corpus-26-train,هل لك أن تستدعي لي سيارة أجرة الساعة الثامنة صباح غد ؟,هل لك أن تستدعي لي سيارة أجرة الساعة الثامنة صباح 
16453,corpus-6-test-corpus-26-train,إنه مريب .,إنه مريب.
16465,corpus-6-test-corpus-26-train,لماذا لا ننتظر الحافلة تحت التندة ؟,لماذا لا ننتظر الحافلة تحت التندة ؟
16477,corpus-6-test-corpus-26-train,تعالى ، كينجي . دعني أريك أرجاء المكتب .,تعالى ، كينجي. دعني أريك أرجاء المكتب.
16478,corpus-6-test-corpus-26-train,أجل ، إنها مفتوحة من التاسعة حتى التاسعة .,أجل ، إنها مفتوحة من التاسعة حتى التاسعة 
16484,corpus-6-test-corpus-26-dev,لا أستطيع النوم جيداً أثناء الليل .,لا أستطيع النوم جيداً أثناء الليل.
16487,corpus-6-test-corpus-26-train,كيف أثر الركود على الشركة ؟,كيف أثر الركود على الشركة ؟
16495,corpus-6-test-corpus-26-train,لدي موعد آخر .,لدي موعد آخر.
16516,corpus-6-test-corpus-26-train,هل لي بخريطة لطرق المدينة ؟,هل لي بخريطة لطرق المدينة ؟
16536,corpus-6-test-corpus-26-dev,هذا بعينه ما كنت أبحث عنه .,هذا بعينه ما كنت أبحث عنه.
16542,corpus-6-test-corpus-26-train,لا أفهم شرحك .,لا أفهم شرحك.
16546,corpus-6-test-corpus-26-train,كان يجب تدبير وسيلة مواصلات . ذاهبة إلى بوسطن .,كان يجب تدبير وسيلة مواصلات. ذاهبة إلى بوس
16547,corpus-6-test-corpus-26-train,أين أفضل مكان لمشاهدة المعالم ؟,أين أفضل مكان لمشاهدة المعالم ؟
16576,corpus-6-test-corpus-26-train,هل هي متينة ؟,هل هي متينة ؟
16577,corpus-6-test-corpus-26-train,لقد استمتعت كثيرا .,لقد استمتعت كثيرا.
16581,corpus-6-test-corpus-26-train,حسنا إذاً ، أريد عصا مضرب أصغر كتلك التي مع جوليا روبرتس .,حسنا إذاً ، أريد عصا مضرب أصغر كتلك 
16586,corpus-6-test-corpus-26-train,هل لك أن تأخذ هذا ، من فضلك ؟,هل لك أن تأخذ هذا ، من فضلك ؟
16601,corpus-6-test-corpus-26-train,الركاب المسافرون على خطوط إيه بي سي الجوية رحلة رقم سبعة صفر ثلاثة المتجهة إلى طوكيو التفضل بالتوجه إلى بوابة رقم عشرين لإنهاء الإجراءات الرسمية .,الركاب المسافرون على خطوط إيه بي سي الجوية رحلة 
16607,corpus-6-test-corpus-26-train,أين موقف الحافلات ل بي ؟,أين موقف الحافلات ل بي ؟
16643,corpus-6-test-corpus-26-train,الدخول فرداً فردا ، ً من فضلكم .,الدخول فرداً فردا ، ً من فضلكم.
16653,corpus-6-test-corpus-26-dev,من أين يمكنني شراء مفارش مائدة ؟,من أين يمكنني شراء مفارش مائدة ؟
16679,corpus-6-test-corpus-26-train,هل يمكنني استئجار مرشداً يتحدث اللغة اليابانية ؟,هل يمكنني استئجار مرشداً يتحدث اللغة الياب
16696,corpus-6-test-corpus-26-train,هل تريدني أن ألتقط لك صورة ؟,هل تريدني أن ألتقط لك صورة ؟
16709,corpus-6-test-corpus-26-train,لم يكن لدي هذا الطبق .,لم يكن لدي هذا الطبق.
16718,corpus-6-test-corpus-26-train,لقد قطع إصبعي . هل يوجد مطهر ؟,لقد قطع إصبعي. هل يوجد مطهر ؟
16723,corpus-6-test-corpus-26-train,هل يمكنني الحصول على طابع فئة خمسة وتسعين سنتاً ؟,هل يمكنني الحصول على طابع فئة خمسة وتسعين
16736,corpus-6-test-corpus-26-train,سأكون هنا الساعة الثامنة إلى الربع .,سأكون هنا الساعة الثامنة إلى الربع.
16746,corpus-6-test-corpus-26-train,أريد عطراً .,أريد عطراً.
16747,corpus-6-test-corpus-26-train,هل لي بجدول مواعيد ؟,هل لي بجدول مواعيد ؟
16751,corpus-6-test-corpus-26-test,هل ستذهب إلى المدرسة هنا ؟,هل ستذهب إلى المدرسة هنا ؟
16758,corpus-6-test-corpus-26-dev,كم كان ثمنها ؟,كم كان ثمنها ؟
16760,corpus-6-test-corpus-26-train,هل فندق هيلتون بعيد عن هنا ؟,هل فندق هيلتون بعيد عن هنا ؟
16769,corpus-6-test-corpus-26-train,أنا متأكد أنني وضعتها في محفظة الأوراق الخاصة بي .,أنا متأكد أنني وضعتها في محفظة الأوراق الخاصة بي
16770,corpus-6-test-corpus-26-train,ارفعوا أيديكم .,ارفعوا أيديكم.
16771,corpus-6-test-corpus-26-train,هل يوجد مطعماً يمكنك أن تزكيه بالقرب من هنا ؟,هل يوجد مطعماً يمكنك أن تزكيه بالقرب من هنا 
16773,corpus-6-test-corpus-26-train,"أيهما تفضل , داكن أم فاتح ؟","أيهما تفضل, داكن أم فاتح ؟"
16781,corpus-6-test-corpus-26-train,هل لك أن تخبرني عن مكان تحليق الطائرة الآن ؟,هل لك أن تخبرني عن مكان تحليق الطائرة الآن ؟
16793,corpus-6-test-corpus-26-train,تذكرة نزول وركوب طائرة أخرى من فضلك .,تذكرة نزول وركوب طائرة أخرى من فضلك.
16796,corpus-6-test-corpus-26-train,أين يوجد مكان لطيف لقضاء نزهة ليوم واحد ؟,أين يوجد مكان لطيف لقضاء نزهة ليوم واحد ؟
16799,corpus-6-test-corpus-26-train,أريد حقيبة كيلي حمراء نفس هذا الطراز .,أريد حقيبة كيلي حمراء نفس هذا الطراز.
16805,corpus-6-test-corpus-26-train,هل ستزال تعمل جدول المواعيد ؟,هل ستزال تعمل جدول المواعيد ؟
16810,corpus-6-test-corpus-26-train,متى يفتح المصرف ؟,متى يفتح المصرف ؟
16811,corpus-6-test-corpus-26-train,أشعر بالإعياء .,أشعر بالإعياء.
16819,corpus-6-test-corpus-26-train,سأرتبك . هل تمانع في رسم خريطة لي ؟,سأرتبك. هل تمانع في رسم خريطة لي ؟
16822,corpus-6-test-corpus-26-test,بالخارج .,بالخارج.
16829,corpus-6-test-corpus-26-test,خذني إلى المستشفى .,خذني إلى المستشفى.
16833,corpus-6-test-corpus-26-train,هل يجب أن آتي إلى المستشفى كل يوم ؟,هل يجب أن آتي إلى المستشفى كل يوم ؟
16837,corpus-6-test-corpus-26-train,معدتي تؤلمني .,معدتي تؤلمني.
16839,corpus-6-test-corpus-26-train,كم أجرة البريد لإرسال هذا الخطاب إلى اليابان ؟,كم أجرة البريد لإرسال هذا الخطاب إلى اليابان ؟
16842,corpus-6-test-corpus-26-train,أريد زجاجة من نبيذ شيري الأسباني .,أريد زجاجة من نبيذ شيري الأسباني.
16869,corpus-6-test-corpus-26-train,هل تريد أن يأتي أحد ليأخذك من المطار ؟,هل تريد أن يأتي أحد ليأخذك من المطار ؟
16872,corpus-6-test-corpus-26-dev,سيبدأ الصعود على متن الطائرة الساعة الرابعة والنصف لذلك من فضلكم كونوا هناك قبل هذا الموعد .,سيبدأ الصعود على متن الطائرة الساعة الرابعة والنصف ل
16878,corpus-6-test-corpus-26-train,من ثلاثين ألف ين .,من ثلاثين ألف ين.
16879,corpus-6-test-corpus-26-train,من أين يمكنني شراء بطاقة هاتف ؟,من أين يمكنني شراء بطاقة هاتف ؟
16888,corpus-6-test-corpus-26-train,هل يمكنني إعادتها في مدينة مختلفة ؟,هل يمكنني إعادتها في مدينة مختلفة ؟
16889,corpus-6-test-corpus-26-dev,أخطط للبقاء لمدة اثنا عشر يوماً .,أخطط للبقاء لمدة اثنا عشر يوماً.
16893,corpus-6-test-corpus-26-train,من فضلك اجعل الجزء العلوي أطول قليلاً .,من فضلك اجعل الجزء العلوي أطول قليلاً.
16896,corpus-6-test-corpus-26-train,تحتاج لرؤية أخصائي .,تحتاج لرؤية أخصائي.
16899,corpus-6-test-corpus-26-dev,بضع دقائق أخرى من فضلك .,بضع دقائق أخرى من فضلك.
16904,corpus-6-test-corpus-26-train,مسار رقم أربعة عشر .,مسار رقم أربعة عشر.
16911,corpus-6-test-corpus-26-train,آه ، عندك ؟ بالتأكيد إن لديك تشكيلة كبيرة .,آه ، عندك ؟ بالتأكيد إن لديك تشكيلة كبيرة 
16928,corpus-6-test-corpus-26-dev,لا أستطيع أن أجدها في أي مكان .,لا أستطيع أن أجدها في أي مكان.
16936,corpus-6-test-corpus-26-test,هل لديك أي مقاعد شاغرة للندن ؟,هل لديك أي مقاعد شاغرة للندن ؟
16952,corpus-6-test-corpus-26-train,أريد نسخة من تقرير السرقة .,أريد نسخة من تقرير السرقة.
16955,corpus-6-test-corpus-26-dev,إنها على بعد ناصية واحدة في الشارع .,إنها على بعد ناصية واحدة في الشارع.
16960,corpus-6-test-corpus-26-train,هل لك أن تعطيني إشارة بالضوء عندما تكون فيها ؟,هل لك أن تعطيني إشارة بالضوء عندما تكون فيها 
16962,corpus-6-test-corpus-26-test,هل هذه السجائر معتدلة ؟,هل هذه السجائر معتدلة ؟
16964,corpus-6-test-corpus-26-train,حسنا . مثل هذه فسحب .,حسنا. مثل هذه فسحب.
16967,corpus-6-test-corpus-26-train,سيأتي القطار السريع التالي بعد ساعة .,سيأتي القطار السريع التالي بعد ساعة.
16976,corpus-6-test-corpus-26-train,أود أن أجعل أكمام هذا الجاكت الرياضي طويلة .,أود أن أجعل أكمام هذا الجاكت الرياضي طويلة.
16992,corpus-6-test-corpus-26-train,لدي حجز . هذا هو رقم تأكيد الحجز .,لدي حجز. هذا هو رقم تأكيد الحجز.
17027,corpus-6-test-corpus-26-train,عيد ميلادك اقترب .,عيد ميلادك اقترب.
17030,corpus-6-test-corpus-26-dev,توقفت القطارات بسبب الإضراب .,توقفت القطارات بسبب الإضراب.
17038,corpus-6-test-corpus-26-train,هل يمكنك أن تصلح ذلك ؟,هل يمكنك أن تصلح ذلك ؟
17068,corpus-6-test-corpus-26-dev,كان الشارع مزدحماً بالسيارات .,كان الشارع مزدحماً بالسيارات.
17079,corpus-6-test-corpus-26-train,إنه المبنى الثاني على يسار هذا المبني الأبيض .,إنه المبنى الثاني على يسار هذا المبني الأبيض.
17094,corpus-6-test-corpus-26-train,حجزنا مقعداً ليوم الخامس والعشرين من أكتوبر في الساعة الحادية عشر صباحاً .,حجزنا مقعداً ليوم الخامس والعشرين من أكتوبر في الساعة الح
17097,corpus-6-test-corpus-26-train,لا . قليلاً في الأمام . هناك ، نعم .,لا. قليلاً في الأمام. هناك ، نعم.
17115,corpus-6-test-corpus-26-train,نعم ، هذا لا يشمل الوجبات .,نعم ، هذا لا يشمل الوجبات.
17117,corpus-6-test-corpus-26-train,أين يمكنني استعادة ثمن هذه التذكرة ؟,أين يمكنني استعادة ثمن هذه التذكرة ؟
17120,corpus-6-test-corpus-26-train,لماذا يحدث هذا ؟,لماذا يحدث هذا ؟
17149,corpus-6-test-corpus-26-train,أريد أن أحصل على استراحة .,أريد أن أحصل على استراحة.
17158,corpus-6-test-corpus-26-train,لقد تعطلت سيارتي . من فضلك احضر لتأخذها .,لقد تعطلت سيارتي. من فضلك احضر لتأخذ
17163,corpus-6-test-corpus-26-train,أريد أن يكون شعري خلف رأسي أطول قليلاً .,أريد أن يكون شعري خلف رأسي أطول قليلاً.
17177,corpus-6-test-corpus-26-train,ما هي الأنواع التي لديكم ؟,ما هي الأنواع التي لديكم ؟
17179,corpus-6-test-corpus-26-dev,أوافق . إنه أحد الأماكن المفضلة لي .,أوافق. إنه أحد الأماكن المفضلة لي.
17180,corpus-6-test-corpus-26-train,ما هو نوع النموذج الذي تفكر فيه ؟,ما هو نوع النموذج الذي تفكر فيه ؟
17204,corpus-6-test-corpus-26-test,اسمي ميتشكو تاناكا ، ورقم الرحلة إلى طوكيو هو خمسة ، صفر ، واحد .,اسمي ميتشكو تاناكا ، ورقم الرحلة إلى طوكيو هو
17216,corpus-6-test-corpus-26-train,من فضلك ، هل رسمت لي خريطة بسيطة من هنا ؟,من فضلك ، هل رسمت لي خريطة بسيطة من هنا
17217,corpus-6-test-corpus-26-train,أين نتقابل ؟,أين نتقابل ؟
17222,corpus-6-test-corpus-26-train,أود تصفيف شعري بالطريقة التي كان عليها من قبل .,أود تصفيف شعري بالطريقة التي كان عليها من قبل.
17229,corpus-6-test-corpus-26-train,أعطني خمسين ، من فضلك .,أعطني خمسين ، من فضلك.
17272,corpus-6-test-corpus-26-train,أين يمكنني أن أقوم بإجراءات الدخول للخطوط الجوية اليابانية ؟,أين يمكنني أن أقوم بإجراءات الدخول للخطوط الجو
17280,corpus-6-test-corpus-26-train,ما هي المحتويات ؟,ما هي المحتويات ؟
17295,corpus-6-test-corpus-26-train,هل هناك أي أماكن في المنطقة تلقي تزكية كثيرة ؟,هل هناك أي أماكن في المنطقة تلقي تزكية كثيرة 
17311,corpus-6-test-corpus-26-train,من فضلك أعطني بعض الفكة .,من فضلك أعطني بعض الفكة.
17313,corpus-6-test-corpus-26-train,حسناً . سأتأكد أن حقائبك ستكون هنا .,حسناً. سأتأكد أن حقائبك ستكون هنا.
17315,corpus-6-test-corpus-26-train,"هذا هو طبقنا المميز , سمك موسى المشوي الخاص بدوفر .","هذا هو طبقنا المميز, سمك موسى المشوي الخاص بد"
17339,corpus-6-test-corpus-26-train,سنمكث .,سنمكث.
17350,corpus-6-test-corpus-26-train,لقد تعرضت لعملية سلب .,لقد تعرضت لعملية سلب.
17356,corpus-6-test-corpus-26-train,حسناً . هل يجب أن أقوم بتركيزها ؟,حسناً. هل يجب أن أقوم بتركيزها ؟
17381,corpus-6-test-corpus-26-dev,سنتقاسم .,سنتقاسم.
17394,corpus-6-test-corpus-26-train,لا يوجد لدينا نفس الطراز الآن . سأفحص مخزوننا . انتظر دقيقة من فضلك .,لا يوجد لدينا نفس الطراز الآن. سأفحص مخزوننا
17398,corpus-6-test-corpus-26-train,ويسكي اسكتلندي وماء من فضلك .,ويسكي اسكتلندي وماء من فضلك.
17399,corpus-6-test-corpus-26-train,هذا يبدو رائعاً . ما الثمن ؟,هذا يبدو رائعاً. ما الثمن ؟
17414,corpus-6-test-corpus-26-train,خذ هذه التذكرة الطبية إلى الصيدلية . يمكنك الحصول على الدواء من هناك .,خذ هذه التذكرة الطبية إلى الصيدلية. يمك
17438,corpus-6-test-corpus-26-train,لقد طلبت ذلك .,لقد طلبت ذلك.
17453,corpus-6-test-corpus-26-train,"نعم , يمكنك أن تتوقف في أي محطة ما بين هنا وشيكاغو .","نعم, يمكنك أن تتوقف في أي محطة ما بين هنا وشيكا"
17460,corpus-6-test-corpus-26-train,من أين يمكنني شراء بعض الهدايا التذكارية ؟,من أين يمكنني شراء بعض الهدايا التذكارية ؟
17475,corpus-6-test-corpus-26-train,إنها غالية الثمن . لا أستطيع شرائها .,إنها غالية الثمن. لا أستطيع شرائها.
17482,corpus-6-test-corpus-26-train,هل يمكنني أن أحصل على رقم تليفون إيه بي سي والشركة في شيكاغو من فضلك ؟,هل يمكنني أن أحصل على رقم تليفون إيه بي سي
17488,corpus-6-test-corpus-26-test,أين الكاتدرائية ؟,أين الكاتدرائية ؟
17496,corpus-6-test-corpus-26-train,كيف تحب أن تأكل البيض ؟,كيف تحب أن تأكل البيض ؟
17504,corpus-6-test-corpus-26-train,يوجد بجانب هذا المبني تحديداً .,يوجد بجانب هذا المبني تحديداً.
17526,corpus-6-test-corpus-26-train,"لا , أعتقد أنهم نسوا أن يحضروا واحدة لنا .","لا, أعتقد أنهم نسوا أن يحضروا واحدة لنا "
17537,corpus-6-test-corpus-26-train,حسناً . لقد تم التأكيد . هل يمكننا أن نأخذ رقم تليفونك في حالة الحاجة إلى الاتصال بك ؟,حسناً. لقد تم التأكيد. هل يمكننا أن 
17548,corpus-6-test-corpus-26-train,ما هو اسم الرسام ؟,ما هو اسم الرسام ؟
17559,corpus-6-test-corpus-26-train,هل أجعله يعاود الاتصال بك عندما يعود ؟,هل أجعله يعاود الاتصال بك عندما يعود ؟
17593,corpus-6-test-corpus-26-train,أود أن آخذ هذا .,أود أن آخذ هذا.
17606,corpus-6-test-corpus-26-train,أحب هذه الخدمة بتقديم شامبانيا للتحية بعد الإقلاع . دعني أشرب فى صحتك .,أحب هذه الخدمة بتقديم شامبانيا للتحية بعد الإقلاع
17609,corpus-6-test-corpus-26-train,أربعون دولار يومياً ، بالإضافة إلى ثمانية سنت لكل ميل .,أربعون دولار يومياً ، بالإضافة إلى ثمانية سنت
17615,corpus-6-test-corpus-26-train,أراهن بخمسة دولارات .,أراهن بخمسة دولارات.
17636,corpus-6-test-corpus-26-train,هل هذا طلب شخص آخر .,هل هذا طلب شخص آخر.
17645,corpus-6-test-corpus-26-train,هل قلت لي كيف أذهب إلى المتحف ؟,هل قلت لي كيف أذهب إلى المتحف ؟
17649,corpus-6-test-corpus-26-train,آسف جدا ، لكني أود تأجيل الميعاد .,آسف جدا ، لكني أود تأجيل الميعاد.
17652,corpus-6-test-corpus-26-test,هل رشحت لي رحلة قصيرة ؟,هل رشحت لي رحلة قصيرة ؟
17660,corpus-6-test-corpus-26-train,سيغادر قطارك من الرصيف رقم ثمانية .,سيغادر قطارك من الرصيف رقم ثمانية.
17673,corpus-6-test-corpus-26-train,أبحث عن شنطة بحزام متحرك .,أبحث عن شنطة بحزام متحرك.
17674,corpus-6-test-corpus-26-train,أود أن تبقي تحت مائة وثمانين دولار .,أود أن تبقي تحت مائة وثمانين دولار.
17739,corpus-6-test-corpus-26-train,سأسلك بعد أن ألقي نظرة هنا وهناك .,سأسلك بعد أن ألقي نظرة هنا وهناك.
17745,corpus-6-test-corpus-26-test,نعم ، حجز لمدة ستة أيام من فضلك ، بدء من الثالث والعشرين من يوليو .,نعم ، حجز لمدة ستة أيام من فضلك ، بدء
17757,corpus-6-test-corpus-26-train,هل يمكنك أن ترني أشياء أخري ذات تصميمات مختلفة .,هل يمكنك أن ترني أشياء أخري ذات تصميمات مختلفة
17765,corpus-6-test-corpus-26-train,ما نوع العصير الذي تفضله ؟,ما نوع العصير الذي تفضله ؟
17780,corpus-6-test-corpus-26-train,هل ستعود لبلادك في الاجازات ؟,هل ستعود لبلادك في الاجازات ؟
17782,corpus-6-test-corpus-26-dev,أين يمكنني الذهاب لكي أري منظراً رائعاً حقاً ؟,أين يمكنني الذهاب لكي أري منظراً رائعاً
17786,corpus-6-test-corpus-26-test,كان هذا مكسوراً بالفعل عندما فتحت الطرد .,كان هذا مكسوراً بالفعل عندما فتحت الطرد.
17790,corpus-6-test-corpus-26-test,التاسع والعشرون من أغسطس .,التاسع والعشرون من أغسطس.
17797,corpus-6-test-corpus-26-train,أود أن أرسل ذلك إلى اليابان بالبريد الجوي .,أود أن أرسل ذلك إلى اليابان بالبريد الجوي.
17798,corpus-6-test-corpus-26-train,عيد الشكر والعمال ، فهو يوم الشكر لكل الذين ساندوا المجتمع بأعمالهم .,عيد الشكر والعمال ، فهو يوم الشكر لكل الذين ساندوا
17799,corpus-6-test-corpus-26-train,هذه الغرفة صغيرة جداً .,هذه الغرفة صغيرة جداً.
17803,corpus-6-test-corpus-26-train,هل يمكنني أن أحصل علي مزيد من الشاي ، من فضلك ؟,هل يمكنني أن أحصل علي مزيد من الشاي ، من فضل
17805,corpus-6-test-corpus-26-train,أريد أن أغسل ملابسي في وقت لاحق اليوم .,أريد أن أغسل ملابسي في وقت لاحق اليوم.
17808,corpus-6-test-corpus-26-train,هل يوجد بنك بالقرب من هنا ؟,هل يوجد بنك بالقرب من هنا ؟
17811,corpus-6-test-corpus-26-train,هل من الممكن أن تنظف المنضدة من فضلك ؟,هل من الممكن أن تنظف المنضدة من فضلك ؟
17840,corpus-6-test-corpus-26-train,سكين ، من فضلك .,سكين ، من فضلك.
17841,corpus-6-test-corpus-26-train,هذه كلها مطبوعات .,هذه كلها مطبوعات.
17842,corpus-6-test-corpus-26-train,من فضلك ، اكتب رقم الغرفة في الخلف .,من فضلك ، اكتب رقم الغرفة في الخلف.
17847,corpus-6-test-corpus-26-train,نستخدم الأعواد عندما نأكل .,نستخدم الأعواد عندما نأكل.
17852,corpus-6-test-corpus-26-train,رحلة الطيران دلتا رقم ثمانية وعشرون والمتجهة إلي نيو أورلينز سوف تتأخر حوالي ساعة .,رحلة الطيران دلتا رقم ثمانية وعشرون والمتجهة 
17854,corpus-6-test-corpus-26-train,عندما أعود ثانية إلى اليابان ، سأكتب خطاباً . وإذا كان لديك وقت ، من فضلك أرسل لي خطاباً .,عندما أعود ثانية إلى اليابان ، سأكتب خطاباً.
17855,corpus-6-test-corpus-26-train,نسيت تذكرة الطيران الخاصة بي في الفندق .,نسيت تذكرة الطيران الخاصة بي في الفندق.
17861,corpus-6-test-corpus-26-train,غرفة مفردة بدون دش من فضلك .,غرفة مفردة بدون دش من فضلك.
17869,corpus-6-test-corpus-26-train,أشكرك ثانية لأنك ذكرتني . هل يميل كثير من الناس أن ينسوا توقيع أسمائهم ؟,أشكرك ثانية لأنك ذكرتني. هل يميل كثير من
