,sent,lang
559, كنت واقف في المحطة، نشوف في الكار اللي رايحين لأماكن مختلفة. سقسيت الناس على الكار اللي يروح لمحطة بين، وقالولي ركب النمرة سبعة. طلعت في الكار وجلست نفكر في الحوايج اللي نديرهم كي نوصل. وبعد مشوار قزير، وصلت للمحطة اللي بغيت وبديت نهاري بعزيمة. ,Algerian
560, في واحد الليلة هانية، سمعت صوت غريب برا الطاقة. لما نقرب باش نشوف شنو هداك الصوت، لقيت شي قطوس صغير يقلب على بلاصة يبات فيها. فتحت الطاقة وعيطتلو يدخل. ومن ديك الساعة، ولا القطوس جزء من حياتي. ,Algerian
561, محمود راح للسوق باش يشري شرابات رجالي جدد. لقى حانوت عندو تشكيلة كبيرة من الشرابات بألوان وأنماط متنوعة. اختار ثلاثة أزواج يجو مع لبسو. رجع لدارو فرحان بلي شرا وقرر يرجع للحانوت مرة أخرى. ,Algerian
562, ليلى كانت تحوس على شي خفيف تاكلو في العشية. وقتاش لقات طبق السلاطة، فرحت بزاف حيت كاين فيها السعرات الحرارية قليلة بزاف، غير 30 سعر. حقرات تديرها الوجبة الأساسية في الريجيم ديالها. وتالي، هاد السلاطة عاونتها تنقص في الوزن بطريقة صحية. ,Algerian
563, محمد بغا يسافر لبلاصة زوينة باش يقضي فيها الكونجي ديالو. حب يحجز بيت في واحد الفندق قدام البحر. دار تشارشا في النت ولقى بلاصة ملاحة تناسب جيبو. ومن بعد ما كمّل الحجز، حس بفرحة كبيرة وهو يتحضر للفوياج. ,Algerian
564," فواحد النهار، الطالب الجديد سقسى صاحبو فالقسم: ""من وين راك في اليابان؟"" صاحبو ضحك وقالو: ""أنا من كيوتو، مدينة الألف معبد."" من ديك الساعة، ولو صحاب كبار وبداو يكتشفو الثقافة اليابانية مع بعض. فآخر العام الدراسي، الطالب عزم صاحبو يجي يزورو في بلادو الصغيرة في أوكيناوا باش يوريه جمال الجزر الجنوبية. ",Algerian
565, مع الأسف، كان مشغول بزاف في هذاك النهار. أحمد عندو بزاف ديال الرانديفو والالتزامات اللي ما يقدرش يديرلهم ريبور. ولكن، لقى الوقت باش يعاون صاحبو اللي كان محتاج. في آخر النهار، حس بالرضا حيت قدر يوفق بين خدمتو ومساعدة الناس. ,Algerian
566," في نهار تيشتشتي، أمل راحت تشري مظلة جديدة. وهي تقلب في المحل، البايع وراها مظلة زرقاء شابة. أمل قالت: ""في هذا الوضع، راني ننصح بديك المظلة."" ومن داك النهار، ولاّت المظلة صاحبة أمل ديما في كل الأحوال. ",Algerian
567, فواحد النهار يلي كان فيه الشمس طالعة، سعيد خرج يقلب على شغل. لقى بيت حلو محتاج يتنضف وقرر يعرض خدماتو. خدم بزاف وخدمته كانت نيكل، كلشي تحير بيه. وهكا صار عندو بزاف ديال الزبائن دائمين. ,Algerian
568," كان في قرية صغيرة، الناس تعيش تماك في سلام، وفي نهار، سمعو صوت واحد يعيط ""عيطو بالكم من فضلكم"". الناس كامل تلفتو يشوفو راجل يحذرهم من خطر جاي. العباد خذو القضية بجدية وبداو يحضرو رواحهم للطارئ. وشكرا للتحذير ديال الراجل، قدرو يحمو القرية ورواحهم من الخطر اللي كان راه جاي. ",Algerian
569," ليلى كانت تقلب على روبة باش تمشي لعرس صحبتها. شافت وحدة شابة في السوق ولكن فيها شوية دانوب. سقست البايع ""تقدر تنقص من ثمنها حيت عندها شي بقع؟"". البايع تبسم وقبل ينقص الثمن وليلى شراتها وهي مبسوطة. ",Algerian
570," في نهار شمسي، الدري صغير سقسى جدو: ""عندك تيمبرات تذكارية ولا لا؟"" الجد ديما يضحك وجاب صندوق قديم فيه تيمبرات من كل بلايص الدنيا. كل تمبرة كانت تحكي حكاية من رحلات الجد الكبار. وبهادوك التيمبرات، الدري صغير سافر لكل العالم بلا ما يخرج من بيتو. ",Algerian
571," في واحد الليلة باردة في واحد من الفنادق القديمة، دخلت وحدة الفام دار رقم تلاتة سبعطاش تترعش من البرد. شافت حواليها ولاحظت بلي النافذة مهبولة، قاستها بالزربة. حست بالبرد يخترق لها العظام وصرخت للموظف اللي قاعد تما قالتلو ""هادي دار تلاتة سبعطاش. يقدر ناخد بطانية أخرى؟"" جابلها الموظف بطانية سخونة وعرضلها كاس ديال الأتاي باش تتدفى. ",Algerian
572, خالد كان محتاج يوصل للمحطة بالسرعة باش يلحق الطرامواي. سقسى الشافور إذا يقدر يوصلو في خمسطاش دقيقة. بمهارة، درّك الشافور بين الزحمة ومشى بالزربة. وصل خالد للمحطة في الوقت لي معين وشكر الشافور على مجهودو. ,Algerian
573, محمد كان مضطر يقلب على بنك يقبل يرهن الطموبيل حيت كان محتاج للفلوس بزاف. لقى بنك رضي يعطيه القرض بشرط يرهن الطموبيل. سالا محمد الإجراءات وجاب الفلوس اللي كان محتاجهم. وهكذا قدر يخلص لعلاج ديال ميمتو المريضة. ,Algerian
574, فالسوق لي كان عامر، شي واحد دفعني وملي طحت ساعدني نقوم. كيما زاد، حوست فجيوبي ولقيت البورتفي مخطوف. تعصبت وما فهمت والو، ومشيت لمركز الشرطة باش ندير بلاغ. ,Algerian
575, وقتلي وصلت للهوتيل، السيكريتيرة قالتلي ما كاينش بلاصة فالبيوت اللي فيها نومة وحدة. ولكن عرضت عليا نبات فبيت مزدوج بنفس الثمن. وافقت بالفرحة وشديت مفتاح البيت. وفي العشية هاديك، تلاقيت بالشخص اللي سكن معايا في البيت وصار صاحبي المقرب. ,Algerian
576, عندو علي تيكي ديال حفلة موسيقية مهمة بزاف. شاف في التيكي ولاحظ بلي هي غير ليوم معين. حس بالقلق حيت ما كانش متأكد واش يقدر يمشي فذاك النهار. في الأخير قرر يتصل بالمنظمين باش يتأكد واش التيكي تاعو باقي صالحة. ,Algerian
577, أحمد وصل لميلانو فالصباح الباكر. المدينة كانت مليئة بالحياة والشياكة. قرر يدور في الشوارع ويستمتع بالمناظر. فالعشية، تلاقى مع صحابو القدام وكلاو مع بعضاهم. ,Algerian
578," في بيرو صغير في قلب البلاصة، سأل الشاف الجديد لي في الريسورس إيمان: ""عندكم شي حد يهدر ياباني؟"" يوسف رفع يده بالشوية، ماشي حيت كان يعرفها مليح ولكن حيت كان قاعد يقراها لشحال من لوقت. الشاف تفهم بلي يوسف عندو العزيمة وقادر يتعلم، فقرر يعطيه الفرصة. وبعد عام، ولا يوسف المترجم الأساسي للمراسلات مع الشركاء اليابانيين. ",Algerian
579, في واحد من القراوي البعيدة، كان هناك شيخ كبير يلعب الموسيقى الشعبية على الراديو القديم. وفي كل عشية، العائلات تجمعوا حول النار باش يسمعوا للألحان اللي تجي من الستاسيون المحلي. في واحد الليلة، الشاب محمود قرر يتعلم كيف يلعب الموسيقى باش يحافظ على التقاليد ديال القرية. مع الوقت، محمود ولا يعلم الموسيقى الشعبية والستاسيون بقات تبث بلا انقطاع. ,Algerian
580, في نهار مشرق، أحمد قرر يروح بشركة الخطوط الجوية دلتا لنيويورك. حجز البيلي ديالو بسهولة على الأنترنت وبدا يستعد للفوياج بفرحة. وصل للمطار بكري، وتمر من الأمن بلا مشاكل. من بعد ما طلع الطيارة، تمتع بالخدمة وتفرج في السما الزرقاء طول الرحلة. ,Algerian
581, واحد النهار، خالد قرر يشري براد قهوة جديد لأن القديم تهرس. مشى للسوق وفتش في كل بلاصة حتى لقى براد شاب يناسب ذوقو. بعد ما شراه، رجع للدار وحضر أول قهوة في البراد الجديد وعزم صحابو يذوقوها. الكل تمتعوا بالقهوة ومدحوا في البراد الجديد. ,Algerian
582," واحد النهار، علي كان كييفر في دار جديدة باش يكريها. وقتاش وصل للدار اللي عجباتو، سول صاحب الدار: ""واش فيها حمام وطواليت؟"". صاحب الدار ضحك وقالو: ""طبعا، كلش موجود ومجهز بالجديد"". علي تنهد بالراحة، حيت كان كيقلب على الشويات الحديثة في الدار الجديدة ديالو. ",Algerian
583, كان هناك طالب يقرا للامتحان طول الليل، وملّي جا وقت الامتحان، حس بتعب شديد. حاول يركز لكن ما عرفش يفكر مليح في المعلومات. ملّي شاف الساعة، عرف بلي الوقت سالا. حس بخيبة كبيرة وقرر ينظم وقتو أحسن للمرة الجاية. ,Algerian
584, سمعت بلي السي يامادا عندو ولدين، حبيت نزورو في دارو الكبيرة. وقتلي وصلت، شفت الولاد يلعبو في الحديقة وفرحانين بزاف. السي يامادا استقبلني مليح ووراني مكتبتو الكبيرة. وقبل ما نروح، عطاني كتاب قيم كان يقراه للولاد كل ليلة. ,Algerian
585, ديما كنت نحلم بالإبحار فالبحر الأزرق الكبير، وفي يوم مشرق، قررت نحقق حلمي. بغيت نكري قارب شراعي، باش بديت نقلب على بلاصة نكري منها. لقيت البلاصة لي تناسب وتعلمت الأساسيات ديال الإبحار. وأخيرًا، رحت للبحر وحسيت بحرية ما حسيتش بيها قبل. ,Algerian
586," في نهار شمسي، الأم قالت لوليدها: ""واش راك قادر تروح تغسل الماعون بعد شوية؟"" الولد ضحك وكمل يلعب. بعد مدة، وقف الوليد فالكوزينة يغسل الماعون وهو يسمع للموسيقى. حس بالفرحة حيت وفى بالوعد لي قال لأمه. ",Algerian
587, أحمد كان يحتاج لبوتاجاز جديد للكوزينة ديالو. مشى للسوق ودار لعدة حوانيت. لقى واحد مناسب لبوجيه ديالو ولبغياتو. شراه ورجع لدارو فرحان. ,Algerian
588," يوسف كان عندو دولارات أمريكية وحب يبدلهم للجنيهات الإسترلينية باش يروح لندن. مشى لطبلية الصرافة وسقسا الصراف: ""قادر تبدلي الدولارات الأمريكية بالجنيهات الإسترلينية؟"" الصراف جاوبو بلي السعر مليح للتصريف. يوسف فرح بالخبر وبدل الفلوس، متحمس يزور العجائب ديال لندن. ",Algerian
589, طبعا سيدي. شنو اسمك؟ قال لي الراجل العجوز وهو يشوف فيا بعيون مليانة حِكمة. جاوبته بلطافة: اسمي عمر يا عمي. بعدها سقساني على قصتي كأنه يعرف بلي فيه شيء مور الكلام. وبعد مدة طويلة من الهدرة، فهمت بلي هذا الراجل يمكن يكون المفتاح لحل أسرار تاريخ عائلتي. ,Algerian
590," في واحد النهار, راح أحمد للخدمة من غير ما يلبس اللباس الرسمي. لاحظو المدير وعيطلو باش يسقسيه علاه ما لبسش كيما الناس. قالو أحمد بلي اللماشين ديالو خرب وما حبسش لباسو الرسمي. المدير فهم الوضع وقالو يخدم بلباسو العادي لهاد اليوم. ",Algerian
591, نتمنى تجي المرة الجاية وبس. وقتاش جات الفرصة اللي بعدها، أحمد استجاب للدعوة وحضر. لقى روحو في تجمع عامر بالمثقفين والأدباء. استمتع بالدردشة معاهم وتعلم بزاف. ,Algerian
592, يحيى ما كانش متأكد واش راه حاكم بزاف ديال الحوايج لفوياج ديال ثلاثة أيام. حل الفاليز تاني وزاد شوية قمجات وكلاكيت. ما نساش يدي معاه شارجور ديال البورتاب والكاميرا باش يصور الذكريات. وملي وصل لوجهتو، حس بالارتياح حيت كان حاكم كلشي مليح. ,Algerian
593, في نهار، لقى أحمد سكة نادرة وتساوي دولارين للواحدة. قرر يبيعها في مزاد عالمي. الناس تجمعوا من كل بلاصة باش يشوفو السكة النادرة. وفي الأخير، بيعت السكة بألف دولار. ,Algerian
594, كامل تأكدنا بلي الدفاتر ترسلتلكم عبر البريد. اليوم الي بعدو، كل واحد في الإدارة كان يتسنى في الرد. ولكن مرقت الأيام وما جانا حتى إشارة من الي استلم. وأخيرًا، بعد جوج سيمانات، وصلتنا برقية تأكد استلام الدفاتر وشكرونا على المحتوى المفيد. ,Algerian
595, واحد النهار، حسام لقى بلي الفوانيس الخلفية ديال الطوموبيل ما كاينش يخدمو. قرر يشوف الخلل بنفسه قبل لا يروح للورشة. ولما دقق مليح، اكتشف بلي كاين غير مصباح محروق. بدّلو حسام والفوانيس رجعو يخدمو مليح. ,Algerian
596, يوسف راح للسوق باش يشري قفازات جلدية. لقى حانوت فيه بزاف الأنواع وطلب من البائع يوريه شوية. بروبا يوسف بزاف ديال القفازات حتى لقى اللي يناسبو. حس بالرضا ملي شرا القفازات الجلدية لي عجبوهم. ,Algerian
597, الكارة توقفت في طريق بعيد. أحمد صونا للميكانيكي ديراكت. الميكانيكي جا بزربية ديالو وبدا الخدمة. واحد الساعة ولا الكارة خدمت مرة أخرى. ,Algerian
598, فـ يوم من الأيام كان في ولد سمو يوسف عندو ست سنين، كيما يحب بزاف يقرا. يوسف مشى مع ماماه للمكتبة باش يشري كتاب فيه صور. لقى واحد الكتاب على الفضاء وعجبو بزاف من أول نظرة. دابا، روايات الفضاء ولات الشيء لي يحبه وكان يحلم يولي رائد فضاء. ,Algerian
599, أحمد سول جارو محمود باش يخلي عندو حوايجو الثمينة وقت ما يكون مسافر. محمود وافق بالفرحة وقالو غادي نحافظ عليهم كيما لو كانو حوايجي. ولكن، كي رجع أحمد، لقى بلي محمود راح لمدينة أخرى. حس بالخيبة أحمد وتعلم درس في الثقة. ,Algerian
600, مرحبا بيك هاري. شكرا على الدعوة تاعك. هاري استقبل الضياف بشوية وجدلهم واحد العشاء بنين. جماعة تبادلو الحديث والقصص، وكان الجو مليان بالضحك والفرح. فالآخر، الضياف شكرو هاري على جوده وقالو لازم نعاودو الزيارة. ,Algerian
601, ماجد مشى لريستوران فرنسي فخم وسول الغرسون يعطيه شوية نصائح على شراب النبيذ الأبيض لي يجي مع البلاتو ديالو. هاني، بغيت نجرب النبيذ الأبيض هذا، قال ماجد وهو يشير للميني. بعد ما ذاق النبيذ، تبان ليه بنين ويكمل الأكل بطريقة مليحة. العشا سالا وماجد حس بالفرحة من هاد التجربة الجديدة وحزم أمره يرجع للريستوران مرة أخرى. ,Algerian
602, في واحد الليلة ظلمة، قررت واحد الجماعة من الصحاب يروحوا السينما باش يتفرجوا في فيلم خوف جديد. وهوما جالسين يستناو الفيلم يبدا، حسوا بروح غريبة تدور عليهم. هوما دابا في السينما حتى لدابا، ماصيين مع الأحداث المشوقة ديال الفيلم. وكي سالا الفيلم، خرجوا كي يهدروا على قداش الفيلم كان عظيم ويخططوا لزيارة أخرى. ,Algerian
603, فوقتاش الشمس طالعة، لقى علي صاك فالطريق وفيه شوية دالفلوس. حار في روحو واش يدير، ولكن قرر يلقى صاحب الصاك. بعد أيام من البحث، تعرف على صاحب الصاك اللي كان كييس عليه. عطاه الصاك، وصاحبو كان هايل فرحان بصدقو، وقال لو أن فيه حوالي ألف دولار. ,Algerian
604, فوقت الشمس شاعلة، أحمد قرر يروح يتمشى في الغابة. وهو يمشي، تعكرز بجذر شجرة وطاح على الأرض، وهنايا فهم بلي الغلط كان منو حيت ما كانش حاضي الطريق. ناض ونفض التراب من على لبسة، وتبسم مقبل الدرس اللي تعلمو. ,Algerian
605, محمود لقى روحو محتاج لبينات الغسيل بعد ما الشتا نزلت. كان حابس الحوايج برا وما توقعش يجي الشتا. دار بسرعة يجمع الثياب اللي تبلت لكن اكتشف بلي البينات ما يكفوش. مشى للسوق باش يشري بينات جدد باش يقدر يعلق الحوايج مرة أخرى. ,Algerian
606," واحد النهار، محمد سقسى صاحبو أحمد وين جاب السي ديهات اللي يبيع في محلو. أحمد ضحك وقالو، ""هاذو السي ديهات راهم مجيبينهم من بزاف ديال الدول باش نضمنو الجودة العالية."" وبعد، دردشو على كيفاه الجودة تأثر على رضى الزبائن. وفي الآخر، محمد قرر يجيب دفعة من السي ديهات لمحلو. ",Algerian
607, أحمد قرر يقرا الحوار بالإنجليزية باش يحسّن لغتو. دخل لقسمة مكثفة وبدا يتدرب كل نهار مع صحابو. حس بتحسن بزاف في الكلام. ورا شهور، ولا قادر يدير حديث صعيب بالإنجليزية بلا مشكل. ,Algerian
608, قريت مؤخراً كتاب على الشجاعة و الإصرار. الشخصية المركزية كانت بنت تواجه تحديات بزاف ولكن ما استسلمتش. في كل مرة تطيح، تنوض أقوى من قبل. هذا الكتاب علمني بلي الإرادة تقدر تبدل الواقع. ,Algerian
609, أحمد راح لنيويورك باش يبدا خدمة جديدة، وقرر يسكن مع صاحبو القديم تماك. وهو هناك، تعرف على ثقافة المدينة اللي هي فريدة وولف بيها. خدم بزاف وصار معروف في دومينو. ومع الوقت، تحصل على دار في وسط المدينة. ,Algerian
610, إذا سأل واحد عليا قول لو راني ح نكون في القهوة. مشيت للقهوة لي نروحلها ديما باش نتلاقى مع صاحبي القديم. قعدت نستناه وسط ريحة القهوة العربية الطيبة. لكن مرقت الوقت وما جاش صاحبي كيما واعد. فالآخر قررت نمشي وأنا مخيب روحي. ,Algerian
611, أنا متأكد حطيتها في لجيب الداخلي ديال القبعة. ولكن كي فتشت عليها، ما لقيتهاش. توترت وبديت نقلب في كل بلاصة. وفي الآخر، لقيتها تحت الكرسي. ,Algerian
612," أحمد لقى روحو في بلاصة جديدة، وكان يشيل معاه أمتعة ثقيلة. سقسا الحارس: ""عندك بلاصة نقدر نخلي فيها أمتعتي؟"" الحارس شار لو على بيت صغير مخصوص لحفظ الأمتعة. أحمد حس براحة كبيرة لما خلا حوايجو وشد روحو يكتشف المدينة بلا هم. ",Algerian
613, جيت للمدينة باش نكمل مهمة مهمة. وأنا نتمشى، قابلت واحد يحتاج مساعدة. قررت نعاونو، وعلى هذا تأخرت على خدمتي. في الأخير، المساعدة الي قدمتها كانت أهم من الخدمة الي جيت على شانها. ,Algerian
614, أحمد كان يقلب على مدرسة غطس باش يتعلم فيها. لقى واحدة معروفة بالمدربين تاعها الماهرين وسجل فيها. تعلم الغطس بزربة وصار من الغطاسين المحترفين. دابا يخدم مدرب في نفس المدرسة باش يعلم الناس. ,Algerian
615," في سوق شوية مزدحم، خالد سقسى البايع: ""شحال يكون الثمن بالضرائب كاملة؟"" البايع ضحك وجاوبو: ""الثمن مع الضرائب غادي يكون مية دينار."" خالد حس بالراحة لأن الثمن كان معقول، حب يشري الحاجة ديريكت. وبهذا، خرج خالد من السوق وهو يحمل لي شرا، مفرح بالخدمة لي جاتو مليحة. ",Algerian
616," في واحد النهار، كان هناك واحد راجل كيفاه ياكل في الشاورما بنهم. وهو مشغول بالأكل، طاحتلو حتة من اللحم على قميجتو البيضة. صرخ بالتعجب والعصبية: ""عطيني شوية مناديل ورقية!"" السرفور دار عجالة باش يعاونو، وضحكو كامل على الموقف. ",Algerian
617, في الدار اللي جنبنا، واحد الشاب عايش يحب يمرح مع صحابو. ديما كاين يدير السهرات للصباح. الضجة الكبيرة خلقت إزعاج للجيران اللي يحبو الهدوء. في الأخير، قرروا يهدروا معاه ولقاو حل يرضي الجميع. ,Algerian
618, أيه، الدكتور كريبس ما يفحص حتى مريض بلا موعد مسبق. في نهار، واحد حاول يدخل بلا موعد، لكن الطبيب رفضو. المريض حس باليأس وقعد برا العيادة يستنى. بعد ساعات، الطبيب تحنن عليه وقرر يفحصو. ,Algerian
619, وش الإسم ورقم الطرف لي حابة تتصلي بيه؟، ريم كانت تحوس توصل لصاحبتها القديمة ليلى ولكن نست رقمها. دارت تفتيش في دفتر العناوين تاعها ما لقات والو، قررت تلجأ لخدمة الاستعلامات الهاتفية. الموظفة اللي في الطرف الثاني عطاتها المعلومات بأدب، وبالمساعدة هذي، ريم قدرت تتصل بليلى ورجعو يتذكرو في الأيام الشابة اللي قضاوها مع بعض. ,Algerian
620," هادي هدية ولا شنو؟ سقسا الدري باباه بفضول شديد. البابا تبسم وعطاه البواطة الصغيرة، ""ايه يا وليدي، هادي ليك"". فتح الدري الكادو وهو مليح مفرح لقى فيها ساعة شابة. حس بفرحة كبيرة وعنق باباه بمحبة. ",Algerian
621," خالد راح ع المطعم وطلب محار الصخر. بعد شوي من التفكير، سأل النادل ""بقدر غير طلبيتي لو سمحت؟ بفضل سمك موسى على محار الصخر."" النادل ضحك وقلو إنو مافي مشكلة يغير. خالد استانس وصار ينطر سمك موسى بحماس. ",Syrian
622," بنهار حار من أيام الصيف، عمو أحمد دخل لمكتب الصيرفة شايل معو حزمة من الدولارات. قال للصراف ""لو سمحت غيرلي هل الدولارات لليرات"". الصراف بابتسامتو يلي منعرفها، ساوى عملية التصريف بسرعة ومهارة. عمو أحمد شكر الصراف وطلع من المكتب وعلى وجهو ابتسامة الرضى. ",Syrian
623, الدكتور عمل عملية استئصال الزائدة الدودية بنجاح. بعد ما انتهت العملية، المريض استراح بغرفتو وصارت حالتو تتحسن تدريجياً. خلال فترة النقاهة، الفريق الطبي اهتمو فيو كتير منيح. وبالأخير، طلع المريض من المشفى بصحة جيدة ومتشكر كتير. ,Syrian
624, محمد راح عالمشفى ليستلم فواتير العلاج تبعو. سأل الدكتور إذا كانت الفواتير فيها كل التفاصيل. الدكتور أكدلو إنو كل شي موثق بالزبط. محمد حس براحة لأنو رح يقدر يورجي الأوراق لشركة التأمين. ,Syrian
625, أحمد كان عم يدور على قاموس جيب بالمكتبة ليساعده بدراستو للإنكليزي. لقى واحد منيح، صغير وعملي. دفع مصاري وفرح لأنو رح يستفيد منو بسفرتو الجاي. استخدمو كل يوم وتحسنت لغتو الإنكليزية كتير. ,Syrian
626, طيب، أنا ما بعرف شو صار بالضبط، بس شكلها القطة طلعت على الشجرة وما قدرت تنزل. استدعينا رجال الإطفاء ليساعدوها. وبعد جهد جهيد، قدروا ينقذوها. شكرتهم كتير لأنهم رجعوا القطة للأمان. ,Syrian
627, مبروك، سمعت إنك ترقيت لمساعد الرئيس. بيوم الترقية، خليل استعد بكل حماس ليروح على شغله. لما وصل، زملاؤه استقبلوه بتصفيق ومباركات. حس بالفخر والفرح لهالإنجاز، وقرر يكمل شغله بجهد ووفاء. ,Syrian
628, مسا بعد بكرا، القرية رح تعمل عيد كبير فيه الألعاب النارية والرقص. الناس رح يجوا من كل المناطق ليشاركوا الفرح وياكلوا الأكل التراثي. الفرق الموسيقية رح تقدم عروض حية، والموسيقى رح تكون ساحرة تملي الأجواء. ولما تغرب الشمس، السما رح تنور بألوان الألعاب النارية، وتعلن نهاية يوم ما بينتسى. ,Syrian
629, بجنوب اليابان وين البحر دافي، في صياد عجوز عايش لحالو ببيت صغير. كل صبح، بياخد قاربو الخشبي الصغير وبيطلع عالبحر يدور على السمك. بيتصف بالصبر والهدوء، وبشوف البحر صاحبو الوحيد. بالمسا، بيرجع على قريتو معبي شبكتو باللي صاد، وبيقلل الأولاد حكايات البحر. ,Syrian
630, أحمد اشترى تذكرة ذهاب وعودة لشيكاغو ليشارك بمؤتمر علمي. وصل على المدينة واستمتع بزيارة أهم الأماكن. تعرف على علماء من كل العالم. رجع لبلده معبى بالأفكار والتجارب الجديدة. ,Syrian
631, بيوم من الأيام، أحمد قرر يجرب طبق جديد بالمطعم يلي بالحي. يوم قرأ المنيو، شاف خيار فيه لحم خنزير مملح. بس تذكر إنو أكل لحم الخنزير ممنوع بدينو. فقرر يطلب طبق تاني فيه دجاج ورز بدل هاد. ,Syrian
632, بيوم مشمس، راح أحمد عالمكتبة يدرس. لقى مكان هادي بين الرفوف وبلش يقرأ كتبو. بعد شوي، اجت صاحبتو سارة تساعدو. خلص النهار بنجاح وأحمد فهم وحل كل الأسئلة الصعبة. ,Syrian
633," بيوم مطر كتير، كان لازم أمينة تروح على السوق بسرعة. ما كانت قادرة تلاقي تاكسي من ورا المطر الغزير. يوم ما وقفتلها تاكسي، صرخت: ""لو سمحت، بسرعة!"" وأخيراً قدرت توصل على المكان يلي بدها ياه بالوقت المناسب. ",Syrian
634, كان تاناب عم يستنى رفيقو عند الساعة سبعة. لما وصل الشخص التاني، ابتدوا يحكوا بموضوع مهم. حكوا عن مشروع مشترك كانوا ناويين يشتغلوا عليه. وبنهاية اللقاء، اتفقوا على الخطوات يلي رح يعملوها وتودعوا بحماس. ,Syrian
635, المكيف ما عم يشتغل، فاتصل أحمد بالصيانة. الصياني إجا وشاف أنو العطل صغير وفينا نصلحو. بعد ساعة شغل، صار المكيف يشتغل منيح. أحمد حس بالراحة وصار جاهز ليقضي باقي اليوم برتاح. ,Syrian
636, كل يوم اثنين بتصحى بكير تجهز الفطور لعيلتها. بتعمل بيض مقلي وخبز طازج وشاي حار. بعد ما تخلص الفطور، بتبلش ترتب البيت وتهتم بالحديقة. هيك هي كل يوم اثنين، بتحط الحب والدفا بالبيت. ,Syrian
637," وصل محمد عالمطار بكير ومعو شنتتو بإيدو. سمع صوت المذيع عم يطلب منو يتجه لقاعة المغادرة الدولية. ودع أصحابو وقلن: ""تفضلو على قاعة المغادرة الدولية، بتمنالكم رحلة سعيدة"". طلع عالطيارة وعيونو عم تبرق بالحماس للمغامرة الجديدة. ",Syrian
638," أحمد كان ناوي يروح على باريس ليشوف برج إيفل. سأل الوكيل: ""في عندكن رحلات على باريس بقطار يوروستار؟"" الوكيل قللو في رحلة موجودة الأسبوع الجاي. أحمد حجز تذكرتو وصار متحمس كتير للسفرة. ",Syrian
639, ساعتي السيكو الرقمية كانت هدية من جدي. كل يوم، كانت تذكرني بالأوقات الحلوة يلي قضيتها معو. في يوم من الأيام، ضاعت الساعة وحسيت بحزن كبير. بعد ما دورت كتير، لقيتها تحت السرير ورجعتلي الذكريات الحلوة. ,Syrian
640, جبت الشهادة الطبية لدكتوري من اليابان. ولما شافها، انبهر بالدقة والاحترافية يلي انكتبت فيها. من بعدها قرر يتبنى هالطريقة بعيادته. ومع الأيام، صارت العيادة مثال يُقتدى فيه بالمدينة. ,Syrian
641, محمد راح عالمشفى ليستلم فواتير العلاج تبعو. سأل الدكتور إذا كانت الفواتير فيها كل التفاصيل. الدكتور أكدلو إنو كل شي موثق بالزبط. محمد حس براحة لأنو رح يقدر يورجي الأوراق لشركة التأمين. ,Syrian
642, أحمد كان عم يدور على قاموس جيب بالمكتبة ليساعده بدراستو للإنكليزي. لقى واحد منيح، صغير وعملي. دفع مصاري وفرح لأنو رح يستفيد منو بسفرتو الجاي. استخدمو كل يوم وتحسنت لغتو الإنكليزية كتير. ,Syrian
643, طيب، أنا ما بعرف شو صار بالضبط، بس شكلها القطة طلعت على الشجرة وما قدرت تنزل. استدعينا رجال الإطفاء ليساعدوها. وبعد جهد جهيد، قدروا ينقذوها. شكرتهم كتير لأنهم رجعوا القطة للأمان. ,Syrian
644, مبروك، سمعت إنك ترقيت لمساعد الرئيس. بيوم الترقية، خليل استعد بكل حماس ليروح على شغله. لما وصل، زملاؤه استقبلوه بتصفيق ومباركات. حس بالفخر والفرح لهالإنجاز، وقرر يكمل شغله بجهد ووفاء. ,Syrian
645, مسا بعد بكرا، القرية رح تعمل عيد كبير فيه الألعاب النارية والرقص. الناس رح يجوا من كل المناطق ليشاركوا الفرح وياكلوا الأكل التراثي. الفرق الموسيقية رح تقدم عروض حية، والموسيقى رح تكون ساحرة تملي الأجواء. ولما تغرب الشمس، السما رح تنور بألوان الألعاب النارية، وتعلن نهاية يوم ما بينتسى. ,Syrian
646, بجنوب اليابان وين البحر دافي، في صياد عجوز عايش لحالو ببيت صغير. كل صبح، بياخد قاربو الخشبي الصغير وبيطلع عالبحر يدور على السمك. بيتصف بالصبر والهدوء، وبشوف البحر صاحبو الوحيد. بالمسا، بيرجع على قريتو معبي شبكتو باللي صاد، وبيقلل الأولاد حكايات البحر. ,Syrian
647, أحمد اشترى تذكرة ذهاب وعودة لشيكاغو ليشارك بمؤتمر علمي. وصل على المدينة واستمتع بزيارة أهم الأماكن. تعرف على علماء من كل العالم. رجع لبلده معبى بالأفكار والتجارب الجديدة. ,Syrian
648, بيوم من الأيام، أحمد قرر يجرب طبق جديد بالمطعم يلي بالحي. يوم قرأ المنيو، شاف خيار فيه لحم خنزير مملح. بس تذكر إنو أكل لحم الخنزير ممنوع بدينو. فقرر يطلب طبق تاني فيه دجاج ورز بدل هاد. ,Syrian
649, بيوم مشمس، راح أحمد عالمكتبة يدرس. لقى مكان هادي بين الرفوف وبلش يقرأ كتبو. بعد شوي، اجت صاحبتو سارة تساعدو. خلص النهار بنجاح وأحمد فهم وحل كل الأسئلة الصعبة. ,Syrian
