MSA,Moroccan,lang
" في يومٍ مشمس، سأل الأب أولاده: ""هل ترغبون في تناول لحم بقري، دجاج، أم أسماك؟"" فأجاب الأولاد بحماس، ""نريد أسماكاً!"" فذهبوا جميعاً إلى السوق لشراء الأسماك الطازجة. أعد الأب الطعام بعناية وتمتع الجميع بوجبة شهية على وقع أصوات الطبيعة. "," فنهار مشرق، البا سول ولادو: ""بغيتو تاكلو لحم بقر، دجاج ولا حوت؟"" الدراري جاوبو بشوق: ""بغينا حوت!"" مشاو كاملين للسوق باش يشريو الحوت الفريش. البا طيب الكلشي بالدقة وكلشي استمتعو بوجبة ديال الزين على صوت الطبيعة. ",Moroccan
 كان أحمد يفضل دائمًا استكشاف طرق جديدة في طريقه للعمل. في أحد الأيام، قرر أن يأخذ طريقاً غير مألوفٍ لعودته إلى البيت. على الطريق، اكتشف مقهى صغيرًا جذابًا كان مخبأً بين الأزقة الضيقة. ومنذ ذلك اليوم، أصبح يزور هذا المقهى بانتظام، مستمتعًا بتجاربه المختلفة في الذهاب والعودة. , أحمد كان كيعجبو ديما يجرب طرق جديدة فطريقو للخدمة. فنهار، قرر يدير طريق ماعمرو مشا منو باش يرجع لدارو. فالطريق، كشف قهوة صغيرة وزوينة كانت مخبية فزنقة ضيقة. ومن داك النهار، ولا كيمشي لهاد القهوة بالدوام، كيستمتع بتجاربو المختلفة اللي كيدير فالمشي والرجوع. ,Moroccan
" كان يحيى يبحث عن مكان لتناول وجبة خفيفة، فسأل أحدهم: ""هل يوجد مطعم للوجبات الخفيفة هنا؟"" فأجابه الرجل مشيرًا إلى مطعم صغير في نهاية الشارع. شعر يحيى بالامتنان وتوجه نحو المطعم، ووجد أن الطعام هناك كان لذيذًا ومغذيًا. "," يحيى كان كيقلب على بلاصة باش يتعشى شي سناك خفيف، سول واحد: ""كاين شي ريسطورا للسناكات هنا؟"" الراجل دلو على واحد الريسطورا صغير فآخر الزنقة. يحيى حمد الله ومشى للريسطورا، وتما لقى الأكل بنين ومزيان للصحة. ",Moroccan
 عذراً يا سيدي، أود استطلاع بعض الأماكن السياحية الموجودة في بوسطن. فقد جاء محمود من مصر لزيارتها. ولطالما حلم برؤية جامعة هارفارد والتجول في حديقة بوسطن العامة. سار معه صديقه يوسف الذي يعيش في بوسطن ليدله على أهم المعالم. , سمحلي سيدي، بغيت نشوف شي بلايص سياحية ف بوسطن. محمود جا من مصر باش يزورها. كان كيحلم يشوف جامعة هارفارد ويتمشى فالحديقة العامة ديال بوسطن. يوسف صاحبو اللي ساكن تما خداه يعرفو بأهم النقط. ,Moroccan
 في أحد الأيام، قرر أحمد أن يتعلم اللغة اليابانية. بدأ بالبحث عن معاهد متخصصة ووجد واحدة قريبة من منزله. انضم إلى دورة مكثفة وكان يدرس بجد كل يوم. بعد عدة أشهر، أصبح قادرًا على التحدث باليابانية بطلاقة وأعد قائمة بها ليثبت تقدمه. , واحد النهار، أحمد قرر يتعلم اليابانية. بدا يقلب على معاهد مختصة ولقى وحدة قريبة من دارو. سجل فكور ديال التكثيف وكان كيقرا بزاف كل نهار. من بعد شهور، ولا قادر يهضر باليابانية مزيان وجمع ليستة بيها باش يبين التقدم ديالو. ,Moroccan
 إنها الواحدة وخمس دقائق. استيقظ أحمد متأخرًا جدًا عن موعد عمله. ارتدى ملابسه بسرعة وخرج مسرعًا من المنزل. وصل إلى العمل وقد عبّر مديره عن استيائه. لكن أحمد قدّم عرضًا ممتازًا أبهر الجميع واستعاد ثقة مديره. , هي الواحدة وخمس دقائق. أحمد فاق معطل بزاف على خدمتو. لبس حوايجو بالزربة وخرج كايجري من الدار. وصل للخدمة والمدير ديالو مقلق عليه. ولكن أحمد قدم عرض قوي خلا الجميع مبهورين ورجع لقا ثقة مديرو. ,Moroccan
" في يوم عاصف، وجد علي نفسه بحاجة إلى المساعدة لإصلاح سقف منزله الذي تضرر من الرياح الشديدة. جاء جاره محمد ليقدم له يد العون، وسوياً بدآ بالعمل على إعادة بناء ما تهدم. ومع انتهاء العمل، شعر علي بالامتنان الشديد فقال لمحمد: ""تقدم إلىّ المساعدة، شكراً لك."" رد محمد بابتسامة، مؤكداً أن الجيران لبعضهم في السراء والضراء. "," فنهار عاصف، علي لقى راسو محتاج المساعدة باش يصلح سطح دارو اللي تشرط من الرياح القوية. جارو محمد جا عندو باش يعاونو، ومع بعضياتهم شرعو يخدمو على رجاع اللي تخرب. وملي سالاو الخدمة، علي حس بالشكر الكبير وقال لمحمد: ""جيتي في وقت الشدة، شكراً بزاف."" محمد بتسم وقاليه بلي الجيران خاصهم يكونوا مع بعضياتهم في الزين والشين. ",Moroccan
 لطالما كان جميل يعاني من الألم الذي لا يطاق في ركبته. في يوم من الأيام، قرر أن يذهب إلى الطبيب ليجد حلاً. بعد الفحص، وصف له الطبيب مسكناً قوياً للألم. شعر جميل بالراحة بعد تناوله للدواء، واستعاد نشاطه مرة أخرى. , جميل كان كيعاني من ألم خايب في ركبتو ديما. واحد النهار، قرر يمشي للطبيب باش يلقى حل. الطبيب، بعد ما فحصو، وصف ليه دوا قوي باش يهنيه من الألم. جميل حس براحة كبيرة من بعد ما شرب الدوا، ورجع لحياتو العادية. ,Moroccan
 كانت منى الممثلة المفضلة لدى أحمد. كل مساء، يجلس أحمد لمشاهدة أفلامها ومسلسلاتها. شعر بإعجاب شديد لموهبتها وأسلوبها الفريد. حلم أحمد ذات يوم بأن يلتقي بها ويعبر عن إعجابه. , منى كانت هي الممثلة لي كيعجب بها أحمد بزاف. كل عشية، كان كيجلس يتفرج في أفلامها ومسلسلاتها. كان معجب بموهبتها وستيل ديالها بزاف. أحمد ديما كان كيحلم يلقاها ويقول ليها على إعجابه. ,Moroccan
" في يوم من الأيام، قرر أحمد أن يشتري هدية لوالدته. ذهب إلى السوق وطلب من البائع ""أريد واحدة بيضاوية الشكل"". اختار له البائع قلادة جميلة تلمع تحت أشعة الشمس. عاد أحمد إلى المنزل وقدم الهدية لوالدته التي عبرت عن فرحتها بابتسامة عريضة. "," واحد النهار، أحمد قرر يشري هدية باش يفاجئ مّو. مشى للسوق وقال للبائع ""بغيت وحدة على شكل بيضاوي"". البائع عطاه قلادة زوينة كتبري تحت شعاش الشمس. أحمد مشى للدار وعطى الهدية لمّو اللي طلع ليها الفرحة في وجهها بابتسامة كبيرة. ",Moroccan
 في أحد الأيام، سأل خالد صديقه عن نوع الموسيقى التي يعزفونها في الحفلة. فأجابه صديقه بأنها موسيقى الجاز. شعر خالد بالحماس لأنه يعشق موسيقى الجاز. فقررا الذهاب معاً ليستمتعا بأجواء الحفلة الموسيقية. , واحد النهار، خالد سول صاحبو على النوع ديال الموسيقى اللي كيعزفوها في الحفلة. صاحبو جاوبو بأنها جاز. خالد تحمس بزاف حيت كيبغي الموسيقى ديال الجاز. قررو يمشيو مع بعضياتهم باش يتمتعو بأجواء الحفلة الموسيقية. ,Moroccan
 لا أحب هذا اللون ، من فضلك أرني لوناً آخر. فذهب البائع وأحضر لوناً جديداً. نظرت إليه السيدة بتمعن وابتسمت برضا. وأخيراً، اختارت ثوبها المفضل باللون الجديد وغادرت المتجر سعيدة. , ما كانحملش هاد اللون، عافاك جيب ليا لون آخر. مشى البايع جاب لون جديد. شافتو المدام مزيان وتبسمت مرتاحة. وفي الأخير، اختارت الفستان اللي بغات باللون الجديد وخرجت من الحانوت مسرورة. ,Moroccan
" كان هناك رجل يعيش في مدينة صغيرة وكان يحب أن يذهب إلى السوق كل صباح. ذات يوم، قابل صديقًا قديمًا وقال له: ""من فضلك خذني إلى السوق الصباحية."" فوافق الصديق بسرور وأخذه في جولة بين الأكشاك. تجولا وتبادلا الأحاديث واشتريا بعض الحاجيات قبل أن يعودا إلى منازلهما سعيدين. "," كان كاين واحد راجل ساكن فمدينة صغيرة وكل صباح كان كيمشي للسوق. واحد النهار, لقى صاحبو القديم وقال ليه: ""عافاك جيبني للسوق ديال الصباح."" صاحبو وافق بالزربة وخده يدور بين الطوابل. دارو وتسالاو وشراو شي حوايج قبل ما يرجعو لدارهم مبسوطين. ",Moroccan
 الإطار الخاص بنظارتي قد كسر. ذهبت إلى المحل لإصلاحه ولكن كان مغلقًا. اضطررت أن أنتظر حتى اليوم التالي. وعندما أصلحوها، شعرت بالراحة لأني استطعت أن أرى بوضوح مجددًا. , الإطار ديال نضارتي تكسر. مشيت للحانوت باش نصلحو ولكن لقيتو مسدود. خصني نتسنى للغد ليه. وملي صلحوها، حسيت براحة حيت قدرت نشوف مزيان مرة أخرى. ,Moroccan
 في يوم حار من أيام الصيف، بدأت الساعة تقترب من الثالثة بعد الظهر. كان الأطفال يلعبون في الحديقة، والشمس تلقي بظلالها الطويلة على الأرض. عندما دقت الساعة الثالثة، اجتمع الجميع ليحتفلوا بعيد ميلاد سارة. الضحكات ملأت المكان، والبالونات الزاهية تتطاير مع نسيم العصر اللطيف. , فنهار شاد شمس من أيام الصيف، الساعة كانت كتقرب لتلاتة ديال العشية. الدراري كانو كيلعبو فالحديقة، والشمس كترمي ظلالها الطويلة على الأرض. ملّي ضربات الساعة تلاتة، جمعو كاع الناس باش يحتافلو بعيد ميلاد سارة. الضحكات عمرو المكان، والبالونات الملونة كتطير مع نسمة العشية الزوينة. ,Moroccan
 عظيم. لدي مقعد بجوار النافذة. آه، إذا كنت ترغبين في تبادل المقاعد بعد ذلك، يا آنسة. أبدت الآنسة اهتمامًا ووافقت على تبادل المقاعد مع الرجل. خلال الرحلة، نظرت من النافذة وأعجبت بالمناظر الخلابة. عند الوصول، شكرت الرجل على لطفه وتمنت له رحلة سعيدة. , مزيان. عندي بلاصة حدا النافذة. إيوا، إلى بغيتي نبدلو البلايص من بعد، آ الآنسة. الآنسة وافقات وقبلات تبدل البلاصة مع الراجل. طوال الرحلة، شافت من النافذة وتحمقات بالمناظر الزوينة. ملي وصلات، شكراتو على اللطف ديالو وتمنات ليه رحلة ممتعة. ,Moroccan
 لقد استمتعت بجولة الاستطلاع للأماكن السياحية في نيويورك بالأمس. وقد بدأت اليوم بزيارة تمثال الحرية، والتقطت العديد من الصور التذكارية. ثم توجهت إلى جسر بروكلين حيث شاهدت منظر الغروب الخلاب. اختتمت جولتي بعشاء شهي في أحد المطاعم المطلة على نهر هدسون. , بارح تمتعت بدورة الاستكشاف ديال الأماكن السياحية فنيويورك. بديت نهاري بزيارة لتمثال الحرية وصورت بزاف ديال الصور التذكارية. من بعد مشيت لقنطرة بروكلين وتفرجت على منظر الغروب الرائع. وساليت دورتي بعشا بنين في واحد الريسطورانت على جنب نهر هدسون. ,Moroccan
 لاحظت عيون أحمد الحقيبة الزرقاء المعروضة في الواجهة وأعجبته كثيراً. قرر أن يدخر المال لشرائها. بعد شهر من العمل الجاد، تمكن من جمع المبلغ اللازم. فرح أحمد بشراء الحقيبة واستخدمها في رحلاته العديدة. , أحمد شاف الكارطة الزرقة فالفيترين وعجباتو بزاف. قرر يخبي الفلوس باش يشريها. بعد شهر ديال الخدمة لي دازت، جمع الدرهم الكافي. فرح بزاف بالكارطة بعدما شراها وصار يستعملها في جميع مشاويره. ,Moroccan
 اتصل أحمد بصاحب المبنى عندما انقطعت الكهرباء فجأة. فوجئ بسرعة استجابته وإصلاح العطل في وقت قياسي. شعر بالامتنان لحسن تصرف صاحب المبنى. ومنذ ذلك الحين، أصبحا صديقين يعتمدان على بعضهما في الشدائد. , دار أحمد مكالمة لمول العمارة ملي قطعات الضو بلا موعد. تعجب من السرعة لي جاوب بيها وصلح الخلل في وقت قصير. حس بالامتنان لمول الدار لي تصرف مزيان. ومن ديك الساعة، ولات بيناتهم صداقة وكيعتامدو على بعض فالمشاكل. ,Moroccan
" كان لدى أحمد شعر طويل وفوضوي، فذهب إلى الحلاق ليحصل على قصة جديدة. قال للحلاق: ""اغسله بالشامبو وقم بتصفيفه كما هو الآن، من فضلك."" بعد الغسيل والتصفيف، أصبح شعر أحمد يلمع ويبدو رائعًا. خرج من الصالون وهو يشعر بالثقة والسعادة بمظهره الجديد. "," أحمد كان شعرو طويل ومشوش، مشا للحلاق باش يديرلو قصة جديدة. قال للحلاق: ""غسلو بالشامبوان وكونشيه كيفما هو دابا، عافاك."" من بعد ما غسلو وصاوبو، شعر أحمد ولا يلمع ويبان زوين. خرج من الصالون وهو مرتاح وفرحان بالستيل الجديد ديالو. ",Moroccan
 عندما تصل هناك أسأل شخص آخر ، من فضلك. ولما وصل، وجد الساحة مليئة بالناس. تردد في البداية لكنه تذكر النصيحة. سأل رجلا عجوزا ودودا، فأرشده بابتسامة إلى المكان الذي يبحث عنه. , ملي توصل تماك سول شي حد آخر، عافاك. وملي وصل، لقا الساحة عامرة بالناس. تزعزع شوية فاللول ولكن تفكر فالنصيحة. سول واحد الشايب سمح، لي دار ليه بسمة ودلو على البلاصة اللي كيقلب عليها. ,Moroccan
 في يوم مشمس، سأل رجل عابر الطريق عن أسرع طريق للوصول إلى سان فرنسيسكو. أشار له أحدهم إلى طريق الساحل الذي يمر بمناظر خلابة. بينما كان يقود، شعر بالسعادة لاختياره هذا الطريق الممتع. وأخيرًا، وصل إلى وجهته بعد رحلة ممتعة ومريحة. , فنهار مشرق، واحد الراجل سول على أسرع طريق باش يمشي لسان فرنسيسكو. شي واحد دلو على طريق الساحل اللي كاين فيه مناظر زوينة. وهو كايسوق، حس بالفرحة حيت اختار هاد الطريق اللي جايب الراحة. وأخيرا، وصل للوجهة ديالو بعد رحلة ممتعة ومريحة. ,Moroccan
" في إحدى الفنادق العريقة، سأل النزيل الموظف بأدب ""هل أستطيع الحصول على مفتاح الحجرة رقم اثنان خمس عشرة؟"" بابتسامة، أعطاه الموظف المفتاح وأخبره عن خدمة الغرف المتميزة. شعر النزيل بالراحة والأمان بعد دخوله الغرفة الواسعة والمريحة. وفي الصباح، شكر النزيل الموظفين على حسن ضيافتهم ووعد بالعودة مرة أخرى. "," فواحد من الفنادق العتيقة، الزبون سول الموظف بأدب ""واش نقدر ناخد المفتاح ديال البيت نمرة جوج خمسطاش؟"" بابتسامة، عطاه الموظف المفتاح وقاليه على الخدمة ديال الغرف لي كاينة. الزبون حس بالراحة والأمان منين دخل للغرفة الكبيرة ومرتاحة. وفي الصباح، شكر الزبون الموظفين على الضيافة الزوينة وعاود ليهم بللي غادي يرجع مرة أخرى. ",Moroccan
" في يوم جميل ومشمس، ذهبت فاطمة إلى الحديقة للاستمتاع بالأجواء اللطيفة. وهناك، التقت برجل كان يمسك بكاميرا احترافية. فاطمة اقتربت منه وسألت بأدب ""معذرة، هل يمكنك أن تلتقط صوراً لي؟"" ابتسم الرجل ووافق، والتقط لها عدة صور رائعة جعلت يومها أكثر بهجة. "," فنهار زوين والشمس طالعة، فاطمة مشات للحديقة باش تبرع بالجو. تماك، لقات واحد كيشد بكاميرا بروفيسيونال. فاطمة دارت عندو وقالت بلطف ""سمح ليا، واش يمكن ليك تصور ليا شي بورتريهات؟"" الولد تبسم وقبل، وصور ليها شي صور زوينين خلات نهارها فرحان. ",Moroccan
 فقط أكتب رقم غرفة ووقع هنا. وبعد أن وقع الرجل، نظر إلى الموظف بتوتر. لم يكن يعلم أن توقيعه سينقله إلى عالم غريب. وجد نفسه في غرفة مليئة بالألغاز وعليه حلها ليعود. , غير دوّن رقم البيت ووقّع هنا. وملي سالا السيد، شاف في الموظف بالخلعة. ما كانش عارف أنه الإمضاء ديالو غادي ينقلو لعالم غريب. لقى راسو في بيت مليان بالألغاز خاصو يحلهوم باش يرجع. ,Moroccan
" في محل لبيع الملابس، اشترى أحمد قميصاً جديداً ولكنه اكتشف أن المقاس غير مناسب. عاد إلى المحل وقال للبائع: ""اللون مقبول، لكن المقاس غير صحيح. هل من الممكن أن تقوم بتغييرها في خلال ساعة؟"" استجاب البائع لطلبه ووعده بتبديل القميص بالمقاس الصحيح. شعر أحمد بالرضا لأن الخدمة كانت سريعة ومريحة. "," فدكان ديال الحوايج، أحمد شرى قميجة جديدة ولكن شاف أن القياس ماشي مناسب. دار للدكان وقال للبائع: ""اللون مزيان، ولكن القياس ماشي صحيح. واش ممكن تبدلها ليا فوقت قصير؟"" البائع قبل وعده بالتبديل ديال القميجة بالقياس الصحيح. أحمد حس بالفرحة حيت الخدمة كانت سريعة وما تعطلش. ",Moroccan
 سنكون في انتظارك في ذلك اليوم. وعندما تصل، ستجدنا قد جهزنا لك مفاجأة كبيرة. ستحتفل معنا بأروع الأوقات، وستكون الذكريات التي سنصنعها سوياً خالدة في الأذهان. , غادي نكونو كنتسناو فيك في داك النهار. وملي توصل، غادي تلقى عندنا مفاجأة كبيرة مجهزينها ليك. غادي تدير الفرحة معانا بأجمل الأوقات، والذكريات لي غادي نصنعو مع بعضنا غادي تبقى ديما فالبال. ,Moroccan
 لدينا ما يكفينا للاستمرار لمدة يومين. ومع ذلك، قررت المجموعة البحث عن مصادر غذاء إضافية. خلال رحلتهم، وجدوا شجرة فاكهة غنية. فشعروا بالامتنان وتأملوا في مستقبل أفضل. , عندنا لي يكفينا نبقاو لمدة يومين. ولكن، الجماعة قررو يقلبو على موارد أكل زيادة. فالطريق، لقاو شجرة معمرة بالفواكه. حسو بالشكر وتمناو يكون الأمور غادي تتحسن. ,Moroccan
 لا أستطيع أن أفهم ذلك. ذهب علي إلى الطبيب ليسأله عن سبب حالته. فسر الطبيب المشكلة بطريقة مبسطة. عاد علي إلى البيت وقد امتلأ قلبه بالفهم والراحة. , ما قادرش نفهم هاد الشي. علي مشا عند الطبيب باش يسولو على الحالة ديالو. الطبيب فسر ليه المشكل بطريقة ساهلة. علي رجع لدارو مرتاح وفاهم كلشي. ,Moroccan
" كان يحيى في رحلة بعيدة عن موطنه، وضل الطريق ذات مرة. تساءل ""كيف أستطيع أن أرجع مرة أخرى إلى وجهتي والمكان المقصود؟"" استعان بخريطة قديمة وجدها بحقيبته، واستطاع بعد جهد أن يجد طريق العودة. "," كان يحيى مسافر بعيد على بلادو، وتهت في واحد الوقت. سول راسو ""كيفاش نقدر نرجع مرة أخرى لبلاصة لي بغيت نمشي ليها؟"" دار معاه خريطة قديمة لقاها في صاكو، وبشوية ديال الجهد عرف يلقى طريق الرجوع. ",Moroccan
" كان تاجر يسأل محاسبه: ""هل هذا معفى من الضرائب؟"" فأجابه المحاسب بأن القانون يعفي بعض السلع. فقرر التاجر حينها التوسع في تجارة السلع المعفاة لزيادة أرباحه. ومع الوقت، أصبحت تجارته الأكثر نجاحًا في المدينة. "," كان كاين واحد التاجر كيسول محاسب ديالو: ""واش هادشي معفي من الضرائب؟"" جاوبو المحاسب أن القانون كيعفي بعض السلع. هكذا قرر التاجر يكبر في تجارة السلع اللي معفية باش يزيد فالربح ديالو. ومع الوقت، ولا تجارتو هي الأكثر نجاح في المدينة. ",Moroccan
 كان الفريقان متعادلين، والوقت يمضي. حسناً، إن عليهم أن يقوموا بلعب أدوار إضافية حتى يتم إنهاء حالة التعادل. بذل اللاعبون جهوداً مضاعفة، والجمهور يهتف بحماس. وأخيراً، سجل أحمد الهدف الحاسم مختتماً المباراة بفوز مثير. , الفرقتين كانو متعادلين، والوقت كيدوز. يلاه، خاصهم يلعبو دورات إضافية باش يساليو التعادل. اللاعبين عطاوها بزاف، والجمهور كان كيشجع بالزاف. وفالأخير، أحمد سجل الهدف لي حسم اللعبة وسالا بانتصار شهي. ,Moroccan
 كان هناك شاب يريد الامتداد أربع وعشرون ساعة. قضى وقته في البحث عن طرق لتحقيق ذلك. وجد في النهاية ساعة سحرية تمنحه ما يريد. أصبح يعيش يومه بسعادة، لكنه تعلم أن الوقت لا يزال ثمينًا. , كان كاين شاب بغا يطول النهار لـ ٢٤ ساعة. قضا وقتو كيقلب على كيفية يقدر يوصل لهاد الشي. فالأخير لقا ساعة سحرية لي تعطيه اللي بغا. ولا كيعيش نهارو بفرح، ولكن تعلم بلي الوقت باقي ثمين. ,Moroccan
" في يومٍ ما، طلب الأستاذ من تلاميذه أن يتهجوا كلمة ""مغامرة"". رفع يوسف يده وبدأ يتهجى الكلمة بثقة. وبعد انتهائه، صفق له الأستاذ معجباً بقدرته على التهجي. شعر يوسف بالفخر، وتشجع باقي التلاميذ على المشاركة بحماس. "," فواحد النهار، الأستاذ طلب من التلامذ يهجيو كلمة ""مغامرة"". يوسف شد الراية وبدا كيهجي الكلمة بثقة. وملي سالا، الأستاذ صفق ليه معجب بالقدرة ديالو على الهجاء. يوسف حس بالفخر، والتلامذ الآخرين تزاد عندهم الحماس وشاركو بجدية. ",Moroccan
 ذهب أحمد إلى المتجر ليشتري بعض الحاجيات. عندما أنهى، قدم البائع له الفاتورة. تفضل هذان دولاران، قال أحمد، واحتفظ بالباقي. شكره البائع على كرمه وودعه بابتسامة. , مشا أحمد للحانوت باش يشري شي حوايج. ملي سالا، البياع عطاه الفاتورة. خود هاد الدرهمين، قال أحمد، وخلي الباقي ليك. البياع شكره على سخاوته وودعو بالضحكة. ,Moroccan
" كان خالد جائعًا للغاية فسأل أمه: ""متى الغداء؟"" فابتسمت وأجابت: ""بعد نصف ساعة يا ولدي."" فقرر خالد الانتظار في الحديقة وهو يقرأ كتابه المفضل. وعندما حان وقت الغداء، نادته أمه ليجد مائدة عامرة بأشهى الأطباق. "," خالد كان جوعان بزاف، سول مّو: ""إمتى غادي يكون الغدا؟"" دّيك الساعة دارت ليه ابتسامة وقالت ليه: ""غادي يكون واجد فنص ساعة يا ولدي."" حتى يجي وقت الغدا، خالد بقى فالجردة كايقرا فكتابو اللي كايعجبو. وملي جا الوقت، مّو نادت عليه ولقى الطابلة معمرة بألذ الأطايب. ",Moroccan
" كان هناك رجل أراد شراء سيارة جديدة، لكن عندما رأى الأسعار قال ""أسف، هذا كثير بالنسبة لي"". فقرر بدلاً من ذلك أن يقوم بتصليح سيارته القديمة. بعد الإصلاح، بدت السيارة كأنها جديدة. وأدرك أن القيمة لا تكمن فقط في الجديد، وإنما في ما يخدمنا بشكل جيد. "," كان هناك واحد بغا يشري طوموبيل جديدة، ولكن ملي شاف الثمن قال ""سمح ليا، هادشي بزاف عليا"". حتى هو قرر يصاوب طوموبيلتو القديمة. بعد التصليح، ولات الطوموبيل كدايرة بحال جديدة. وعرف باللي القيمة ماشي غير فالجديد، ولكن فيما كيخدم مزيان. ",Moroccan
 بدأت رحلتي مبكراً لأصل إلى ميدان يونيون، ولكنني وجدت صعوبة في تحديد الاتجاه. سألت أحد المارة وقد أرشدني بلطف إلى الطريق الصحيح. وبعد مسيرة طويلة، وصلت إلى الميدان والسعادة تغمرني لأنني لم أتأخر. , بديت سفرتي بكري باش نوصل لساحة يونيون، ولكن صعب عليا نعرف الطريق. سولت شي واحد من الناس اللي كانوا غاديين وهو دلني بالزين على الطريق الصحيح. ومورا ما مشيت بزاف، وصلت للساحة وأنا فرحان حيت ما تعطلتش. ,Moroccan
 في يومٍ مشمس، قرر أحمد أن يستأجر سيارة لاستكشاف المدينة. يمكن أن تستفسر من مكتب التأجير الموجود هناك. بعد التجول والاستمتاع بمعالم المدينة، وجد أحمد مطعماً تقليدياً لتناول العشاء. انتهى يومه بقصة رائعة ليحكيها لأصدقائه. , ف نهار شمسي، أحمد قرر يكري طوموبيل باش يشوف المدينة. يقدر يسول ف مكتب الكراء اللي تماك. مورا ما دار بزاف ديال البلايص وتمتع، لقى أحمد شي مطعم بلدي باش يتعشى. سالا نهارو بواحد القصة زوينة يحكيها لصحابو. ,Moroccan
 ذهب ماجد ولينا لجمع الأشياء المطلوبة. حملا الأكياس الثقيلة بصعوبة. وصلا إلى عمال النظافة وسلماهم الأغراض. شكرهم العمال على المساعدة وابتسموا. , ماجد ولينا مشاو يجمعو الأغراض لي طلبو منهم. شدو الكيسان الثقال بزز. وصلو لعمال النظافة وعطاوهم الحوايج. شكروهم العمال على المساعدة وتبسمو. ,Moroccan
 في أحد الأيام، قررت أن أذهب في إجازة إلى الجبال. وجدت نفسي أتنفس الهواء العليل وأستمتع بمنظر الطبيعة الخلاب. خلال تجوالي، صادفت قرويين ودودين دعوني لتناول الشاي. شعرت بالسعادة الغامرة وتمنيت لو أن الإجازة لا تنتهي. , واحد النهار، قررت نمشي نقضي عطلة في الجبال. لقيت راسي كنتنشق هوا صافي وكنتمتع بمنظر الطبيعة الزوينة. وأنا كندور، تلاقيت مع شي فلاحين خوتنا عزموني على أتاي. حسيت بفرحة كبيرة وتمنيت العطلة ماتساليش. ,Moroccan
 لا . أنا أخطط لزيارة باريس في طريق عودتي إلى وطني . قررت أن أستغل الفرصة لأرى برج إيفل وأتمشى على ضفاف نهر السين. سأبحث أيضاً عن أشهى المأكولات الفرنسية وأتذوق النكهات المحلية. في نهاية الرحلة، سأشتري الهدايا التذكارية لعائلتي وأصدقائي. , لا . كانخطط نمشي لباريس فطريق الرجوع لبلادي . غادي نستغل الفرصة باش نشوف برج إيفل ونتمشى حدا نهر السين. غادي نقلب على ألذ الأكلات الفرنسية ونذوق النكهات المحلية. فالأخير، غادي نشري الهدايا التذكارية للعائلة والأصحاب. ,Moroccan
 كان أحمد يفكر في إمكانية اصطحاب أخته معه في رحلته إلى القاهرة. هل ستأخذها معك أم سيكون علينا أن نرسلها؟ سألت والدته بقلق. قرر أحمد في النهاية أن يأخذها معه لتستمتع بالمغامرة. وهكذا، أصبحت الرحلة أكثر متعة بوجودها. , كان أحمد كيفكر إمتى يدير أختو معاه فالسفر ديالو للقاهرة. غادي تاخدها معاك ولا خاصنا نبعثوها؟ سولاتو مو بالقلق. فالأخير، قرر أحمد يديها معاه باش تستمتع بالمغامرة. وهاكاك، السفرة ولات أحسن بزاف بوجودها. ,Moroccan
 حدث مؤخراً انتشار في خبراء الطعام، أليس كذلك؟ لاحظ محمود الزيادة في عدد البرامج التلفزيونية المخصصة للطبخ. قرر أن يصبح واحداً من هؤلاء الخبراء وبدأ في تعلم فنون الطهي. عمل بجد حتى أتقن بعض الوصفات العالمية. وأخيراً، استطاع أن يظهر في برنامج تلفزيوني مشهور يعرض مهاراته. , لاحظ محمود كيفاش كثرت البرامج ديال الطبخ فالتلفزة. قرر يولي واحد من دوك الطباخين لي كيشهرو وبدا يتعلم الطبخ بجهد. تعلم مزيان وصفات من كل بلاصة فالعالم. وفالأخير، تمكن يطلع فواحد البرنامج التلفزيوني معروف ويوري الناس شنو درس. ,Moroccan
 قد حدثت منذ حوالي ست ساعات من الآن حادثة غير متوقعة. كان هناك سارق يحاول اقتحام بيت في الحي القديم. لكن جار البيت كان يقظًا ولاحظ الحركة الغريبة. فاتصل بالشرطة على الفور، وتم القبض على السارق بسرعة. , وقعات شي حادثة ماتتوقعش من شي ست ساعات. كان شي حرامي كيحاول يدخل يسرق شي دار فالحومة القديمة. ولكن الجار كان فايق وشاف الحركة الغريبة. داير الاتصال بالبوليس دغيا، وتشد الحرامي بسرعة. ,Moroccan
 رحلة الخطوط الجوية دلتا رقم واحد واحد اثنان تم تأخير موعد الركوب. انتظر المسافرون في الصالة بترقب شديد. بدأت الأعصاب تتوتر مع مرور الوقت. أعلنت الشركة عن موعد جديد للإقلاع. في النهاية، تمكن الجميع من الصعود إلى الطائرة وبدأت الرحلة. , الرحلة ديال دلتا نمرة واحد واحد جوج طارت موعد الركوب ديالها. المسافرين تسناو في القاعة بتوتر كبير. مع الوقت لي كيدوز، بداو الأعصاب ديالهم تتوتر. الشركة علنات على وقت جديد للإقلاع. فالأخير، الجميع طلع للطيارة وبدات الرحلة. ,Moroccan
