MSA,Yemeni,lang
 عذراً يا سيدي، أود استطلاع بعض الأماكن السياحية الموجودة في بوسطن. فقد جاء محمود من مصر لزيارتها. ولطالما حلم برؤية جامعة هارفارد والتجول في حديقة بوسطن العامة. سار معه صديقه يوسف الذي يعيش في بوسطن ليدله على أهم المعالم. , آسف يا سيدي، أريد أستكشف بعض الأماكن السياحية اللي في بوسطن. محمود جاء من مصر لزيارتها. كان دايمًا يحلم يشوف جامعة هارفارد ويتمشى في حديقة بوسطن العامة. صاحبه يوسف اللي عايش في بوسطن ذهب معاه يعرفه على أبرز المعالم.,Yemeni
 في أحد الأيام، قرر أحمد أن يتعلم اللغة اليابانية. بدأ بالبحث عن معاهد متخصصة ووجد واحدة قريبة من منزله. انضم إلى دورة مكثفة وكان يدرس بجد كل يوم. بعد عدة أشهر، أصبح قادرًا على التحدث باليابانية بطلاقة وأعد قائمة بها ليثبت تقدمه. , في يوم، أحمد قرر يتعلم الياباني. بدأ يدور على معاهد متخصصة ولقى وحدة قريب من بيته. انظم لدورة مكثفة وكان يدرس بجهد كل يوم. بعد شهور، صار يتكلم الياباني بطلاقة وعمل لستة باللغة عشان يبرز تقدمه.,Yemeni
 إنها الواحدة وخمس دقائق. استيقظ أحمد متأخرًا جدًا عن موعد عمله. ارتدى ملابسه بسرعة وخرج مسرعًا من المنزل. وصل إلى العمل وقد عبّر مديره عن استيائه. لكن أحمد قدّم عرضًا ممتازًا أبهر الجميع واستعاد ثقة مديره. , ها هي الواحدة وخمس دقايق. أحمد فاق متأخر لشغله. لبس هدومه بسرعة وخرج يركض من البيت. وصل للشغل والمدير معصب عليه. لكن أحمد قدم عرض ممتاز خلّى الجميع مذهولين واستعاد ثقة مديره.,Yemeni
" في يوم عاصف، وجد علي نفسه بحاجة إلى المساعدة لإصلاح سقف منزله الذي تضرر من الرياح الشديدة. جاء جاره محمد ليقدم له يد العون، وسوياً بدآ بالعمل على إعادة بناء ما تهدم. ومع انتهاء العمل، شعر علي بالامتنان الشديد فقال لمحمد: ""تقدم إلىّ المساعدة، شكراً لك."" رد محمد بابتسامة، مؤكداً أن الجيران لبعضهم في السراء والضراء. "," في يوم مهبّ الريح، علي وجد نفسه محتاج مدد ليعدل سقيفة بيته اللي تضرر من الريح العاصفة. جاره محمد جاء يساعده، ومع بعض شرعوا يعملوا على تصحيح اللي اندمر. وكما انتهوا من العمل، علي حس بامتنان كبير وقال لمحمد: ""تقدمت لي بالمساعدة، بارك الله فيك."" محمد رد بابتسامة وقال إن الجيران لبعضهم في المسرات والمصاعب.",Yemeni
 لطالما كان جميل يعاني من الألم الذي لا يطاق في ركبته. في يوم من الأيام، قرر أن يذهب إلى الطبيب ليجد حلاً. بعد الفحص، وصف له الطبيب مسكناً قوياً للألم. شعر جميل بالراحة بعد تناوله للدواء، واستعاد نشاطه مرة أخرى. , كان جميل دايماً يعاني من ألم قوي في ركبته. في يوم، قرر يزور الطبيب عشان يجد له حل. بعد الفحص، الطبيب وصف له دواء قوي للألم. جميل حس براحة كبيرة بعد ما أخذ الدواء وعاد يعمل أعماله كالعادة.,Yemeni
 كانت منى الممثلة المفضلة لدى أحمد. كل مساء، يجلس أحمد لمشاهدة أفلامها ومسلسلاتها. شعر بإعجاب شديد لموهبتها وأسلوبها الفريد. حلم أحمد ذات يوم بأن يلتقي بها ويعبر عن إعجابه. , منى كانت هي الممثلة المفضلة عند أحمد. كل مسا، كان بيقعد يشاهد أفلامها ومسلسلاتها. كان معجب جداً بموهبتها وستايلها. أحمد كان دايماً يحلم إنه يوم ما يلتقي بها ويقول لها عن إعجابه.,Yemeni
" في يوم من الأيام، قرر أحمد أن يشتري هدية لوالدته. ذهب إلى السوق وطلب من البائع ""أريد واحدة بيضاوية الشكل"". اختار له البائع قلادة جميلة تلمع تحت أشعة الشمس. عاد أحمد إلى المنزل وقدم الهدية لوالدته التي عبرت عن فرحتها بابتسامة عريضة. "," في يومٍ من الأيام، أحمد قرر يشتري هدية لأمه. راح للسوق وقال للبايع ""أريد وحدة بيضاوية الشكل"". البايع اختار له قلادة حلوة تلمع تحت ضوء الشمس. أحمد رجع للبيت وقدم الهدية لأمه اللي ابتسمت ابتسامة واسعة من الفرح.",Yemeni
 في أحد الأيام، سأل خالد صديقه عن نوع الموسيقى التي يعزفونها في الحفلة. فأجابه صديقه بأنها موسيقى الجاز. شعر خالد بالحماس لأنه يعشق موسيقى الجاز. فقررا الذهاب معاً ليستمتعا بأجواء الحفلة الموسيقية. , في يوم، خالد سأل صاحبه عن نوع الموسيقى اللي بيلعبوها في العرس. صاحبه أجابه إنها موسيقى الجاز. خالد فرح واجد لأنه يحب الموسيقى هذي. فاتفقوا يروحوا مع بعض يتمتعوا بأجواء العرس الموسيقي.,Yemeni
 لا أحب هذا اللون ، من فضلك أرني لوناً آخر. فذهب البائع وأحضر لوناً جديداً. نظرت إليه السيدة بتمعن وابتسمت برضا. وأخيراً، اختارت ثوبها المفضل باللون الجديد وغادرت المتجر سعيدة. , ما أحبش هذا اللون، لو سمحت أرني لون آخر. راح البايع وجاب لون جديد. الست شافته تمام وابتسمت راضية. وآخر شي، اختارت قميصها المحبب باللون الجديد ومشت من الدكان مسرورة.,Yemeni
" كان هناك رجل يعيش في مدينة صغيرة وكان يحب أن يذهب إلى السوق كل صباح. ذات يوم، قابل صديقًا قديمًا وقال له: ""من فضلك خذني إلى السوق الصباحية."" فوافق الصديق بسرور وأخذه في جولة بين الأكشاك. تجولا وتبادلا الأحاديث واشتريا بعض الحاجيات قبل أن يعودا إلى منازلهما سعيدين. "," كان هناك رجل ساكن في قرية صغيرة وكل صباح كان يعشق الذهاب للسوق. في يوم، لقى صاحبه القديم وقال له: ""لو سمحت خذني معاك للسوق الصباح."" صاحبه وافق من غير تأخير وأخذه يتمشى بين البسطات. تمشوا وتحاوروا وشراوا بعض الأغراض لين رجعوا لبيوتهم مرتاحين.",Yemeni
 الإطار الخاص بنظارتي قد كسر. ذهبت إلى المحل لإصلاحه ولكن كان مغلقًا. اضطررت أن أنتظر حتى اليوم التالي. وعندما أصلحوها، شعرت بالراحة لأني استطعت أن أرى بوضوح مجددًا. , إطار نظارتي انكسر. رحت للمحل باصلحها بس لقيته مقفول. اضطريت أستنى لليوم الجاي. ولما صلحوها، حسيت براحة كبيرة لأني استطعت أشوف صح مرة أخرى.,Yemeni
 في يوم حار من أيام الصيف، بدأت الساعة تقترب من الثالثة بعد الظهر. كان الأطفال يلعبون في الحديقة، والشمس تلقي بظلالها الطويلة على الأرض. عندما دقت الساعة الثالثة، اجتمع الجميع ليحتفلوا بعيد ميلاد سارة. الضحكات ملأت المكان، والبالونات الزاهية تتطاير مع نسيم العصر اللطيف. , في يوم حار من أيام الصيف، الساعة كانت قربت على الثلاثة بعد الظهر. الأطفال كانوا يلعبوا في الحديقة، والشمس تشرح ظلالها الطويلة على الأرض. لما ضربت الساعة الثلاثة، الكل تجمعوا ليحتفلوا بعيد ميلاد سارة. الضحكات ملت المكان، والبالونات الملونة تطير مع النسيم اللطيف للعصر.,Yemeni
 عظيم. لدي مقعد بجوار النافذة. آه، إذا كنت ترغبين في تبادل المقاعد بعد ذلك، يا آنسة. أبدت الآنسة اهتمامًا ووافقت على تبادل المقاعد مع الرجل. خلال الرحلة، نظرت من النافذة وأعجبت بالمناظر الخلابة. عند الوصول، شكرت الرجل على لطفه وتمنت له رحلة سعيدة. , زين. عندي كرسي جمب النافذة. اييه، إذا كنتي تشتي تبدلي المقاعد بعدين، يا آنسة. الآنسة اهتمت ووافقت تبدل مع الشاب. وقت السفر، كانت تشوف من النافذة ومعجبة بالمناظر الحلوة. لما وصلت، شكرت الشاب على طيبته وتمنت له سفرة سعيدة.,Yemeni
 لقد استمتعت بجولة الاستطلاع للأماكن السياحية في نيويورك بالأمس. وقد بدأت اليوم بزيارة تمثال الحرية، والتقطت العديد من الصور التذكارية. ثم توجهت إلى جسر بروكلين حيث شاهدت منظر الغروب الخلاب. اختتمت جولتي بعشاء شهي في أحد المطاعم المطلة على نهر هدسون. , استمتعت بجولة الكشافة للأماكن السياحية في نيويورك امس. بدأت يومي بزيارة تمثال الحرية وصورت حاجات كثير تذكارية. بعدين توجهت لجسر بروكلين وشاهدت منظر الغروب الجميل. ختمت جولتي بعشاء ذيذ في واحد من المطاعم على نهر هدسون.,Yemeni
 لاحظت عيون أحمد الحقيبة الزرقاء المعروضة في الواجهة وأعجبته كثيراً. قرر أن يدخر المال لشرائها. بعد شهر من العمل الجاد، تمكن من جمع المبلغ اللازم. فرح أحمد بشراء الحقيبة واستخدمها في رحلاته العديدة. , شاف أحمد الحقيبة الزرقاء في الشباك وعجبته أوي. قرر يدخر الفلوس ليشتريها. بعد شهر من العمل الصعب، جمع الفلوس اللازمة. أحمد فرح بالحقيبة لما اشتراها واستخدمها في كل سفراته.,Yemeni
 اتصل أحمد بصاحب المبنى عندما انقطعت الكهرباء فجأة. فوجئ بسرعة استجابته وإصلاح العطل في وقت قياسي. شعر بالامتنان لحسن تصرف صاحب المبنى. ومنذ ذلك الحين، أصبحا صديقين يعتمدان على بعضهما في الشدائد. , دق أحمد على صاحب البناية لما قطعت الكهربا بشكل مفاجئ. تعجب من سرعة الرد وإصلاح العطل في زمن قياسي. حس بالعرفان لصاحب البناية لمعاملته الطيبة. ومن ذاك الوقت، صاروا أصحاب يتكون على بعض في الشدايد.,Yemeni
" كان لدى أحمد شعر طويل وفوضوي، فذهب إلى الحلاق ليحصل على قصة جديدة. قال للحلاق: ""اغسله بالشامبو وقم بتصفيفه كما هو الآن، من فضلك."" بعد الغسيل والتصفيف، أصبح شعر أحمد يلمع ويبدو رائعًا. خرج من الصالون وهو يشعر بالثقة والسعادة بمظهره الجديد. "," كان لأحمد شَعَر طويل ومش مرتب، فراح للحلاق باش يعمل له تسريحة جديدة. قال للحلاق: ""اغسله بالشامبو ورتبه زي ما هو الحين، لو سمحت."" بعد ما غسل ورتب شَعَره، أحمد شَعَره صار يلمع ويبان جميل. خرج من الحلاق وهو مبسوط ومعجب بمظهره الجديد.",Yemeni
 عندما تصل هناك أسأل شخص آخر ، من فضلك. ولما وصل، وجد الساحة مليئة بالناس. تردد في البداية لكنه تذكر النصيحة. سأل رجلا عجوزا ودودا، فأرشده بابتسامة إلى المكان الذي يبحث عنه. , لما توصل هناك إسأل شخص ثاني، لو سمحت. ولما وصل، لقى الميدان ملان بالناس. تردد شوية في الأول بس تذكر النصيحة. سأل شايب قلبه طيب، اللي دله بابتسامة على المكان اللي كان يبحث عنه.,Yemeni
 في يوم مشمس، سأل رجل عابر الطريق عن أسرع طريق للوصول إلى سان فرنسيسكو. أشار له أحدهم إلى طريق الساحل الذي يمر بمناظر خلابة. بينما كان يقود، شعر بالسعادة لاختياره هذا الطريق الممتع. وأخيرًا، وصل إلى وجهته بعد رحلة ممتعة ومريحة. , في يوم مشمس، شخص سأل عن أسرع طريق يروح بيه لسان فرنسيسكو. واحد دله على طريق البحر اللي فيه مناظر تعجب. وهو يسوق، حس بفرحة عظيمة لأنه اختار هذا الطريق الممتع. وفالأخير، وصل للمكان اللي كان رايح له بعد رحلة جميلة ومريحة.,Yemeni
" في إحدى الفنادق العريقة، سأل النزيل الموظف بأدب ""هل أستطيع الحصول على مفتاح الحجرة رقم اثنان خمس عشرة؟"" بابتسامة، أعطاه الموظف المفتاح وأخبره عن خدمة الغرف المتميزة. شعر النزيل بالراحة والأمان بعد دخوله الغرفة الواسعة والمريحة. وفي الصباح، شكر النزيل الموظفين على حسن ضيافتهم ووعد بالعودة مرة أخرى. "," في واحد من الفنادق القديمة، الزبون سأل الموظف بأدب ""أقدر أحصل على مفتاح الغرفة رقم اثنين خمس عشر؟"" بابتسامة، الموظف عطاه المفتاح وقال له عن خدمة الغرف الممتازة. الزبون حس بالراحة والأمان بعد ما دخل الغرفة الكبيرة والمريحة. وفي الصبح، شكر الزبون الموظفين على حسن الضيافة ووعد بالعودة مرة أخرى.",Yemeni
" في يوم جميل ومشمس، ذهبت فاطمة إلى الحديقة للاستمتاع بالأجواء اللطيفة. وهناك، التقت برجل كان يمسك بكاميرا احترافية. فاطمة اقتربت منه وسألت بأدب ""معذرة، هل يمكنك أن تلتقط صوراً لي؟"" ابتسم الرجل ووافق، والتقط لها عدة صور رائعة جعلت يومها أكثر بهجة. "," في يوم لطيف والشمس طالعة، فاطمة ذهبت للبستان تتمتع بالجو. وهناك، لقت رجل حامل كاميرا احترافي. فاطمة قربت منه وسألته بلطف ""لو سمحت، ممكن تشخط لي شوية صور؟"" الرجل ابتسم ورضى، وصور لها صور جميلة خلت يومها أحسن.",Yemeni
 فقط أكتب رقم غرفة ووقع هنا. وبعد أن وقع الرجل، نظر إلى الموظف بتوتر. لم يكن يعلم أن توقيعه سينقله إلى عالم غريب. وجد نفسه في غرفة مليئة بالألغاز وعليه حلها ليعود. , بس اكتب رقم الغرفة ووقع هناك. وبعد ما الرجل وقع، ناظر الموظف بقلق. ما كانش عارف إن توقيعه ح ينقله لعالم غريب. وجد نفسه في غرفة ممتلئة بالألغاز ولازم يحلها ليعود.,Yemeni
" في محل لبيع الملابس، اشترى أحمد قميصاً جديداً ولكنه اكتشف أن المقاس غير مناسب. عاد إلى المحل وقال للبائع: ""اللون مقبول، لكن المقاس غير صحيح. هل من الممكن أن تقوم بتغييرها في خلال ساعة؟"" استجاب البائع لطلبه ووعده بتبديل القميص بالمقاس الصحيح. شعر أحمد بالرضا لأن الخدمة كانت سريعة ومريحة. "," في محل لبيع الثياب، أحمد اشترى قميص جديد بس لقى إن المقاس ما ينفعش. رجع للمحل وقال للبايع: ""اللون مقبول، لكن المقاس غير صحيح. ممكن تعدله لي في غضون ساعة؟"" البايع وافق ووعده بأنه بيغير القميص بالمقاس المناسب. أحمد حس بالسعادة لأن الخدمة كانت سريعة ومريحة.",Yemeni
 سنكون في انتظارك في ذلك اليوم. وعندما تصل، ستجدنا قد جهزنا لك مفاجأة كبيرة. ستحتفل معنا بأروع الأوقات، وستكون الذكريات التي سنصنعها سوياً خالدة في الأذهان. , حنكون مستنيينك في ذاك اليوم. ولما توصل، حتلقى إننا جهزنا لك مفاجأة كبيرة. حتعيش معانا أجمل الأوقات، والذكريات اللي حنسويها معاً حتظل دايماً في البال.,Yemeni
 لدينا ما يكفينا للاستمرار لمدة يومين. ومع ذلك، قررت المجموعة البحث عن مصادر غذاء إضافية. خلال رحلتهم، وجدوا شجرة فاكهة غنية. فشعروا بالامتنان وتأملوا في مستقبل أفضل. , عندنا اللي يسدنا نمشي يومين. بس الجماعة قررو يبحثوا على زيادة أكل. وهم طالعين، لقوا شجرة مليانة بالفاكهة. فحسوا بالامتنان ورجوا لمستقبل أحسن.,Yemeni
 لا أستطيع أن أفهم ذلك. ذهب علي إلى الطبيب ليسأله عن سبب حالته. فسر الطبيب المشكلة بطريقة مبسطة. عاد علي إلى البيت وقد امتلأ قلبه بالفهم والراحة. , مش قادر أفهم هذا الشي. علي راح للطبيب يسأله عن حالته شو السبب. الطبيب فسر له المشكلة بطريقة سهلة. علي رجع لبيته مرتاح وفاهم كل شي.,Yemeni
" كان يحيى في رحلة بعيدة عن موطنه، وضل الطريق ذات مرة. تساءل ""كيف أستطيع أن أرجع مرة أخرى إلى وجهتي والمكان المقصود؟"" استعان بخريطة قديمة وجدها بحقيبته، واستطاع بعد جهد أن يجد طريق العودة. "," كان يحيى مسافر بعيد عن دياره، وتوه في مرة. قال لنفسه ""كيف أستطيع أن أرجع مرة أخرى للمكان اللي بروح له؟"" استعمل خريطة قديمة لقاها في جنطته، وبعد تعب شوي استطاع يجد طريق العودة.",Yemeni
" كان تاجر يسأل محاسبه: ""هل هذا معفى من الضرائب؟"" فأجابه المحاسب بأن القانون يعفي بعض السلع. فقرر التاجر حينها التوسع في تجارة السلع المعفاة لزيادة أرباحه. ومع الوقت، أصبحت تجارته الأكثر نجاحًا في المدينة. "," كان هناك تاجر يسأل محاسبه: ""هذا معفى من الضرائب؟"" فأجابه المحاسب إن القانون يعفي بعض السلع. فقرر التاجر يزيد في تجارة البضائع المعفاة ليرفع أرباحه. ومع الزمن، صارت تجارته الأكثر رواجاً في البلد.",Yemeni
 كان الفريقان متعادلين، والوقت يمضي. حسناً، إن عليهم أن يقوموا بلعب أدوار إضافية حتى يتم إنهاء حالة التعادل. بذل اللاعبون جهوداً مضاعفة، والجمهور يهتف بحماس. وأخيراً، سجل أحمد الهدف الحاسم مختتماً المباراة بفوز مثير. , الفريقين كانوا متساوين، والوقت يمضي. أكيد، لازم يلعبوا أدوار إضافية باش يخلصوا التعادل. اللاعبين بذلوا مجهود كبير، والجمهور كان يشجع بحماس. وفي الأخير، أحمد سجل الهدف القاطع وانتهت المباراة بفوز مثير.,Yemeni
 كان هناك شاب يريد الامتداد أربع وعشرون ساعة. قضى وقته في البحث عن طرق لتحقيق ذلك. وجد في النهاية ساعة سحرية تمنحه ما يريد. أصبح يعيش يومه بسعادة، لكنه تعلم أن الوقت لا يزال ثمينًا. , كان هناك شاب يريد يطوّل اليوم لـ ٢٤ ساعة. قضى وقته يبحث عن طريقة يحقق بها هذا. لقى في الأخير ساعة سحرية تعطيه اللي يريده. صار يعيش يومه بسعادة، لكنه فهم إن الوقت لسه غالي.,Yemeni
" في يومٍ ما، طلب الأستاذ من تلاميذه أن يتهجوا كلمة ""مغامرة"". رفع يوسف يده وبدأ يتهجى الكلمة بثقة. وبعد انتهائه، صفق له الأستاذ معجباً بقدرته على التهجي. شعر يوسف بالفخر، وتشجع باقي التلاميذ على المشاركة بحماس. "," في يوم من الأيام، الأستاذ طلب من الطلاب يتهجوا كلمة ""مغامرة"". يوسف رفع يده وبدأ يهجي الكلمة بثقة. وبعد ما خلص، الأستاذ صفق له معجب بقدرته على التهجي. يوسف حس بالفخر، والطلاب الآخرين تشجعوا وشاركوا بحماس.",Yemeni
 ذهب أحمد إلى المتجر ليشتري بعض الحاجيات. عندما أنهى، قدم البائع له الفاتورة. تفضل هذان دولاران، قال أحمد، واحتفظ بالباقي. شكره البائع على كرمه وودعه بابتسامة. , ذهب أحمد للسوق يشتري بعض المقاضي. لما انتهى، البايع أعطاه الحساب. خذ ها الدولارين، قال أحمد، والباقي لك. البايع شكره على جوده وودعه وهو يبتسم.,Yemeni
" كان خالد جائعًا للغاية فسأل أمه: ""متى الغداء؟"" فابتسمت وأجابت: ""بعد نصف ساعة يا ولدي."" فقرر خالد الانتظار في الحديقة وهو يقرأ كتابه المفضل. وعندما حان وقت الغداء، نادته أمه ليجد مائدة عامرة بأشهى الأطباق. "," كان خالد مشتهي الأكل حيل، فسأل أمه: ""إمتى بيكون الغدا؟"" فضحكت وردت عليه: ""بعد نص ساعة يا ولدي."" فاختار خالد ينتظر في الباحة وهو يتصفح كتابه الي يحبه. ولما أذّنت الغدا، نادته أمه ليشوف السفرة مليانة بأطيب الأكلات.",Yemeni
" كان هناك رجل أراد شراء سيارة جديدة، لكن عندما رأى الأسعار قال ""أسف، هذا كثير بالنسبة لي"". فقرر بدلاً من ذلك أن يقوم بتصليح سيارته القديمة. بعد الإصلاح، بدت السيارة كأنها جديدة. وأدرك أن القيمة لا تكمن فقط في الجديد، وإنما في ما يخدمنا بشكل جيد. "," كان هناك رجل حاب يشتري سيارة جديدة، لكن لما شاف الأسعار قال ""آسف، هذا كثير عليّ"". قرر أنه يصلح سيارته القديمة عوضاً عن شراء وحدة جديدة. بعد ما صلحها، السيارة صارت تظهر كأنها جديدة. وتعلم أن القيمة مش بس في الشي الجديد، إنما في الشي اللي يعمل بطريقة ممتازة.",Yemeni
 بدأت رحلتي مبكراً لأصل إلى ميدان يونيون، ولكنني وجدت صعوبة في تحديد الاتجاه. سألت أحد المارة وقد أرشدني بلطف إلى الطريق الصحيح. وبعد مسيرة طويلة، وصلت إلى الميدان والسعادة تغمرني لأنني لم أتأخر. , بدأت رحلتي من بدري علشان أوصل لساحة يونيون، لكن وجهت صعوبة في تحديد الطريق. سألت واحد من الناس اللي كانوا ماشيين ودلني بأخلاق على الطريق الصحيح. وبعد ما مشيت كثير، وصلت للساحة وأنا مبسوط لأني ما تأخرت.,Yemeni
 في يومٍ مشمس، قرر أحمد أن يستأجر سيارة لاستكشاف المدينة. يمكن أن تستفسر من مكتب التأجير الموجود هناك. بعد التجول والاستمتاع بمعالم المدينة، وجد أحمد مطعماً تقليدياً لتناول العشاء. انتهى يومه بقصة رائعة ليحكيها لأصدقائه. , في يوم مشرق، أحمد قرر يستأجر سيارة باش يتجول في المدينة. تقدر تسأل في مكتب الإيجار اللي هناك. بعد ما استمتع بجولته وشاف معالم المدينة، وجد أحمد مطعم شعبي يتعشى فيه. انتهى يومه بقصة جميلة يحكيها لأصحابه.,Yemeni
 ذهب ماجد ولينا لجمع الأشياء المطلوبة. حملا الأكياس الثقيلة بصعوبة. وصلا إلى عمال النظافة وسلماهم الأغراض. شكرهم العمال على المساعدة وابتسموا. , ماجد ولينا ذهبوا يلموا الأشياء اللي طلبوها. شالوا الأكياس الثقيلة بجهد. وصلوا لعمال النظافة وأعطوهم الأغراض. العمال شكروهم على المساعدة وابتسموا.,Yemeni
 في أحد الأيام، قررت أن أذهب في إجازة إلى الجبال. وجدت نفسي أتنفس الهواء العليل وأستمتع بمنظر الطبيعة الخلاب. خلال تجوالي، صادفت قرويين ودودين دعوني لتناول الشاي. شعرت بالسعادة الغامرة وتمنيت لو أن الإجازة لا تنتهي. , في يوم من الأيام، قررت أروح إجازة إلى الجبل. لقيت روحي أتنفس هواء عليل وأستمتع بمنظر الطبيعة البديع. وأنا ماشي، لقيت قوم من القرية الطيبين عزموني على شاهي. حسيت بسعادة كبيرة ووديت الإجازة ما تنتهي.,Yemeni
 لا . أنا أخطط لزيارة باريس في طريق عودتي إلى وطني . قررت أن أستغل الفرصة لأرى برج إيفل وأتمشى على ضفاف نهر السين. سأبحث أيضاً عن أشهى المأكولات الفرنسية وأتذوق النكهات المحلية. في نهاية الرحلة، سأشتري الهدايا التذكارية لعائلتي وأصدقائي. , لا . أنا برمج أزور باريس في طريق عودتي لبلادي . باغتنم الفرصة عشان أشوف برج إيفل وأتمشى جنب السين. كمان بدور على أطيب المأكولات الفرنسية وأجرب النكهة الأصلية. وفي آخر الرحلة، بشتري هدايا للعائلة والأصدقاء.,Yemeni
 كان أحمد يفكر في إمكانية اصطحاب أخته معه في رحلته إلى القاهرة. هل ستأخذها معك أم سيكون علينا أن نرسلها؟ سألت والدته بقلق. قرر أحمد في النهاية أن يأخذها معه لتستمتع بالمغامرة. وهكذا، أصبحت الرحلة أكثر متعة بوجودها. , كان أحمد بيفكر يشيل أخته معاه في سفرته لصنعاء. بتاخذها معك والا نحنا بنبعتها؟ أمه سألته وهي مهمومة. قرر أحمد في الأخير يشيلها معه علشان تفرح بالمغامرة. وكذاك، السفرة صارت أحسن بوجودها.,Yemeni
 حدث مؤخراً انتشار في خبراء الطعام، أليس كذلك؟ لاحظ محمود الزيادة في عدد البرامج التلفزيونية المخصصة للطبخ. قرر أن يصبح واحداً من هؤلاء الخبراء وبدأ في تعلم فنون الطهي. عمل بجد حتى أتقن بعض الوصفات العالمية. وأخيراً، استطاع أن يظهر في برنامج تلفزيوني مشهور يعرض مهاراته. , محمود لاحظ كيف زادت البرامج اللي بتتحدث عن الطبخ. قرر يكون واحد من الطباخين المعروفين وبدأ يتعلم الطبخ بإصرار. شد حيله وتعلم وصفات من كل أنحاء العالم. وأخيراً، استطاع يظهر في برنامج تلفزيوني كبير ويعرض مهاراته.,Yemeni
 قد حدثت منذ حوالي ست ساعات من الآن حادثة غير متوقعة. كان هناك سارق يحاول اقتحام بيت في الحي القديم. لكن جار البيت كان يقظًا ولاحظ الحركة الغريبة. فاتصل بالشرطة على الفور، وتم القبض على السارق بسرعة. , حدثت قصة ما كانتش متوقعة من ست ساعات تقريبًا. كان في حرامي يحاول يدخل يسرق بيت في الحارة القديمة. بس الجار كان صاحي وشاف الحركات الغريبة. فاتصل بالشرطة حالاً، وقبضوا على الحرامي بسرعة.,Yemeni
 رحلة الخطوط الجوية دلتا رقم واحد واحد اثنان تم تأخير موعد الركوب. انتظر المسافرون في الصالة بترقب شديد. بدأت الأعصاب تتوتر مع مرور الوقت. أعلنت الشركة عن موعد جديد للإقلاع. في النهاية، تمكن الجميع من الصعود إلى الطائرة وبدأت الرحلة. , رحلة دلتا رقم واحد واحد اثنين تأخرت ركوبها. المسافرين انتظروا في الصالة وقلوبهم مشدودة. الوقت يمر والناس أعصابهم توترت. الشركة أعلنت عن وقت جديد للطيران. وفي الأخير، كلهم صعدوا الطيارة وبدأت الرحلة.,Yemeni
" في إحدى الليالي الباردة، طرقت امرأة باب الفندق وسألت البواب ""هل يمكنك أن تعطني اثنين لليلة؟"" فأجابها البواب بابتسامة ودودة ""بالطبع، يمكننا توفير غرفة مزدوجة لكما"". شكرته المرأة وأخبرته بأنها وزوجها يحتفلان بذكرى زواجهما العاشرة. في الصباح التالي، تركت المرأة ملاحظة شكر عند الاستقبال وغادرت الفندق مع زوجها وقد بدت عليهما علامات السعادة والرضا. "," في ليلة باردة، وحدة امرأة خبطت على باب الفندق وسألت البواب ""ممكن تعطيني اثنين لليلة؟"" البواب ابتسم وقال ""طبعاً، نقدر نوفر لكم غرفة لشخصين"". المرأة شكرته وقالت له إنها وزوجها بيحتفلوا بذكرى زواجهم العاشر. الصباح الي بعده، تركت المرأة ورقة شكر عند الاستقبال ومشت هي وزوجها وكانوا فرحانين وراضيين.",Yemeni
 في يومٍ صيفي حار، اكتشف السيد خالد أن شركة التأمين الخاصة به قد تعرضت للسرقة. استشاط غضباً وقرر أن يبلغ الشرطة على الفور. بعد التحقيق، تبين أن الموظف الجديد كان وراء الحادثة. استعاد خالد الأموال المسروقة وشعر بالامتنان لسرعة استجابة الشرطة. , في يوم حار من أيام الصيف، الأخ خالد اكتشف إن شركة التأمين الخاصة به تعرضت للسطو. غضب وقرر يعمل بلاغ للشرطة فوراً. بعد التحريات، ظهر إن الموظف الجديد هو اللي كان وراء السرقة. خالد استرد الأموال المسروقة وشعر بالشكر للشرطة على سرعة ردهم.,Yemeni
 بما أنني غير ماهر باستخدام الكاميرا، فقد قررت شراء واحدة جديدة تتميز بالبساطة وسهولة الاستخدام. وبعد البحث والمقارنة، وجدت النوع المثالي الذي يلبي احتياجاتي. لقد كانت النتائج مذهلة، فقد تمكنت من التقاط صور رائعة دون عناء. وبفضل هذه الكاميرا، أصبحت التصوير هوايتي المفضلة وطورت مهاراتي بشكل كبير. , باعتباري ما كنتش ماهر في استخدام الكاميرا، قررت أشتري وحدة يديدة سهلة الاستخدام. بعد ما بحثت وقارنت، لقيت النوع الي يناسبني. النتائج كانت عجيبة، قدرت أصور صور رائعة من دون تعب. وبفضل هذه الكاميرا، بقى التصوير هوايتي المحبوبة وتحسنت مهاراتي كثير.,Yemeni
" وصل الشاب المسافر إلى المحطة متأخرًا، ولم يعرف إن كان قد اختار الرصيف الصحيح. سأل أحد المارة: ""هل هذا هو الرصيف الصحيح لنيويورك؟"" فأجابه الرجل مبتسمًا وأشار إلى القطار الذي كان يستعد للانطلاق. شعر الشاب بالارتياح وصعد القطار في اللحظة الأخيرة، متجهًا نحو مغامرته الجديدة في نيويورك. "," وصل الشاب اللي كان مسافر للمحطة متأخر وما كانش عارف إذا هذا هو الرصيف الصحيح لنيويورك. سأل واحد من الناس: ""هل هذا هو الرصيف الصحيح لنيويورك؟"" الراجل ابتسم وقاله أيوه وأشر له على القطار اللي كان على وشك يتحرك. الشاب استراح وركب القطار في آخر لحظة، مشتاق لمغامرته الجديدة في نيويورك.",Yemeni
