MSA,Algerian,lang
" كان أحمد يبحث عن هدية مناسبة لصديقه، ولكنه لم يكن يملك الكثير من المال. وجد ساعة جميلة في أحد المحلات ولكنها كانت مكلفة. تذكر كلمات صديقه ""ليس تماماً. فقط شيء ما غير غالي الثمن"". فاشترى كتاباً كان صديقه يتمنى الحصول عليه. "," أحمد كان يقلب على كادو مناسب لصاحبو، ولكن ما كانش عندو بزاف دي فلوس. لقى ساعة زوينة فواحد الحانوت ولكن كانت غالية. تفكر قال صاحبو ""ماشي لازم. غير شي حاجة ماشي غالية بزاف"". عليه اشترى كتاب كان صاحبو يتمنى يحصل عليه. ",Algerian
 اشترت أميرة فستانًا جديدًا وكانت في حيرة، هل يمكن أن يتم غسيله في المغسلة أم يدويًا في المنزل؟ قررت أن تستشير البائعة التي نصحتها بالغسيل اليدوي للحفاظ على نوعية القماش. وعلى الرغم من تحذير البائعة، قررت أميرة أن تجرب الغسيل في المغسلة لتوفير الوقت. ولكن بعد استلام الفستان من المغسلة، تفاجأت بأن الألوان قد بهتت والقماش قد تلف. , اشترت أميرة روب جديد وكانت محتارة، واش تغسلو في الكوافير ولا في الدار باليد؟ قررت تسقسي البائعة اللي نصحتها بالغسيل اليدوي باش يحافظ على الثوب. ولكن حتى مع النصيحة، قررت أميرة تجرب تغسلو في الكوافير باش توفر الوقت. ولكن، ملي رجعت تاخذ الروب من الكوافير، تصدمت بلي الألوان تبهتو والثوب تخرب. ,Algerian
" كان هناك طفل يحب الرسم كثيراً، وذات يوم نفذت ألوانه المائية فطلب من والدته شراء علبة جديدة. قال لها ""أحتاج علبة ألوان مائية من فضلك"". فابتسمت الأم ووعدته بشراء أفضل علبة لون مائي في السوق. وعندما حصل على الألوان الجديدة، أمضى الطفل ساعات يرسم لوحة زاهية شكراً لأمه. "," كان في طفل يحب يرسم بزاف، وواحد النهار خلصتلو الألوان ديالو المائية، فطلب من ماماه يشريلو علبة جديدة. قالها ""خاصني علبة ديال الألوان المائية عافاك"". الأم ضحكت ووعدتو تشريلو أحسن علبة في السوق. وملي جابتلو الألوان جداد، الطفل قعد يرسم تابلو باهي وشكر ماماه عليه. ",Algerian
" كان يمشي في السوق عندما صدم بشخص. التفت ليرى من هو، فإذا به صديقه القديم. قال له متفاجئاً: ""آسف. ماذا كنت تريد؟"" ضحك صديقه ودعاه لتناول القهوة. "," كان يتمشى في السوق ومن بعد زعما دخل في واحد. دار يشوف شكون هو، طلعلو صاحبو القديم. قالو مستغرب: ""آسف. واش كنت تحوس؟"" صاحبو ضحك وعزمو لشرب القهوة. ",Algerian
 قرر ماجد تغيير الموعد لزيارة الطبيب إلى التاسع عشر من مايو بدلاً من الخامس عشر بسبب ارتباطات عمل طارئة. عندما حل اليوم المنتظر، استيقظ مبكرًا وتوجه إلى العيادة. وجد الطبيب ينتظره، فقد كان أول المرضى في ذلك اليوم. تمت الفحوصات بسلاسة، وغادر ماجد وهو يشعر بالرضا عن قراره. , ماجد قرر يبدل وقت الرنديفو مع الطبيب للتاسع عشر ماي بلاصة الخامس عشر حيت طلع ليه شي حوايج خدمة ضرورية. يوم ما جا الموعد، فاق بكري ومشى للعيادة. لقا الطبيب تماك يتسناه، كان أول واحد لهاد النهار. دازت الفحوصات بلا مشاكل وماجد خرج فرحان بقرارو. ,Algerian
" عندما وصل خالد إلى الفندق، قُدمت له الاستقبالية ورقة وقالت: ""من فضلك وقع هنا"". وأشارت إلى الخط الأسفل ثم أعطته فاتورة بمصروفاته قائلة: ""وهذه فاتورة بمصروفاتك"". خالد تفحص الفاتورة متأنيًا، ولاحظ أن كل شيء كان على ما يرام. بعد أن وقّع، شكر الاستقبالية وتوجه إلى غرفته، مرتاحًا لتسوية الأمور بسلاسة. "," وصل خالد للفندق، الموظفة قالتلو: ""عافاك، وقّع هنا"". وراتو فين يوقع وعطاتو الفاتورة وقالتلو: ""هاذي فاتورة خلاصاتك"". خالد شاف مليح في الفاتورة وتأكد بلي كلشي صح. بعد ما وقع، شكر الموظفة وتوجه لبيتو مرتاح حيت كلشي تم بلا مشاكل. ",Algerian
 في أحد الأيام، ذهبت سارة إلى السوق لتشتري بعض الجوارب الحريمي. وجدت متجراً صغيراً يبيع ما تبحث عنه بأسعار معقولة. اشترت سارة ثلاثة أزواج من الجوارب الملونة. عادت إلى المنزل سعيدة بمشترياتها وارتدت زوجاً جديداً فوراً. , فواحد النهار، سارة مشات للسوق باش تشري جوارب حريمي. لقات حانوت صغير يبيع اللي كانت تحوس عليه بأثمنة معقولة. سارة شرات ثلاثة أطقم من الجوارب الملونة. رجعت للدار فرحانة بلي شرات ولبست واحد مباشرة. ,Algerian
 كان محمد يشعر بالجوع الشديد، فقرر أن يذهب إلى السوق ليشتري لحوم الضأن. وجد محمد الجزار المعروف بجودة لحمه واشترى منه كمية وافرة. عندما عاد إلى المنزل، شرع في تحضير وجبة شهية. جمعت العائلة حول المائدة، وتناولوا الطعام معاً وسط أجواء من البهجة والسرور. , محمد كان جيعان بزاف، حب يروح للسوق باش يشري لحم الضأن. لقى القصاب الي عندو لحم مليح وشرى منو بزاف. ورجع للدار، شرع في تحضير واحد الطاجين. العائلة جمعت على المائدة، كلو وفرحو بزوج فوقاش كان الجو عائلي وممتع. ,Algerian
 في يوم صيفي حار، وجد حسام نفسه يتجول في الأزقة القديمة بحثاً عن شيء ما، لكنه لم يكن يعلم ما هو. كانت الشمس تلفح وجهه والعرق يتصبب من جبينه، وفجأة توقف أمام متجر أنتيكات قديم. فتح باب المتجر المتآكل ودخل، وهناك وجد تمثالاً صغيراً يشع بريقاً خفياً، شعر حينها أنه ما كان يبحث عنه. , في يوم صيفي شاعل، حسام لقى روحو يتمشى في الزنقات العتيقة يقلب على شيء، ماكانش يعرف علاش يقلب. الشمس كانت تحرق وجهو والعرق يتصبب من جبينو، وفجأة وقف قدام محل عتيق للأنتيكات. فتح الباب المهتري ودخل، وتما لقى تمثال صغير يبرق، حس في ذيك الساعة بلي هذا هو اللي كان يقلب عليه. ,Algerian
 كنت أقف في المحطة، أتأمل الحافلات المتجهة إلى وجهات شتى. سألت المارة عن الحافلة المتجهة إلى محطة بين، فأشاروا إلى الحافلة رقم سبعة. صعدت إلى الحافلة وجلست أفكر في الأشياء التي سأفعلها عند الوصول. وبعد رحلة قصيرة، وصلت إلى المحطة المنشودة وبدأت يومي بحماس. , كنت واقف في المحطة، نشوف في الكار اللي رايحين لأماكن مختلفة. سقسيت الناس على الكار اللي يروح لمحطة بين، وقالولي ركب النمرة سبعة. طلعت في الكار وجلست نفكر في الحوايج اللي نديرهم كي نوصل. وبعد مشوار قزير، وصلت للمحطة اللي بغيت وبديت نهاري بعزيمة. ,Algerian
 في ليلةٍ هادئة، سمعتُ صوتًا غريبًا خارج النافذة. عندما اقتربت لأرى ما هو، وجدت قطةً صغيرة تبحث عن مأوى. فتحتُ النافذة ودعوتها إلى الداخل. ومنذ تلك الليلة، أصبحت القطة جزءًا لا يتجزأ من حياتي. , في واحد الليلة هانية، سمعت صوت غريب برا الطاقة. لما نقرب باش نشوف شنو هداك الصوت، لقيت شي قطوس صغير يقلب على بلاصة يبات فيها. فتحت الطاقة وعيطتلو يدخل. ومن ديك الساعة، ولا القطوس جزء من حياتي. ,Algerian
 ذهب محمود إلى السوق لشراء جوارب رجالية جديدة. وجد متجرًا يعرض تشكيلة واسعة من الجوارب بألوان وأنماط مختلفة. اختار ثلاثة أزواج بألوان متناسقة مع ملابسه. عاد إلى المنزل فرحًا بمشترياته وقرر أن يعود مجددًا للمتجر. , محمود راح للسوق باش يشري شرابات رجالي جدد. لقى حانوت عندو تشكيلة كبيرة من الشرابات بألوان وأنماط متنوعة. اختار ثلاثة أزواج يجو مع لبسو. رجع لدارو فرحان بلي شرا وقرر يرجع للحانوت مرة أخرى. ,Algerian
 كانت ليلى تبحث عن وجبة خفيفة لتناولها في المساء. عندما وجدت طبق السلطة، فرحت كثيراً لأن سعراتها الحرارية منخفضة جداً، فقط 30 سعر. قررت أن تجعلها وجبتها الأساسية في الرجيم. وبالفعل، ساعدتها هذه السلطة على خسارة الوزن بشكل صحي. , ليلى كانت تحوس على شي خفيف تاكلو في العشية. وقتاش لقات طبق السلاطة، فرحت بزاف حيت كاين فيها السعرات الحرارية قليلة بزاف، غير 30 سعر. حقرات تديرها الوجبة الأساسية في الريجيم ديالها. وتالي، هاد السلاطة عاونتها تنقص في الوزن بطريقة صحية. ,Algerian
 كان محمد يريد أن يسافر إلى مدينة جميلة لقضاء إجازته. ولهذا قرر أن يحجز غرفة في فندق يطل على البحر. بحث على الإنترنت ووجد مكاناً مثالياً يناسب ميزانيته. بعد إتمام الحجز، شعر بسعادة كبيرة استعداداً لرحلته. , محمد بغا يسافر لبلاصة زوينة باش يقضي فيها الكونجي ديالو. حب يحجز بيت في واحد الفندق قدام البحر. دار تشارشا في النت ولقى بلاصة ملاحة تناسب جيبو. ومن بعد ما كمّل الحجز، حس بفرحة كبيرة وهو يتحضر للفوياج. ,Algerian
" في أحد الأيام، سأل الطالب الجديد زميله في الفصل: ""من أي مكان في اليابان أنت؟"" فأجابه الزميل بابتسامة: ""أنا من كيوتو، مدينة الألف معبد."" ومنذ ذلك الحين، أصبحا صديقين مقربين وقضيا الوقت في استكشاف الثقافة اليابانية معًا. في نهاية العام الدراسي، دعا الطالب زميله لزيارة بلدته الصغيرة في أوكيناوا ليظهر له جمال الجزر الجنوبية. "," فواحد النهار، الطالب الجديد سقسى صاحبو فالقسم: ""من وين راك في اليابان؟"" صاحبو ضحك وقالو: ""أنا من كيوتو، مدينة الألف معبد."" من ديك الساعة، ولو صحاب كبار وبداو يكتشفو الثقافة اليابانية مع بعض. فآخر العام الدراسي، الطالب عزم صاحبو يجي يزورو في بلادو الصغيرة في أوكيناوا باش يوريه جمال الجزر الجنوبية. ",Algerian
 لسوء الحظ، هو مشغول جداً في ذلك اليوم. كان عند أحمد العديد من المواعيد والالتزامات التي لا يمكن تأجيلها. رغم ذلك، وجد الوقت لمساعدة صديقه المحتاج. في نهاية اليوم، شعر بالرضا لتمكنه من الجمع بين واجباته ومساعدة الآخرين. , مع الأسف، كان مشغول بزاف في هذاك النهار. أحمد عندو بزاف ديال الرانديفو والالتزامات اللي ما يقدرش يديرلهم ريبور. ولكن، لقى الوقت باش يعاون صاحبو اللي كان محتاج. في آخر النهار، حس بالرضا حيت قدر يوفق بين خدمتو ومساعدة الناس. ,Algerian
" في يومٍ ماطر، ذهبت أمل لشراء مظلة جديدة. وبينما كانت تتصفح المحل، أشار لها البائع إلى مظلة زرقاء جميلة. قالت أمل: ""في هذه الحالة ، أنصح بهذه الواحدة."" ومنذ ذلك اليوم، أصبحت المظلة رفيقة أمل الدائمة في كل الأجواء. "," في نهار تيشتشتي، أمل راحت تشري مظلة جديدة. وهي تقلب في المحل، البايع وراها مظلة زرقاء شابة. أمل قالت: ""في هذا الوضع، راني ننصح بديك المظلة."" ومن داك النهار، ولاّت المظلة صاحبة أمل ديما في كل الأحوال. ",Algerian
 في يومٍ مشمس، خرج سعيد ليبحث عن خدمة. وجد حجرة جميلة تحتاج إلى تنظيف وقرر أن يقدم خدماته. عمل بجد وأتقن العمل حتى أعجب به الجميع. وبذلك حصل على الكثير من العملاء الدائمين. , فواحد النهار يلي كان فيه الشمس طالعة، سعيد خرج يقلب على شغل. لقى بيت حلو محتاج يتنضف وقرر يعرض خدماتو. خدم بزاف وخدمته كانت نيكل، كلشي تحير بيه. وهكا صار عندو بزاف ديال الزبائن دائمين. ,Algerian
" كان في قرية صغيرة يعيش فيها أهلها بسلام، وفي يوم من الأيام، سمع الناس صوتًا عاليًا ينادي ""انتبهوا من فضلكم"". التفت الجميع ليروا رجلًا يحذرهم من خطر قادم. أخذ الأهالي النداء على محمل الجد وبدأوا بالاستعدادات لمواجهة الطارئ. وبفضل تحذير الرجل، استطاعوا أن يحموا القرية وأنفسهم من الخطر الداهم. "," كان في قرية صغيرة، الناس تعيش تماك في سلام، وفي نهار، سمعو صوت واحد يعيط ""عيطو بالكم من فضلكم"". الناس كامل تلفتو يشوفو راجل يحذرهم من خطر جاي. العباد خذو القضية بجدية وبداو يحضرو رواحهم للطارئ. وشكرا للتحذير ديال الراجل، قدرو يحمو القرية ورواحهم من الخطر اللي كان راه جاي. ",Algerian
" كانت ليلى تبحث عن فستان لحضور حفل زفاف صديقتها. وجدت واحدًا يعجبها في السوق لكنه كان ملطخًا ببعض البقع. توجهت إلى البائع وسألته ""هل تستطيع أن تخفض سعرها لوجود بعض البقع بها؟"". ابتسم البائع ووافق على تخفيض السعر مما جعل ليلى تشتريه بسعادة. "," ليلى كانت تقلب على روبة باش تمشي لعرس صحبتها. شافت وحدة شابة في السوق ولكن فيها شوية دانوب. سقست البايع ""تقدر تنقص من ثمنها حيت عندها شي بقع؟"". البايع تبسم وقبل ينقص الثمن وليلى شراتها وهي مبسوطة. ",Algerian
" في يوم مشمس، سأل الطفل جده: ""هل لديك أية طوابع تذكارية؟"" فابتسم الجد وأخرج صندوقًا قديمًا مليئًا بالطوابع من جميع أنحاء العالم. كانت كل طابعة تحكي قصة من رحلات الجد الطويلة. وبتلك الطوابع، سافر الطفل حول العالم دون أن يترك غرفته. "," في نهار شمسي، الدري صغير سقسى جدو: ""عندك تيمبرات تذكارية ولا لا؟"" الجد ديما يضحك وجاب صندوق قديم فيه تيمبرات من كل بلايص الدنيا. كل تمبرة كانت تحكي حكاية من رحلات الجد الكبار. وبهادوك التيمبرات، الدري صغير سافر لكل العالم بلا ما يخرج من بيتو. ",Algerian
" في ليلة باردة بأحد الفنادق القديمة، دخلت امرأة الغرفة رقم ثلاثة سبعة عشر مرتجفة من البرد. نظرت حولها ولاحظت أن النافذة مفتوحة، فأسرعت إلى إغلاقها. شعرت بالبرودة تخترق عظامها فنادت الموظف المسؤول قائلة ""هذه غرفة ثلاثة سبعة عشر. يمكنني أخذ بطانية أخرى؟"" أحضر لها الموظف بطانية دافئة وعرض عليها كوباً من الشاي الساخن لتدفئتها. "," في واحد الليلة باردة في واحد من الفنادق القديمة، دخلت وحدة الفام دار رقم تلاتة سبعطاش تترعش من البرد. شافت حواليها ولاحظت بلي النافذة مهبولة، قاستها بالزربة. حست بالبرد يخترق لها العظام وصرخت للموظف اللي قاعد تما قالتلو ""هادي دار تلاتة سبعطاش. يقدر ناخد بطانية أخرى؟"" جابلها الموظف بطانية سخونة وعرضلها كاس ديال الأتاي باش تتدفى. ",Algerian
 كان يحتاج خالد إلى الوصول للمحطة بسرعة ليلحق بالقطار. سأل السائق المجاور إن كان يستطيع أن يوصله في خمس عشرة دقيقة. بمهارة، تفادى السائق الزحام وسار بسرعة. وصل خالد إلى المحطة بالوقت المحدد وشكر السائق على مجهوده. , خالد كان محتاج يوصل للمحطة بالسرعة باش يلحق الطرامواي. سقسى الشافور إذا يقدر يوصلو في خمسطاش دقيقة. بمهارة، درّك الشافور بين الزحمة ومشى بالزربة. وصل خالد للمحطة في الوقت لي معين وشكر الشافور على مجهودو. ,Algerian
 اضطر محمد للبحث عن مصرف يقبل رهن العربة لأنه كان بحاجة ماسة للمال. وجد مصرفاً وافق على منحه القرض مقابل رهن السيارة. أتم محمد الإجراءات وحصل على المبلغ الذي يحتاجه. وبذلك استطاع أن يدفع مصاريف العلاج الضرورية لوالدته المريضة. , محمد كان مضطر يقلب على بنك يقبل يرهن الطموبيل حيت كان محتاج للفلوس بزاف. لقى بنك رضي يعطيه القرض بشرط يرهن الطموبيل. سالا محمد الإجراءات وجاب الفلوس اللي كان محتاجهم. وهكذا قدر يخلص لعلاج ديال ميمتو المريضة. ,Algerian
 ارتطم بي شخص في السوق المزدحم، وعندما وقعت على الأرض، ساعدني في النهوض. بعد أن رحل الشخص، تفقدت جيوبي لأجد أن محفظتي قد سرقت. شعرت بالغضب والحيرة، وتوجهت مباشرة إلى مركز الشرطة لتقديم بلاغ. , فالسوق لي كان عامر، شي واحد دفعني وملي طحت ساعدني نقوم. كيما زاد، حوست فجيوبي ولقيت البورتفي مخطوف. تعصبت وما فهمت والو، ومشيت لمركز الشرطة باش ندير بلاغ. ,Algerian
 عندما وصلت إلى الفندق، أخبرتني الاستقبالية أنه لا يوجد أماكن شاغرة بالغرف ذات السرير الواحد. لكنها اقترحت علي الإقامة في غرفة مزدوجة بنفس السعر. وافقت على العرض بسعادة واستلمت مفتاح الغرفة. وفي تلك الليلة، قابلت زميل الغرفة الجديد الذي أصبح صديقي المقرب. , وقتلي وصلت للهوتيل، السيكريتيرة قالتلي ما كاينش بلاصة فالبيوت اللي فيها نومة وحدة. ولكن عرضت عليا نبات فبيت مزدوج بنفس الثمن. وافقت بالفرحة وشديت مفتاح البيت. وفي العشية هاديك، تلاقيت بالشخص اللي سكن معايا في البيت وصار صاحبي المقرب. ,Algerian
 كان لدى علي تذكرة حفل موسيقي مهمة جدًا. تفقد التذكرة ورأى أنها ليوم محدد فقط. شعر بالقلق لأنه لم يكن متأكدًا إذا كان بإمكانه الذهاب في ذلك اليوم. قرر في النهاية الاتصال بالمنظمين ليتأكد من صلاحية التذكرة. , عندو علي تيكي ديال حفلة موسيقية مهمة بزاف. شاف في التيكي ولاحظ بلي هي غير ليوم معين. حس بالقلق حيت ما كانش متأكد واش يقدر يمشي فذاك النهار. في الأخير قرر يتصل بالمنظمين باش يتأكد واش التيكي تاعو باقي صالحة. ,Algerian
 وصل أحمد إلى ميلانو في الصباح الباكر. كانت المدينة تنبض بالحياة والأناقة. قرر أن يتجول في شوارعها ويستمتع بمعالمها. في المساء، التقى بأصدقاء قدماء وتناولوا العشاء معًا. , أحمد وصل لميلانو فالصباح الباكر. المدينة كانت مليئة بالحياة والشياكة. قرر يدور في الشوارع ويستمتع بالمناظر. فالعشية، تلاقى مع صحابو القدام وكلاو مع بعضاهم. ,Algerian
" في مكتب صغير بقلب المدينة، سأل مدير الموارد البشرية الجديد العاملين: ""هل لديكم شخص يتحدث اليابانية؟"" فرفع يوسف يده مترددًا، ليس لأنه يتقنها تمامًا ولكن لأنه كان يدرسها لبضعة أشهر. أدرك المدير أن يوسف يملك الشغف وقدرة التعلم، فقرر إعطاؤه فرصة. وبعد عام، أصبح يوسف المترجم الرئيسي لكل المراسلات مع الشركاء اليابانيين. "," في بيرو صغير في قلب البلاصة، سأل الشاف الجديد لي في الريسورس إيمان: ""عندكم شي حد يهدر ياباني؟"" يوسف رفع يده بالشوية، ماشي حيت كان يعرفها مليح ولكن حيت كان قاعد يقراها لشحال من لوقت. الشاف تفهم بلي يوسف عندو العزيمة وقادر يتعلم، فقرر يعطيه الفرصة. وبعد عام، ولا يوسف المترجم الأساسي للمراسلات مع الشركاء اليابانيين. ",Algerian
 في إحدى القرى النائية، كان هناك رجل عجوز يعزف الموسيقى الشعبية على الراديو القديم. وفي كل مساء، كانت العائلات تتجمع حول النار للاستماع إلى الألحان التي تذاع من المحطة المحلية. ذات ليلة، قرر الشاب محمود أن يتعلم العزف ليحافظ على تقاليد قريته. بمرور الوقت، أصبح محمود معلماً للموسيقى الشعبية واستمرت المحطة في البث دون انقطاع. , في واحد من القراوي البعيدة، كان هناك شيخ كبير يلعب الموسيقى الشعبية على الراديو القديم. وفي كل عشية، العائلات تجمعوا حول النار باش يسمعوا للألحان اللي تجي من الستاسيون المحلي. في واحد الليلة، الشاب محمود قرر يتعلم كيف يلعب الموسيقى باش يحافظ على التقاليد ديال القرية. مع الوقت، محمود ولا يعلم الموسيقى الشعبية والستاسيون بقات تبث بلا انقطاع. ,Algerian
 في يوم مشمس، قرر أحمد أن يسافر عبر شركة الخطوط الجوية دلتا إلى نيويورك. حجز تذكرته بسهولة عبر الإنترنت وبدأ يستعد لرحلته بحماس. وصل إلى المطار مبكرًا، ومر بإجراءات الأمن دون مشاكل. بعد الإقلاع، استمتع بخدمة الضيافة على متن الطائرة وتأمل السماء الزرقاء خلال الرحلة. , في نهار مشرق، أحمد قرر يروح بشركة الخطوط الجوية دلتا لنيويورك. حجز البيلي ديالو بسهولة على الأنترنت وبدا يستعد للفوياج بفرحة. وصل للمطار بكري، وتمر من الأمن بلا مشاكل. من بعد ما طلع الطيارة، تمتع بالخدمة وتفرج في السما الزرقاء طول الرحلة. ,Algerian
 في أحد الأيام، قرر خالد أن يشتري إبريق قهوة جديد لأن القديم قد تكسر. ذهب إلى السوق وبحث في كل مكان حتى وجد إبريقًا أنيقًا يناسب ذوقه. بعد الشراء، عاد إلى المنزل وقام بإعداد أول قهوة في إبريقه الجديد ودعا أصدقائه لتذوقها. استمتع الجميع بالقهوة وأثنوا على جودة الإبريق الجديد. , واحد النهار، خالد قرر يشري براد قهوة جديد لأن القديم تهرس. مشى للسوق وفتش في كل بلاصة حتى لقى براد شاب يناسب ذوقو. بعد ما شراه، رجع للدار وحضر أول قهوة في البراد الجديد وعزم صحابو يذوقوها. الكل تمتعوا بالقهوة ومدحوا في البراد الجديد. ,Algerian
" في يوم من الأيام، بحث علي عن بيت جديد للإيجار. عندما وصل إلى البيت الذي أعجبه، سأل صاحب العقار: ""هل تحتوي على حمام ومرحاض؟"". أجابه الرجل بابتسامة: ""بالطبع، وهما مجهزان بأحدث التجهيزات"". فأحس علي بالراحة، لأنه كان يبحث عن المرافق الحديثة في منزله الجديد. "," واحد النهار، علي كان كييفر في دار جديدة باش يكريها. وقتاش وصل للدار اللي عجباتو، سول صاحب الدار: ""واش فيها حمام وطواليت؟"". صاحب الدار ضحك وقالو: ""طبعا، كلش موجود ومجهز بالجديد"". علي تنهد بالراحة، حيت كان كيقلب على الشويات الحديثة في الدار الجديدة ديالو. ",Algerian
 كان هناك طالب يدرس للامتحان طوال الليل، وعندما جاء وقت الامتحان، شعر بالإرهاق الشديد. حاول التركيز ولكنه لم يستطع تذكر المعلومات جيداً. عندما نظر إلى الساعة، أدرك أن الوقت انتهى. شعر بخيبة أمل كبيرة وعزم على تنظيم وقته بشكل أفضل في المستقبل. , كان هناك طالب يقرا للامتحان طول الليل، وملّي جا وقت الامتحان، حس بتعب شديد. حاول يركز لكن ما عرفش يفكر مليح في المعلومات. ملّي شاف الساعة، عرف بلي الوقت سالا. حس بخيبة كبيرة وقرر ينظم وقتو أحسن للمرة الجاية. ,Algerian
 سمعت أن السيد يامادا عنده ولدان، فقررت أن أزوره في منزله الكبير. وعندما وصلت، رأيت الأولاد يلعبون في الحديقة وهما سعيدان جدا. السيد يامادا استقبلني بحفاوة وأظهر لي مكتبته الضخمة. وقبل أن أغادر، أهداني كتاباً قيماً كان يقرأه لأولاده كل ليلة. , سمعت بلي السي يامادا عندو ولدين، حبيت نزورو في دارو الكبيرة. وقتلي وصلت، شفت الولاد يلعبو في الحديقة وفرحانين بزاف. السي يامادا استقبلني مليح ووراني مكتبتو الكبيرة. وقبل ما نروح، عطاني كتاب قيم كان يقراه للولاد كل ليلة. ,Algerian
 كنت أحلم دائمًا بالإبحار في البحر الأزرق الواسع، وفي يوم مشمس، قررت أن أحقق حلمي. أود أن أستأجر قارب شراعي فبدأت بالبحث عن مكان للإيجار. وجدت المكان المثالي وتعلمت أساسيات الإبحار. أخيرًا، أبحرت وشعرت بحرية لم أشعر بها من قبل. , ديما كنت نحلم بالإبحار فالبحر الأزرق الكبير، وفي يوم مشرق، قررت نحقق حلمي. بغيت نكري قارب شراعي، باش بديت نقلب على بلاصة نكري منها. لقيت البلاصة لي تناسب وتعلمت الأساسيات ديال الإبحار. وأخيرًا، رحت للبحر وحسيت بحرية ما حسيتش بيها قبل. ,Algerian
" في يومٍ مشمس، سألت الأم ابنها: ""هل بإمكانك عمل الأطباق في وقت لاحق؟"" فأجاب الابن بابتسامة وأكمل لعبته. بعد ساعات، وقف الابن في المطبخ يغسل الأطباق بينما يستمع إلى الموسيقى. شعر بسعادة لأنه أوفى بوعده لأمه. "," في نهار شمسي، الأم قالت لوليدها: ""واش راك قادر تروح تغسل الماعون بعد شوية؟"" الولد ضحك وكمل يلعب. بعد مدة، وقف الوليد فالكوزينة يغسل الماعون وهو يسمع للموسيقى. حس بالفرحة حيت وفى بالوعد لي قال لأمه. ",Algerian
 كان أحمد في حاجة إلى موقد غاز جديد لمطبخه. ذهب إلى السوق وبحث في عدة محلات. وجد موقدًا يناسب ميزانيته واحتياجاته. قام بشرائه وعاد إلى منزله سعيدًا. , أحمد كان يحتاج لبوتاجاز جديد للكوزينة ديالو. مشى للسوق ودار لعدة حوانيت. لقى واحد مناسب لبوجيه ديالو ولبغياتو. شراه ورجع لدارو فرحان. ,Algerian
" كان يوسف يمتلك مبلغا من الدولارات الأمريكية وأراد تغييرها إلى جنيهات إسترلينية لرحلته إلى لندن. فذهب إلى مكتب الصرافة وسأل الصراف: ""هل يمكنك تغيير الدولارات الأمريكية إلى جنيهات إسترلينية؟"" فأجابه الصراف بأن السعر الحالي ممتاز للتحويل. فسر يوسف بذلك وقام بتبديل المبلغ، متطلعا لزيارة معالم لندن الشهيرة. "," يوسف كان عندو دولارات أمريكية وحب يبدلهم للجنيهات الإسترلينية باش يروح لندن. مشى لطبلية الصرافة وسقسا الصراف: ""قادر تبدلي الدولارات الأمريكية بالجنيهات الإسترلينية؟"" الصراف جاوبو بلي السعر مليح للتصريف. يوسف فرح بالخبر وبدل الفلوس، متحمس يزور العجائب ديال لندن. ",Algerian
 بالتأكيد يا سيدي. ما اسمك؟ قال الرجل العجوز وهو ينظر إليّ بعينين تملؤهما الحكمة. أجبته بأدب: اسمي عمر يا عمي. ثم سألني عن قصتي وكأنه يعرف أن هناك شيئاً ما خلف ستار الكلمات. وبعد حديث طويل، أدركت أن هذا الرجل قد يكون مفتاح حل لغز ماضي عائلتي. , طبعا سيدي. شنو اسمك؟ قال لي الراجل العجوز وهو يشوف فيا بعيون مليانة حِكمة. جاوبته بلطافة: اسمي عمر يا عمي. بعدها سقساني على قصتي كأنه يعرف بلي فيه شيء مور الكلام. وبعد مدة طويلة من الهدرة، فهمت بلي هذا الراجل يمكن يكون المفتاح لحل أسرار تاريخ عائلتي. ,Algerian
" في أحد الأيام, ذهب أحمد إلى عمله دون أن يلتزم بالزي الرسمي المعتاد. لاحظ رئيسه ذلك واستدعاه لمكتبه ليسأله عن السبب. أخبره أحمد أن ملابسه الرسمية تضررت بسبب عطل في الغسالة. تفهم الرئيس الموقف وسمح له بالعمل بملابسه العادية لهذا اليوم. "," في واحد النهار, راح أحمد للخدمة من غير ما يلبس اللباس الرسمي. لاحظو المدير وعيطلو باش يسقسيه علاه ما لبسش كيما الناس. قالو أحمد بلي اللماشين ديالو خرب وما حبسش لباسو الرسمي. المدير فهم الوضع وقالو يخدم بلباسو العادي لهاد اليوم. ",Algerian
 ارجوا أن تحضر المرة القادمة فقط. عندما جاءت الفرصة التالية، لبى أحمد الدعوة وحضر. وجد نفسه في تجمع مليء بالمثقفين والأدباء. استمتع بالحديث معهم، وتعلم الكثير. , نتمنى تجي المرة الجاية وبس. وقتاش جات الفرصة اللي بعدها، أحمد استجاب للدعوة وحضر. لقى روحو في تجمع عامر بالمثقفين والأدباء. استمتع بالدردشة معاهم وتعلم بزاف. ,Algerian
 كان يحيى غير متأكد إذا كان قد حزم ملابس كافية لرحلة مدتها ثلاثة أيام. فتح الحقيبة مرة أخرى وأضاف بعض القمصان والجوارب. لم ينسَ أخذ شاحن الهاتف والكاميرا لتوثيق اللحظات. وعندما وصل الى وجهته، شعر بالراحة لأنه أعد كل شيء بشكل جيد. , يحيى ما كانش متأكد واش راه حاكم بزاف ديال الحوايج لفوياج ديال ثلاثة أيام. حل الفاليز تاني وزاد شوية قمجات وكلاكيت. ما نساش يدي معاه شارجور ديال البورتاب والكاميرا باش يصور الذكريات. وملي وصل لوجهتو، حس بالارتياح حيت كان حاكم كلشي مليح. ,Algerian
