MSA,Iraqi,lang
" كان أحمد يبحث عن هدية مناسبة لصديقه، ولكنه لم يكن يملك الكثير من المال. وجد ساعة جميلة في أحد المحلات ولكنها كانت مكلفة. تذكر كلمات صديقه ""ليس تماماً. فقط شيء ما غير غالي الثمن"". فاشترى كتاباً كان صديقه يتمنى الحصول عليه. "," أحمد كان يدور على هدية مناسبة لصديقه، بس ما عده فلوس وايد. شاف ساعة حلوة بواحد المحلات بس كانت غالية. يتذكر كلام صديقه ""مو لازم تكون غالية حيل. بس شي شغلة مو غالية"". فحصل كتاب كان صديقه يريده.",Iraqi
 اشترت أميرة فستانًا جديدًا وكانت في حيرة، هل يمكن أن يتم غسيله في المغسلة أم يدويًا في المنزل؟ قررت أن تستشير البائعة التي نصحتها بالغسيل اليدوي للحفاظ على نوعية القماش. وعلى الرغم من تحذير البائعة، قررت أميرة أن تجرب الغسيل في المغسلة لتوفير الوقت. ولكن بعد استلام الفستان من المغسلة، تفاجأت بأن الألوان قد بهتت والقماش قد تلف. , اشترت أميرة فستان يديد وكانت محتارة، هو تكدر تغسله بالمغسلة ولا لازم بالإيد بالبيت؟ قررت تسأل البايعة اللي نصحتها تغسله بيدها علمود القماش ما يروح. بس حتى ويه نصيحة البايعة، أميرة قررت تجرب تغسله بالمغسلة حتى تختصر وقت. ولما استلمت الفستان من المغسلة، تفاجأت إن الألوان صارت فاتحة والقماش تضرر.,Iraqi
" كان هناك طفل يحب الرسم كثيراً، وذات يوم نفذت ألوانه المائية فطلب من والدته شراء علبة جديدة. قال لها ""أحتاج علبة ألوان مائية من فضلك"". فابتسمت الأم ووعدته بشراء أفضل علبة لون مائي في السوق. وعندما حصل على الألوان الجديدة، أمضى الطفل ساعات يرسم لوحة زاهية شكراً لأمه. "," كان عدنه ولد يحب الرسم وايد، وبيوم خلصت ألوانه المائية فطلب من أمه تشتريله علبة جديدة. كال لأمه ""أريد علبة ألوان مائية لو سمحتي"". الأم ابتسمت ووعدته تجيبله أحسن علبة بالسوق. لما جابتله الألوان الجديدة، الولد قضى وقته يرسم صورة جميلة كلش وشكر أمه عليها.",Iraqi
" كان يمشي في السوق عندما صدم بشخص. التفت ليرى من هو، فإذا به صديقه القديم. قال له متفاجئاً: ""آسف. ماذا كنت تريد؟"" ضحك صديقه ودعاه لتناول القهوة. "," كاعد يمشي بالسوق وفجأة اصطدم بواحد. التفت يشوف منو، طلع صديقه القديم. قال له متعجب: ""آسف. شنو كنت تريد؟"" صديقه ضحك وعزمه على القهوة.",Iraqi
 قرر ماجد تغيير الموعد لزيارة الطبيب إلى التاسع عشر من مايو بدلاً من الخامس عشر بسبب ارتباطات عمل طارئة. عندما حل اليوم المنتظر، استيقظ مبكرًا وتوجه إلى العيادة. وجد الطبيب ينتظره، فقد كان أول المرضى في ذلك اليوم. تمت الفحوصات بسلاسة، وغادر ماجد وهو يشعر بالرضا عن قراره. , ماجد قرر يغير موعده وية الدكتور ليوم التاسع عشر من مايو بدل يوم الخامس عشر لأن طلعتله شغلة مهمة. يوم اللي حدده وصل، قام من الصبح وراح للعيادة. لگه الدكتور ينطره، صار أول المراجعين هذاك النهار. الكشف تم بيسر وماجد طلع مرتاح من قراره.,Iraqi
" عندما وصل خالد إلى الفندق، قُدمت له الاستقبالية ورقة وقالت: ""من فضلك وقع هنا"". وأشارت إلى الخط الأسفل ثم أعطته فاتورة بمصروفاته قائلة: ""وهذه فاتورة بمصروفاتك"". خالد تفحص الفاتورة متأنيًا، ولاحظ أن كل شيء كان على ما يرام. بعد أن وقّع، شكر الاستقبالية وتوجه إلى غرفته، مرتاحًا لتسوية الأمور بسلاسة. "," لمن وصل خالد للفندق، الموظفة گالتله: ""تكرم واكتب اسمك هنا"". ودلته على السطر اللي تحت ومدتله الفاتورة وگالت: ""وهاي فاتورة مصاريفك"". خالد فحص الفاتورة زين وتأكد إن كلشي تمام. بعد ما وقع، شكر الموظفة وتوجه لغرفته مستريح لأن الأمور تمت بيسر.",Iraqi
 في أحد الأيام، ذهبت سارة إلى السوق لتشتري بعض الجوارب الحريمي. وجدت متجراً صغيراً يبيع ما تبحث عنه بأسعار معقولة. اشترت سارة ثلاثة أزواج من الجوارب الملونة. عادت إلى المنزل سعيدة بمشترياتها وارتدت زوجاً جديداً فوراً. , بيوم، راحت سارة للسوق حتى تشتري جوارب نسائية. لكيت محل صغيرون يبيع الجوارب بأسعار زينة. سارة اشترت ثلاث دزاين من الجوارب الملونة. رجعت للبيت مفرحة باللي شرته ولبست واحد منهن طوالي.,Iraqi
 كان محمد يشعر بالجوع الشديد، فقرر أن يذهب إلى السوق ليشتري لحوم الضأن. وجد محمد الجزار المعروف بجودة لحمه واشترى منه كمية وافرة. عندما عاد إلى المنزل، شرع في تحضير وجبة شهية. جمعت العائلة حول المائدة، وتناولوا الطعام معاً وسط أجواء من البهجة والسرور. , محمد كان يجوع وايد، فقرر يروح للسوگ يشتري لحم غنم. لكى الجزار إللي معروف بلحمه الزين واشتره كمية وافرة. يوم رد للبيت، شرع بتحضير غدا لذيذ. العايلة تجمعت حول المايدة، وتغدوا سوية بفرحة وسرور.,Iraqi
 في يوم صيفي حار، وجد حسام نفسه يتجول في الأزقة القديمة بحثاً عن شيء ما، لكنه لم يكن يعلم ما هو. كانت الشمس تلفح وجهه والعرق يتصبب من جبينه، وفجأة توقف أمام متجر أنتيكات قديم. فتح باب المتجر المتآكل ودخل، وهناك وجد تمثالاً صغيراً يشع بريقاً خفياً، شعر حينها أنه ما كان يبحث عنه. , بيوم الصيف الحار، حسام لكه نفسه يمشي بالزقاقات القديمة يدور على شي، بس ما كان يعرف شنو هو. الشمس كانت تكوي وجهه والعرق ينزل من جبينه، وفجأة وگف قدام محل أنتيكات عتيق. فتح باب المحل القديم ودخل، وهناك لكه تمثال صغير يلمع بضوء خافت، حس باللحظة هذيك إن هذا هو الشي الكان يدور عليه.,Iraqi
 كنت أقف في المحطة، أتأمل الحافلات المتجهة إلى وجهات شتى. سألت المارة عن الحافلة المتجهة إلى محطة بين، فأشاروا إلى الحافلة رقم سبعة. صعدت إلى الحافلة وجلست أفكر في الأشياء التي سأفعلها عند الوصول. وبعد رحلة قصيرة، وصلت إلى المحطة المنشودة وبدأت يومي بحماس. , كنت واگف بالمحطة، أشوف على الباصات اللي رايحة لأماكن متنوعة. سألت الناس عن الباص اللي يروح لمحطة بين، ودلوني على باص رقم سبعة. طلعت بالباص وقعدت أفكر بالأشياء الراح أسويها لما أوصل. وبعد رحلة قصيرة، وصلت للمحطة اللي حبيت وبديت يومي بنشاط.,Iraqi
 في ليلةٍ هادئة، سمعتُ صوتًا غريبًا خارج النافذة. عندما اقتربت لأرى ما هو، وجدت قطةً صغيرة تبحث عن مأوى. فتحتُ النافذة ودعوتها إلى الداخل. ومنذ تلك الليلة، أصبحت القطة جزءًا لا يتجزأ من حياتي. , بليلة هدوء، سمعت صوت غريب يم الدريشة. يوم دنقت حتى أشوف شنو، لگيت قطوة صغيرة تدور على مأوى. فتحت الدريشة وخليتها تدخل. ومن ذاك الليل، صارت القطوة جزء من عيشتي.,Iraqi
 ذهب محمود إلى السوق لشراء جوارب رجالية جديدة. وجد متجرًا يعرض تشكيلة واسعة من الجوارب بألوان وأنماط مختلفة. اختار ثلاثة أزواج بألوان متناسقة مع ملابسه. عاد إلى المنزل فرحًا بمشترياته وقرر أن يعود مجددًا للمتجر. , محمود راح للسوق يشتري جواريب رجالية يديدة. لكَه محل عنده تشكيلة كبيرة من الجواريب بألوان ونقوش مختلفة. اختار ثلاثة أزواج تلائم لباسه. رد للبيت مفرح بالي شراه وقرر يرجع للمحل مرة ثانية.,Iraqi
 كانت ليلى تبحث عن وجبة خفيفة لتناولها في المساء. عندما وجدت طبق السلطة، فرحت كثيراً لأن سعراتها الحرارية منخفضة جداً، فقط 30 سعر. قررت أن تجعلها وجبتها الأساسية في الرجيم. وبالفعل، ساعدتها هذه السلطة على خسارة الوزن بشكل صحي. , ليلى كانت تدور على شي خفيف تاكله بالليل. يوم لكت طبق السلطة، فرحت وايد لأن السعرات الحرارية فيها قليلة حيل، بس 30 سعر. حزمت أمرها تخليها الأكلة الرئيسية بالرجيم إلي تسويه. وفعلاً، هاي السلطة ساعدتها تنقص وزنها بشكل صحي.,Iraqi
 كان محمد يريد أن يسافر إلى مدينة جميلة لقضاء إجازته. ولهذا قرر أن يحجز غرفة في فندق يطل على البحر. بحث على الإنترنت ووجد مكاناً مثالياً يناسب ميزانيته. بعد إتمام الحجز، شعر بسعادة كبيرة استعداداً لرحلته. , محمد كان يريد يروح لمدينة حلوة بعطلته. قرر يحجز غرفة بفندق يطل على البحر. دور بالإنترنت ولكى مكان يجوز ويناسب ميزانيته. بعد ما كمل حجزه، حس بفرحة كبيرة وهو يجهز للسفرة.,Iraqi
" في أحد الأيام، سأل الطالب الجديد زميله في الفصل: ""من أي مكان في اليابان أنت؟"" فأجابه الزميل بابتسامة: ""أنا من كيوتو، مدينة الألف معبد."" ومنذ ذلك الحين، أصبحا صديقين مقربين وقضيا الوقت في استكشاف الثقافة اليابانية معًا. في نهاية العام الدراسي، دعا الطالب زميله لزيارة بلدته الصغيرة في أوكيناوا ليظهر له جمال الجزر الجنوبية. "," بيوم، الطالب الجديد سأل زميله بالصف: ""انت من وين باليابان؟"" زميله ابتسم وكاله: ""أنا من كيوتو، مدينة الألف معبد."" من ذاك اليوم، صاروا رفقة وقرابين وقضوا وقتهم بتعرف على الثقافة اليابانية سوية. بآخر السنة الدراسية، الطالب عزم زميله على زيارة مدينته الصغيرة بأوكيناوا علمود يخليه يشوف جمال الجزر الجنوبية.",Iraqi
 لسوء الحظ، هو مشغول جداً في ذلك اليوم. كان عند أحمد العديد من المواعيد والالتزامات التي لا يمكن تأجيلها. رغم ذلك، وجد الوقت لمساعدة صديقه المحتاج. في نهاية اليوم، شعر بالرضا لتمكنه من الجمع بين واجباته ومساعدة الآخرين. , للأسف، كان مشغول حيل بهذاك اليوم. عند أحمد واجد شغلات ومواعيد ما يكدر يأجلها. بس حتى ويا هذا، لكة وقت يساعد رفيجه اللي كان محتاج. وبآخر اليوم، حس بالراحة لأنه قدر يرتب بين دواماته ومساعدة الناس.,Iraqi
" في يومٍ ماطر، ذهبت أمل لشراء مظلة جديدة. وبينما كانت تتصفح المحل، أشار لها البائع إلى مظلة زرقاء جميلة. قالت أمل: ""في هذه الحالة ، أنصح بهذه الواحدة."" ومنذ ذلك اليوم، أصبحت المظلة رفيقة أمل الدائمة في كل الأجواء. "," بيوم مطر, أمل راحت تشتري مظلة جديدة. وهي تلف بالمحل، البايع أشر لها على مظلة زرقة حلوة. أمل قالت: ""بهاي الحالة، أني أنصح بهاي الوحدة."" ومن ذاك اليوم، صارت المظلة رفيقة أمل دايماً بكل الأجواء.",Iraqi
 في يومٍ مشمس، خرج سعيد ليبحث عن خدمة. وجد حجرة جميلة تحتاج إلى تنظيف وقرر أن يقدم خدماته. عمل بجد وأتقن العمل حتى أعجب به الجميع. وبذلك حصل على الكثير من العملاء الدائمين. , بيوم ماطر الشمس، سعيد طلع يدور على شغل. لكى غرفة حلوة تحتاج لتنظيف وقرر يقدم خدماته. شتغل بكد واكمل الشغل بطريقة ممتازة لدرجة الكل انبهر بيه. وبهاي الطريقة صار عده زبائن دائمين واجد.,Iraqi
" كان في قرية صغيرة يعيش فيها أهلها بسلام، وفي يوم من الأيام، سمع الناس صوتًا عاليًا ينادي ""انتبهوا من فضلكم"". التفت الجميع ليروا رجلًا يحذرهم من خطر قادم. أخذ الأهالي النداء على محمل الجد وبدأوا بالاستعدادات لمواجهة الطارئ. وبفضل تحذير الرجل، استطاعوا أن يحموا القرية وأنفسهم من الخطر الداهم. "," بقرية صغيرة الناس عايشة بسلام، وبيوم سمعو صوت واحد يكول ""انتبهوا من فضلكم"". الكل التفت يشوفون رجل يحذرهم من خطر جاي. الأهل أخذو الصيحة على محمل الجد وبدوا يتحضرون للطارئ. وبسبب هذا التحذير، قدروا يحمون القرية ونفسهم من الخطر الكان مقبل عليهم.",Iraqi
" كانت ليلى تبحث عن فستان لحضور حفل زفاف صديقتها. وجدت واحدًا يعجبها في السوق لكنه كان ملطخًا ببعض البقع. توجهت إلى البائع وسألته ""هل تستطيع أن تخفض سعرها لوجود بعض البقع بها؟"". ابتسم البائع ووافق على تخفيض السعر مما جعل ليلى تشتريه بسعادة. "," ليلى كانت تدور على فستان حق زواج رفيجتها. لكيت واحد حلو بالسوق بس كان موجود عليه شوية بقع. كالت للبايع ""تكدر تخفض السعر لأن ماكو بقع؟"". البايع ابتسم ووافق ينزل السعر وليلى شرته وفرحانة.",Iraqi
" في يوم مشمس، سأل الطفل جده: ""هل لديك أية طوابع تذكارية؟"" فابتسم الجد وأخرج صندوقًا قديمًا مليئًا بالطوابع من جميع أنحاء العالم. كانت كل طابعة تحكي قصة من رحلات الجد الطويلة. وبتلك الطوابع، سافر الطفل حول العالم دون أن يترك غرفته. "," بيوم مشرق، الولد سأل جدو: ""عندك طوابع تذكارية يا جدي؟"" الجد ابتسم وطلع صندوق عتيق فيه طوابع من كل أنحاء العالم. كل طابعة كانت تروي قصة من سفرات الجد الطويلة. وبهاي الطوابع، الولد سافر حول العالم وهو جالس بغرفته.",Iraqi
" في ليلة باردة بأحد الفنادق القديمة، دخلت امرأة الغرفة رقم ثلاثة سبعة عشر مرتجفة من البرد. نظرت حولها ولاحظت أن النافذة مفتوحة، فأسرعت إلى إغلاقها. شعرت بالبرودة تخترق عظامها فنادت الموظف المسؤول قائلة ""هذه غرفة ثلاثة سبعة عشر. يمكنني أخذ بطانية أخرى؟"" أحضر لها الموظف بطانية دافئة وعرض عليها كوباً من الشاي الساخن لتدفئتها. "," بليلة باردة بواحد من الفنادق القديمة، دخلت مرة لغرفة رقم ثلاثة سبعة عشر وهية تتنفض من البرد. كلت حواليها وانتبهت الشباك مفتوح، فسرعان ما سدته. حست بالبرد ينشر بعظامها فصاحت على الموظف يلي هناك وكالتله ""هاي غرفة ثلاثة سبعة عشر. أكدر آخذ بطانية زيادة؟"" يابلها الموظف بطانية دافية وعرض عليها جكارة شاي حارة يدفيها.",Iraqi
 كان يحتاج خالد إلى الوصول للمحطة بسرعة ليلحق بالقطار. سأل السائق المجاور إن كان يستطيع أن يوصله في خمس عشرة دقيقة. بمهارة، تفادى السائق الزحام وسار بسرعة. وصل خالد إلى المحطة بالوقت المحدد وشكر السائق على مجهوده. , خالد كان مستعجل يريد يوصل للمحطة بسرعة حتى يمديه يلحق القطار. سأل السواق اللي يمه إذا يكدر يوصله بخمس عشر دقيقة. بمهارة، السواق تفادى الزحمة وسوق بسرعة. وصل خالد للمحطة بالوكت المحدد وشكر السواق على جهده.,Iraqi
 اضطر محمد للبحث عن مصرف يقبل رهن العربة لأنه كان بحاجة ماسة للمال. وجد مصرفاً وافق على منحه القرض مقابل رهن السيارة. أتم محمد الإجراءات وحصل على المبلغ الذي يحتاجه. وبذلك استطاع أن يدفع مصاريف العلاج الضرورية لوالدته المريضة. , محمد كان مجبور يدور على بنك يقبل يرهن السيارة لأن دايخ بالمصارف الزور. لكه بنك وافق يعطيه فلوس بشرط يرهن السيارة. خلص محمد الإجراءات وطلع بالمبلغ اللي يحتاجه. وبهاي الطريقة قدر يدفع نفقات علاج أمه المريضة.,Iraqi
 ارتطم بي شخص في السوق المزدحم، وعندما وقعت على الأرض، ساعدني في النهوض. بعد أن رحل الشخص، تفقدت جيوبي لأجد أن محفظتي قد سرقت. شعرت بالغضب والحيرة، وتوجهت مباشرة إلى مركز الشرطة لتقديم بلاغ. , بالسوق الزحمة، واحد صدمني ويوم طحت، هوي أجا وساعدني أوقف. لما راح، تفتيشت بجيوبي وطلعت محفظتي مسروقة. ضجت وحتاريت، ورحت لمركز الشرطة دغري حتى أبلغ.,Iraqi
 عندما وصلت إلى الفندق، أخبرتني الاستقبالية أنه لا يوجد أماكن شاغرة بالغرف ذات السرير الواحد. لكنها اقترحت علي الإقامة في غرفة مزدوجة بنفس السعر. وافقت على العرض بسعادة واستلمت مفتاح الغرفة. وفي تلك الليلة، قابلت زميل الغرفة الجديد الذي أصبح صديقي المقرب. , لمن وصلت للفندق، الاستقبال قالولي ماكو مكان فاضي بالغرف اللي بيها سرير واحد. بس عرضوا علي أكعد بغرفة مزدوجة بنفس الأجرة. وافقت عالعرض بفرحة واخذت مفتاح الغرفة. وبنفس الليلة، تعرفت على الشخص اللي صار يشاركني الغرفة وصار صديقي المقرب.,Iraqi
 كان لدى علي تذكرة حفل موسيقي مهمة جدًا. تفقد التذكرة ورأى أنها ليوم محدد فقط. شعر بالقلق لأنه لم يكن متأكدًا إذا كان بإمكانه الذهاب في ذلك اليوم. قرر في النهاية الاتصال بالمنظمين ليتأكد من صلاحية التذكرة. , عنده علي تذكرة لحفلة غنائية مهمة وايد. يوم فحص التذكرة لگى إنها ليوم محدد بس. حس بالخوف لأن ما كان متأكد إذا يگدر يروح بهذاك اليوم. قرر بالنهاية يدق على المنظمين حتى يتأكد إذا التذكرة لا تزال سارية.,Iraqi
 وصل أحمد إلى ميلانو في الصباح الباكر. كانت المدينة تنبض بالحياة والأناقة. قرر أن يتجول في شوارعها ويستمتع بمعالمها. في المساء، التقى بأصدقاء قدماء وتناولوا العشاء معًا. , أحمد وصل لميلانو بالفجر. المدينة كانت حية وأنيقة. قرر يتمشى بشوارعها ويستمتع بالمناظر. بالمساء، لاكي صديقاته القدام وتعشوا سوية.,Iraqi
" في مكتب صغير بقلب المدينة، سأل مدير الموارد البشرية الجديد العاملين: ""هل لديكم شخص يتحدث اليابانية؟"" فرفع يوسف يده مترددًا، ليس لأنه يتقنها تمامًا ولكن لأنه كان يدرسها لبضعة أشهر. أدرك المدير أن يوسف يملك الشغف وقدرة التعلم، فقرر إعطاؤه فرصة. وبعد عام، أصبح يوسف المترجم الرئيسي لكل المراسلات مع الشركاء اليابانيين. "," بمكتب صغير بنص البلد، الشخص الجديد اللي بادارة الموارد البشرية سأل العمال: ""عدكم أحد يعرف يحچي ياباني؟"" يوسف رفع إيده بتردد، مو لأنه يعرفها زين بس لأنه كان يدرسها من كم شهر. الباشا حس بشغف يوسف وقدرته على التعلم، فقرر يعطيه الفرصة. وبعد سنة، صار يوسف المترجم الرئيس لكل الرسايل والتعاملات ويا الشركات اليابانية.",Iraqi
 في إحدى القرى النائية، كان هناك رجل عجوز يعزف الموسيقى الشعبية على الراديو القديم. وفي كل مساء، كانت العائلات تتجمع حول النار للاستماع إلى الألحان التي تذاع من المحطة المحلية. ذات ليلة، قرر الشاب محمود أن يتعلم العزف ليحافظ على تقاليد قريته. بمرور الوقت، أصبح محمود معلماً للموسيقى الشعبية واستمرت المحطة في البث دون انقطاع. , بوحدة من القرى النائية، كان هناك رياييل كبير يعزف الموسيقى الشعبية على الراديو القديم. وكل مسية، العوائل كانوا يتجمعون حول النار حتى يسمعون للألحان الي تنبث من المحطة المحلية. بليلة من الليالي، الشاب محمود قرر يتعلم العزف ليحافظ على تراث القرية. ومع مرور الأيام، محمود صار يعلم الموسيقى الشعبية والمحطة ظلت تبث بلا انقطاع.,Iraqi
 في يوم مشمس، قرر أحمد أن يسافر عبر شركة الخطوط الجوية دلتا إلى نيويورك. حجز تذكرته بسهولة عبر الإنترنت وبدأ يستعد لرحلته بحماس. وصل إلى المطار مبكرًا، ومر بإجراءات الأمن دون مشاكل. بعد الإقلاع، استمتع بخدمة الضيافة على متن الطائرة وتأمل السماء الزرقاء خلال الرحلة. , بيوم مشمس، أحمد قرر يسافر عن طريق شركة الخطوط الجوية دلتا لنيويورك. حجز تذكرته بسهولة عبر النت وبدأ يجهز للرحلة بفرحة. وصل للمطار من وكت ومر من الأمن بدون مشاكل. بعد ما طارت الطيارة، استمتع بالخدمة وكام يطالع بالسماء الزرقة طول الرحلة.,Iraqi
 في أحد الأيام، قرر خالد أن يشتري إبريق قهوة جديد لأن القديم قد تكسر. ذهب إلى السوق وبحث في كل مكان حتى وجد إبريقًا أنيقًا يناسب ذوقه. بعد الشراء، عاد إلى المنزل وقام بإعداد أول قهوة في إبريقه الجديد ودعا أصدقائه لتذوقها. استمتع الجميع بالقهوة وأثنوا على جودة الإبريق الجديد. , بيوم من الأيام، خالد قرر يشتري إبريق قهوة جديد لأن القديم انكسر. راح للسوق ودور بكل مكان لحد ما لكى إبريق حلو يناسب ذوقه. بعد ما شراه، رجع للبيت وسوه أول جكلة قهوة بالإبريق الجديد وعزم ربعه يجربوها. الكل استمتعوا بالقهوة ومدحوا إبريق القهوة الجديد.,Iraqi
" في يوم من الأيام، بحث علي عن بيت جديد للإيجار. عندما وصل إلى البيت الذي أعجبه، سأل صاحب العقار: ""هل تحتوي على حمام ومرحاض؟"". أجابه الرجل بابتسامة: ""بالطبع، وهما مجهزان بأحدث التجهيزات"". فأحس علي بالراحة، لأنه كان يبحث عن المرافق الحديثة في منزله الجديد. "," بيوم من الايام، علي كان ديدور على دار يستأجرها. لمن وصل للدار الي عاجبته، سأل صاحب العقار: ""هاي الدار فيها حمام وخلاط؟"". صاحب العقار ابتسم وكاله: ""اكيد، وكلشي موجود ومجهز بالجديد"". علي حس بالراحة لأنه كان يدور على المرافق الحديثة بالبيت الجديد.",Iraqi
 كان هناك طالب يدرس للامتحان طوال الليل، وعندما جاء وقت الامتحان، شعر بالإرهاق الشديد. حاول التركيز ولكنه لم يستطع تذكر المعلومات جيداً. عندما نظر إلى الساعة، أدرك أن الوقت انتهى. شعر بخيبة أمل كبيرة وعزم على تنظيم وقته بشكل أفضل في المستقبل. , كان هناك طالب ديذاكر للامتحان طول الليل، ولما أجه وكت الامتحان، حس بتعب كلش زايد. حاول يشد حيله بس ما كدر يذكر المعلومات زين. يوم شاف الساعة، لاحظ إن الوقت انتهى. حس بنكسة كبيرة وقرر ينظم وقته أحسن من هسه فصاعداً.,Iraqi
 سمعت أن السيد يامادا عنده ولدان، فقررت أن أزوره في منزله الكبير. وعندما وصلت، رأيت الأولاد يلعبون في الحديقة وهما سعيدان جدا. السيد يامادا استقبلني بحفاوة وأظهر لي مكتبته الضخمة. وقبل أن أغادر، أهداني كتاباً قيماً كان يقرأه لأولاده كل ليلة. , سمعت أن الأستاذ يامادا عنده ولدين، فحبيت أزوره ببيته الكبير. لمن وصلت، شفت الصبيان يلعبون بالحديقة ومفرحين حيل. الأستاذ يامادا استقبلني بضيافة وخلاني أشوف مكتبته الكبيرة. وقبل لا أطلع، أعطاني كتاب ثمين كان دايماً يقريه لولديه بالليل.,Iraqi
 كنت أحلم دائمًا بالإبحار في البحر الأزرق الواسع، وفي يوم مشمس، قررت أن أحقق حلمي. أود أن أستأجر قارب شراعي فبدأت بالبحث عن مكان للإيجار. وجدت المكان المثالي وتعلمت أساسيات الإبحار. أخيرًا، أبحرت وشعرت بحرية لم أشعر بها من قبل. , دوم كنت أحلم أبحر بالبحر الأزرق الكبير، وبيوم مشمس، قررت أحقق حلمي. أريد أستأجر زورق شراعي، فبديت أدور على مكان أكري منه. لكيت المكان المثالي وتعلمت أساسيات الإبحار. وأخيرًا، أبحرت وحسيت بحرية ما حسيتها من قبل.,Iraqi
" في يومٍ مشمس، سألت الأم ابنها: ""هل بإمكانك عمل الأطباق في وقت لاحق؟"" فأجاب الابن بابتسامة وأكمل لعبته. بعد ساعات، وقف الابن في المطبخ يغسل الأطباق بينما يستمع إلى الموسيقى. شعر بسعادة لأنه أوفى بوعده لأمه. "," بيوم مشمس، الأم سألت ولدها: ""تكدر تغسل الصحون بعدين؟"" الولد ضحك وكمّل لعبته. بعد كم ساعة، وكف الولد بالمطبخ يغسل الصحون ويسمع موسيقى. حس بفرحة لأنه نفّذ وعده لأمه.",Iraqi
 كان أحمد في حاجة إلى موقد غاز جديد لمطبخه. ذهب إلى السوق وبحث في عدة محلات. وجد موقدًا يناسب ميزانيته واحتياجاته. قام بشرائه وعاد إلى منزله سعيدًا. , أحمد كان محتاج لموقد غاز جديد لمطبخه. راح للسوك ودور بعدة محلات. لكى واحد يناسب مصريفه واحتياجاته وشتراه. رد لبيته فرحان.,Iraqi
" كان يوسف يمتلك مبلغا من الدولارات الأمريكية وأراد تغييرها إلى جنيهات إسترلينية لرحلته إلى لندن. فذهب إلى مكتب الصرافة وسأل الصراف: ""هل يمكنك تغيير الدولارات الأمريكية إلى جنيهات إسترلينية؟"" فأجابه الصراف بأن السعر الحالي ممتاز للتحويل. فسر يوسف بذلك وقام بتبديل المبلغ، متطلعا لزيارة معالم لندن الشهيرة. "," يوسف كان عنده دولارات أمريكية ويريد يصرفها لجنيهات إسترلينية حتى يسافر لندن. راح لمكتب الصيرفة وسأل الصيرفي: ""تكدر تصرف الدولارات الأمريكية لجنيهات إسترلينية؟"" الصيرفي جاوبه إن السعر زين اليوم للتبديل. يوسف فرح وصرف الفلوس، متحمس يروح يشوف معالم لندن المشهورة.",Iraqi
 بالتأكيد يا سيدي. ما اسمك؟ قال الرجل العجوز وهو ينظر إليّ بعينين تملؤهما الحكمة. أجبته بأدب: اسمي عمر يا عمي. ثم سألني عن قصتي وكأنه يعرف أن هناك شيئاً ما خلف ستار الكلمات. وبعد حديث طويل، أدركت أن هذا الرجل قد يكون مفتاح حل لغز ماضي عائلتي. , طبعاً سيدي. شنو اسمك؟ كال الشيبة وهو يلمعني بعيونه الحكيمة. رديت عليه بأخلاق: اسمي عمر يا عمو. وبعدين سأل عن سالفتي كأنه دراي بشي مستور وره الكهرباء. وبعد سوالف طويلة، عرفت هذا الشيبة يمكن يكون مفتاح حل ألغاز تاريخ عايلتنا.,Iraqi
" في أحد الأيام, ذهب أحمد إلى عمله دون أن يلتزم بالزي الرسمي المعتاد. لاحظ رئيسه ذلك واستدعاه لمكتبه ليسأله عن السبب. أخبره أحمد أن ملابسه الرسمية تضررت بسبب عطل في الغسالة. تفهم الرئيس الموقف وسمح له بالعمل بملابسه العادية لهذا اليوم. "," بيوم من الأيام, راح أحمد على دوامه من دون ما يلبس الزي الرسمي. شافه المدير وناداه لمكتبه حتى يسأله ليش مو لابس مثل الكل. كلله أحمد إن الغسالة خربانة وما غسلت ملابسه الرسمية. المدير فهم الحالة وسمحله يداوم بملابسه العادية لهذا اليوم.",Iraqi
 ارجوا أن تحضر المرة القادمة فقط. عندما جاءت الفرصة التالية، لبى أحمد الدعوة وحضر. وجد نفسه في تجمع مليء بالمثقفين والأدباء. استمتع بالحديث معهم، وتعلم الكثير. , أتمنى تحضر المرة الجاية بس. لما أجت الفرصة الثانية، أحمد استجاب للدعوة وحضر. لكى نفسه بتجمع مليان بالمثقفين والأدباء. استمتع بالسوالف معاهم وتعلم هوايه.,Iraqi
 كان يحيى غير متأكد إذا كان قد حزم ملابس كافية لرحلة مدتها ثلاثة أيام. فتح الحقيبة مرة أخرى وأضاف بعض القمصان والجوارب. لم ينسَ أخذ شاحن الهاتف والكاميرا لتوثيق اللحظات. وعندما وصل الى وجهته، شعر بالراحة لأنه أعد كل شيء بشكل جيد. , يحيى ما كان متأكد إذا كان حضّر أغراض كافية لرحلة ثلاث أيام. فتح الشنطة مرة ثانية وضاف كم قميص وجرابات. ما نسة ياخذ معاه شاحن الموبايل والكاميرا حتى يوثق الذكريات. ولمّا وصل للمكان الي رايحله، حس بالراحة لأنه كان مجهز كلشي زين.,Iraqi
 في يوم من الأيام، وجد أحمد عملة نادرة وقيمتها دولاران لكل واحدة. قرر بيعها في المزاد العالمي. تجمع الناس من كل مكان لرؤية العملة النادرة. وفي النهاية، بيعت العملة بألف دولار. , بيوم من الأيام، لكة أحمد دراهم نادرة وكل وحدة بيها تسوة دولارين. قرر يبيعها بالمزاد العالمي. الناس اجتمعوا من كل مكان ليشوفوا الدراهم النادرة. وبالآخر، انباعت الدراهم بألف دولار.,Iraqi
