id,split,MSA,ALG
15296,corpus-6-test-corpus-26-train,هل من المقبول عدم اتباع أي شخص لتعليمات الأمن ؟,اذا ميهمش باش كل واحد يسمع تعليمات السلامة؟
15319,corpus-6-test-corpus-26-train,هل الشوارع الخلفية خطر ؟,اذا الممر خطير؟
15320,corpus-6-test-corpus-26-train,أجل . من فضلك اتخذ الإجراء الضروري .,إيه. دير اللازم.
15323,corpus-6-test-corpus-26-train,أجل ، واحدة فقط . متى سأعرف ؟ وكيف سيتم تعويضي ؟,إيه. واحد برك. وقتاش نعرف؟ واش يكون عندي كمقابل؟
15331,corpus-6-test-corpus-26-dev,هاهي بطاقة تحقيق الهوية الخاصة بي .,هيليك بطاقة التعريف ديالي.
15337,corpus-6-test-corpus-26-train,نفضل مائدة بجوار النافذة .,نفضلوا طاولة قريبة من الطاقة.
15347,corpus-6-test-corpus-26-train,من فضلك دلني على أرخص وسيلة للذهاب إلى سان فرانسيسكو .,قولي كيفاش نروح لسان فرانسيسكو بأقل تكلفة.
15362,corpus-6-test-corpus-26-train,هل تعرف المطعم يا كيويا ؟,اذا تعرف المطعم كييوكا؟
15378,corpus-6-test-corpus-26-train,اتجاه واحد .,ذهاب فقط.
15380,corpus-6-test-corpus-26-train,سأصبح بديناً في حال ما ظللت جالساً هنا آكل باستمرار .,دوك نسمان اذا بقيت ناكل هنا باستمرار.
15400,corpus-6-test-corpus-26-train,هل يوجد ملهى ليلي جيد به عرض رقصة الفلامنكو ؟,اذا كاين نادي ليلي مليح بعروض فلامنكو؟
15419,corpus-6-test-corpus-26-train,جميل الفستان التي ترتدينه .,الفستان اللي راكي لابستيه شباب.
15431,corpus-6-test-corpus-26-train,قدمي تؤلمني .,عندي وجع في رجلي.
15436,corpus-6-test-corpus-26-train,أين توجد أقرب مغسلة ؟,وين جاية المغسلة القريبة؟
15443,corpus-6-test-corpus-26-train,هل لك أن نبدل مقاعدنا من فضلك ؟,تقدر تبدل المكان معايا، من فضلك؟
15447,corpus-6-test-corpus-26-train,تم الفصل بين مقاعدنا .,مانكونوش قاعدين كيف كيف.
15452,corpus-6-test-corpus-26-train,في الواقع أريد استصدار صك تأمين على هذا الطرد أيضاً .,بالحقيقة، نحب نأمن على هاذ الطرد كذلك.
15463,corpus-6-test-corpus-26-train,وصلت الفاتورة لمائة دولار .,الفاتورة لحقت مئة دولار.
15464,corpus-6-test-corpus-26-test,تقع منافذ الخروج للطوارئ في مقدمة ووسط ومؤخرة هذه الطائرة .,مخارج الطوارئ جايين فالقدام، فالوسط، و من وراء الجهاز.
15470,corpus-6-test-corpus-26-train,حسناً ، تم إعادة التأكيد على حجزك .,جيد، تم تأكيد الحجز ديالكم مجددا.
15476,corpus-6-test-corpus-26-train,الكعب مرتفع جداً .,الكعب عالي بزاف.
15477,corpus-6-test-corpus-26-train,نريد مائدة في الشرفة .,رانا حابين طاولة فالتراس.
15482,corpus-6-test-corpus-26-train,هذا يعني أن الفيلم ربما يكون غير مناسباً للأطفال تحت سن الخامسة عشر . لذلك فإن الآباء بحاجة إلى الأخذ بعين الاعتبار إذا ما كانوا سيدعون الأطفال يشاهدون الفيلم .,هاذا يعني بلي الفيلم ميوالمش الأطفال قل من خمسة عشر سنة. الأولياء لازم يقرروا اذا يخليو الأطفال يشوفوا و لا لالا.
15487,corpus-6-test-corpus-26-train,كيف تريد النقود ؟ من فضلك املأ هذه الورقة ووقع هنا .,بأي شكل تحب الدراهم؟ من فضلك عمر هذه الورقة ووقع هنا.
15509,corpus-6-test-corpus-26-train,تؤلمني معدتي أحياناً .,مينداك عندي وجع في كرشي.
15522,corpus-6-test-corpus-26-train,هل لديكم أطباق ذات سعرات حرارية منخفضة ؟ فأنا أتبع نظاما غذائياً حالياً .,اذا عندكم وجبات خفاف؟ راني في حمية حاليا.
15529,corpus-6-test-corpus-26-dev,لا يوجد رسم ضروري .,متخلص والو.
15539,corpus-6-test-corpus-26-train,"أجل ، معي تذكرتان ل "" العمالقة "" و "" المحتالين "" .",ايه، عندي تذكرتين جيون ودوجرز.
15546,corpus-6-test-corpus-26-train,نحن من أكبر موردي أجهزة الميكروكومبيوتر .,حنا من أفضل المزودين بأجهزة الكمبيوتر.
15553,corpus-6-test-corpus-26-train,شكراً . وأنا أيضاً . إلى اللقاء فيما بعد .,صحا. أنا تاني. إلى المرة القادمة.
15564,corpus-6-test-corpus-26-train,حجرة مزدوجة بحمام من فضلك .,غرفة بسرير مزدوج و بينواغ، من فضلك.
15566,corpus-6-test-corpus-26-train,لقد سقطت من على درجات السلم .,طحت فالدروج.
15575,corpus-6-test-corpus-26-train,ما هو الآيس كريم الذي تزكيه ؟,واش هو الآيس كريم اللي تنصحني بيه؟
15577,corpus-6-test-corpus-26-dev,هه . هذه . يبدو اللون جميلاً عليك .,همم. هاذا. اللون خرج عليك.
15598,corpus-6-test-corpus-26-test,أين كتب اللغة الأجنبية ؟,وين راهم الكتب باللغة الأجنبية؟
15604,corpus-6-test-corpus-26-train,شريحتين وزجاجة سبرايت .,زوج حصص و واحد سبرايت.
15607,corpus-6-test-corpus-26-test,أعطني سجائر .,اعطيني سجائر.
15610,corpus-6-test-corpus-26-dev,"دخوله البلد مخالف للقانون . آسف . حسناً , إنني أخمن في كيفية العناية بكل شيء .",ماشي قانوني تجيب هاذا للبلاد، سامحني. حسنا، نظن بلي هاذا ماكان.
15652,corpus-6-test-corpus-26-train,أجل ، أنا . لقد كانوا يعيشون بجواري في كاليفورنيا لكنهم انتقلوا إلى فلوريدا منذ عامين . ماذا عنك ؟ هل تسافر بمفردك ؟,أيه. يسكنوا قدامي في كاليفورنيا بصح رحلوا لفلوريدا عندها عامين. و أنت؟ راك مسافر وحدك؟
15664,corpus-6-test-corpus-26-train,أنا مريض .,راني مريض.
15666,corpus-6-test-corpus-26-train,يبدو طفلي منهكاً بسبب الحمى .,وليدي راهو يبان مهلوك بالحمى.
15673,corpus-6-test-corpus-26-train,بهذا المقاس من فضلك .,في هاذ المقاس، من فضلك.
15674,corpus-6-test-corpus-26-train,تمنح أوسمة الاستحقاق الثقافي للفنانين والعلماء المتميزين في هذا اليوم .,وسام الاستحقاق الثقافي اعطاوه للفنانين و الجامعيين المميزين بهاذ المناسبة.
15676,corpus-6-test-corpus-26-train,أنا ياباني .,أنا ياباني.
15692,corpus-6-test-corpus-26-train,هذا ثمنه مرتفع جداً .,بزاف غالي.
15699,corpus-6-test-corpus-26-train,أجل . استقل الحافلة التي تذهب إلى محطة كيوتو .,إيه. خوذ الحافلة لطوكيو.
15710,corpus-6-test-corpus-26-train,هل هذا للأعضاء فقط ؟,مخصص للأعضاء؟
15735,corpus-6-test-corpus-26-dev,سعر الغرفة هو ستة آلاف ين في الليلة .,الغرفة تسوا ستة آلاف ين لليلة.
15763,corpus-6-test-corpus-26-train,هل يمكنني أن أحضر هذا على متن الطائرة ؟,نقدرندي هاذا داخل الجهاز؟
15775,corpus-6-test-corpus-26-train,حسناً . كل ما أريده هو معرفة إذا ما كان المشروع سيحقق ربحاً .,موافق. كل واش راني حاب نعرف، اذا القضية مربحة في النهاية.
15784,corpus-6-test-corpus-26-train,جميل . هل تريدين إيشارباً يتناسب مع هذا ؟,جيد. اذا راك حاب شال مع هاذا؟
15788,corpus-6-test-corpus-26-train,أعد شحن البطارية من فضلك .,اشحن البطارية، من فضلك.
15791,corpus-6-test-corpus-26-train,أنا مستعد للطلب .,راني واجد باش ندير نطلبية.
15798,corpus-6-test-corpus-26-dev,أملاح الحمام العشبي تجعل ملمس بشرتك ناعماً وأملس .,أملاح الاستحمام بالنباتات يخلي بشرتك ناعمة و ملساء.
15804,corpus-6-test-corpus-26-train,اكتب اسم شركة الطيران ورقم الرحلة أيضاً .,أكتب الإسم تع شركة الطيران و رقم الرحلة، تاني.
15814,corpus-6-test-corpus-26-train,حقاً . اليوم هو الأحد ، والأحد هو أسوء الأيام .,صح. اليوم هو الأحد، ويوم الاحد هو أسوأ يوم.
15896,corpus-6-test-corpus-26-train,أجل . إنها مشكلة تخلص من الفضلات .,إيه، هي مشكلة في معالجة النفايات.
15897,corpus-6-test-corpus-26-train,أريد هذا الطراز لخمسة أماكن مرصعة .,نحب هاذ الشكل في وضع خمسة أماكن.
15899,corpus-6-test-corpus-26-train,لدي معظم العائلات مصدرين للدخل .,بزاف عائلات عندهم زوج مداخيل.
15902,corpus-6-test-corpus-26-train,"آه . هذه الفضية نادرة "" القمر والجرس "" . هل تريد أن تغيرها أكيد ؟","أوه. هاذ الفضة نادرة ""القمر والجرس. "" راك متأكد بلي حبيت تبدلو؟"
15911,corpus-6-test-corpus-26-train,أمي وأختي قادمتان من اليابان لرؤيتي . سيصلان هنا حوالي السابعة مساءً .,أمي وأختي يجو من اليابان باش يشوفوني. يوصلو حوالي السبعة تع العشية.
15942,corpus-6-test-corpus-26-train,اللون البني محبب هذا العام .,البني ناجح بزاف هاذ العام.
15950,corpus-6-test-corpus-26-test,فكرة صائبة . متى تخطط للمجيء ؟,فكرة جيدة. وقتاش راك تخمم باش تجي؟
15967,corpus-6-test-corpus-26-train,حسنا . مقعدان من فضلك .,موافق. زوج أماكن، من فضلك.
15989,corpus-6-test-corpus-26-train,أين السوق ؟,وين راه السوق؟
16007,corpus-6-test-corpus-26-train,أود قياس بذلة السباق الخاصة بي .,راني متشوق باش نجرب اللبسة تع السباق ديالي.
16016,corpus-6-test-corpus-26-train,ظننت أنكم أيها الشباب تأكلون الكعك المخبوز فقط .,نظن بلي تاكل غير لي بينيي.
16034,corpus-6-test-corpus-26-train,"ما سعر تذكرة درجة أولى إلى إدنبره , من فضلك ؟",شحال تذكرة الدرجة الأولى لإيدنبره، من فضلك؟
16042,corpus-6-test-corpus-26-train,يبدو أن النقود التي أعطيتني إياها ناقصة عشر دولارات .,نظن بلي ينقص عشرة دولار من المجموع لي رجعتهولي.
16046,corpus-6-test-corpus-26-train,لقد اتصلت بالسيد سميث في غرفة رقم اثنان صفر واحد منذ لحظات ، لكن لم يرد أحد . هل لك أن ترى هل لا يزال يقيم هنا ؟,هاذا وين اتصلت بالسيد سميث للغرفة مئتين وواحد، بصح ماكانش لي رجع. اذا راك عارف بلي حجز هنا؟
16061,corpus-6-test-corpus-26-train,أريد واحدة حديثة .,حبيت واحد حديث.
16070,corpus-6-test-corpus-26-train,أعمل في شركة نشر .,نعمل عند دار نشر.
16073,corpus-6-test-corpus-26-train,هل لك أن تتفضل وتملأ هذه ؟,من فضلك تعمر لي هاذا؟
16080,corpus-6-test-corpus-26-test,ما هذا الشارع ؟,واسمها هاذ الطريق؟
16082,corpus-6-test-corpus-26-test,هل لك أن تزن هذا الطرد ؟,تقدر توزنلي هاذ الحزمة؟
16089,corpus-6-test-corpus-26-train,ماذا تسمون هذا بالإنجليزية ؟,كيفاش نقولوا هاذا بالانجليزية؟
16091,corpus-6-test-corpus-26-train,"ظل سائراً عبر هذا الممر , وستجدها على الجانب الأيمن .",ارواح في هاذ الممر. تصيبو على اليمين.
16098,corpus-6-test-corpus-26-train,أريد التأمين على هذا .,راني حاب نأمن على هاذا.
16106,corpus-6-test-corpus-26-train,صباح الخير . هذا مكتب الاستقبال . هل لي أن أساعدك ؟,صباح الخير. معاك فالاستقبال. بواش نقدر نخدمك؟
16127,corpus-6-test-corpus-26-train,حسناً . تفضل بالدخول .,جيد. ادخل امالا.
16130,corpus-6-test-corpus-26-test,"أجل , سيدي . آتي هنا للإفطار كل يوم , من الاثنين حتى الجمعة , قبل الذهاب للعمل .",إيه. سيدي. نجي ناخذ فطور الصباح ديالي هنا كل يوم، من الاثنين إلى الجمعة، قبل الذهاب إلى العمل.
16140,corpus-6-test-corpus-26-dev,لا توجد أية مشاكل .,ماكانش مشكل.
16141,corpus-6-test-corpus-26-train,من فضلك اتصل لي برقم ثلاثة اثنان ستة اثنان تسعة واحد ثمانية .,مررلي اثنان وثلاثون تسعة وستون ثمانية عشر.
16158,corpus-6-test-corpus-26-train,"أجل , يمكننا القيام بخدمتك بداية من السابعة .",إيه، نقدروا نخدموك ابتداءا من الساعة السابعة.
16167,corpus-6-test-corpus-26-train,من فضلك استلق هنا .,اتكسل هنا.
16169,corpus-6-test-corpus-26-test,يالها من خدمة سريعة !,شحال سريعة هاذ الخدمة.
16191,corpus-6-test-corpus-26-train,ربما ستظل ترتفع .,بالاك يعاود يظهر.
16217,corpus-6-test-corpus-26-train,من فضلك اتجه يساراً عند التقاطع التالي .,من فضلك دور على اليسار في التقاطع المقبل.
16219,corpus-6-test-corpus-26-dev,معذرة . كيف يمكنني الوصول إلى المصرف ؟,المعذرة. كيفاش نديرو باش نلحقوا للضفة؟
16222,corpus-6-test-corpus-26-train,هل توجد خدمة نقل بالحافلات إلى متحف فورد ؟,اذا متحف فورد عندو خدمة الحافلة؟
16227,corpus-6-test-corpus-26-train,"أجل . اسمك ورقم غرفتك , من فضلك .",إيه. أسمك و رقم الغرفة، من فضلك.
16231,corpus-6-test-corpus-26-train,كم المدة التي يستغرقه لكي يصل لليابان عن طريق البريد الجوي ؟,شحال الوقت باش تلحق لليابان بالطيارة؟
16238,corpus-6-test-corpus-26-train,حسناً . أراك الساعة الثانية يوم الأحد .,موافق. يوم الأحد، على الثانية بعد الزوال.
16258,corpus-6-test-corpus-26-train,أريد أن أمر بنيويورك في طريقي إلى تورونتو .,راني حاب نروح من نيويورك لطورونتو.
16259,corpus-6-test-corpus-26-train,لقد كسر الزمام المنزلق . هل لديك مزيد من نفس النوع ؟,السنسلة تكسرت. اذا عندكم واحدوخرين من نفس النوع؟
16271,corpus-6-test-corpus-26-train,هذا ضرب من الدناءة .,موسخ إلى حد ما.
16279,corpus-6-test-corpus-26-dev,هل لك أن تعيد تأكيد رحلتي ؟ هاهي تذكرة الطيران .,تقدر تعاود تأكد لي الرحلة؟ هاك التذكرة ديالي.
16291,corpus-6-test-corpus-26-train,هل لديك هذا باللون الأخضر الداكن ؟,عندكم منو فالأخضر الغامق؟
16292,corpus-6-test-corpus-26-test,هل لك أن تأخذني إلى كانتربري وتعيدني إلى هنا ؟,تقدر تديني لكانترباري و ترجعني؟
16311,corpus-6-test-corpus-26-train,هل لي بشوكة أخرى ؟,نقدر نتحصل على فرشيطة واحدوخرى؟
16312,corpus-6-test-corpus-26-train,شكراً جزيلاً لعطفك .,صحا بزاف على اللطف ديالك.
16335,corpus-6-test-corpus-26-train,آسف ، نحن لا نبيع تذاكر للمسرح .,نعتذر، منبيعوش تذاكر للمسرح.
16337,corpus-6-test-corpus-26-train,أريد أن أرى هذا .,راني حاب نشوف هاذا.
16339,corpus-6-test-corpus-26-train,آه ، هذا جميل . ماذا علي أن أصنع ؟,أوه، مليح. واش لازم ندير؟
16344,corpus-6-test-corpus-26-dev,أريد مد إقامتي هنا ليومين آخرين .,راني حاب نمدد الإقامة ديالي هنا ليومين.
16351,corpus-6-test-corpus-26-train,من فضلك غير مقعدي .,بدلي المكان، من فضلك.
16365,corpus-6-test-corpus-26-train,لدينا جمبري رائع جداً اليوم .,عندنا جمبري بزاف بنين اليوم.
16371,corpus-6-test-corpus-26-train,إلى أي ساعة متأخرة تظل مفتوحة ؟,مفتوح حتى لوقتاش؟
16395,corpus-6-test-corpus-26-train,للمدخنين أم لا ؟,مدخن ولا ماشي مدخن؟
16403,corpus-6-test-corpus-26-train,إنه غالي جدا بالنسبة لي . ألا يمكنك تخفيض السعر قليلاً ؟,غالي بزاف عليا. متقدرش تخفضلي السعر؟
16409,corpus-6-test-corpus-26-dev,أنا جاهز صباح الأربعاء أو بعد ظهر الجمعة .,أنا مفتوح الأربعاء صباحا ولا الجمعة بعد منتصف النهار.
16413,corpus-6-test-corpus-26-train,لم أقم بالحجز .,مدرتش حجز.
16434,corpus-6-test-corpus-26-train,لأن الصيف في اليابان عادة ما يكون شديد الحرارة ، ولم يكن لدينا تكييف هواء قديماً .,علا جال الصيف فاليابان عادة سخون بزاف، وماكانش عندنا البراد هاديك المرة.
16444,corpus-6-test-corpus-26-train,هل لك أن تستدعي لي سيارة أجرة الساعة الثامنة صباح غد ؟,تقدر تعيطلي لطاكسي لثامنة غدوة صبح؟
16453,corpus-6-test-corpus-26-train,إنه مريب .,كئيب.
16465,corpus-6-test-corpus-26-train,لماذا لا ننتظر الحافلة تحت التندة ؟,وعلاش منستناوش الحافلة تحت الساترة؟
16477,corpus-6-test-corpus-26-train,تعالى ، كينجي . دعني أريك أرجاء المكتب .,ارواح، كنجي. اسمحلي نوريلك المكتب.
16478,corpus-6-test-corpus-26-train,أجل ، إنها مفتوحة من التاسعة حتى التاسعة .,إيه، مفتوح من التاسعة صباحا حتى التاسعة ليلا.
16484,corpus-6-test-corpus-26-dev,لا أستطيع النوم جيداً أثناء الليل .,منقردش مليح فاليل.
16487,corpus-6-test-corpus-26-train,كيف أثر الركود على الشركة ؟,كيفاش أثر الركود على أعمالك؟
16495,corpus-6-test-corpus-26-train,لدي موعد آخر .,عندي موعد آخر.
16516,corpus-6-test-corpus-26-train,هل لي بخريطة لطرق المدينة ؟,نقدر نتحصل على مخطط للمدينة؟
16536,corpus-6-test-corpus-26-dev,هذا بعينه ما كنت أبحث عنه .,بالضبط واش راني نحوس.
16542,corpus-6-test-corpus-26-train,لا أفهم شرحك .,مانيش نفهم الشرح ديالك.
16546,corpus-6-test-corpus-26-train,كان يجب تدبير وسيلة مواصلات . ذاهبة إلى بوسطن .,عندي مراسلة. نروح لبوسطن.
16547,corpus-6-test-corpus-26-train,أين أفضل مكان لمشاهدة المعالم ؟,وين جاي أفضل مكان للسياحة؟
16576,corpus-6-test-corpus-26-train,هل هي متينة ؟,يقاوم؟
16577,corpus-6-test-corpus-26-train,لقد استمتعت كثيرا .,استمتعت بزاف.
16581,corpus-6-test-corpus-26-train,حسنا إذاً ، أريد عصا مضرب أصغر كتلك التي مع جوليا روبرتس .,في هاذ الحالة، حبيت وجه أصغر كيما جوليا روبرت.
16586,corpus-6-test-corpus-26-train,هل لك أن تأخذ هذا ، من فضلك ؟,تقدر تدي هاذا، من فضلك؟
16601,corpus-6-test-corpus-26-train,الركاب المسافرون على خطوط إيه بي سي الجوية رحلة رقم سبعة صفر ثلاثة المتجهة إلى طوكيو التفضل بالتوجه إلى بوابة رقم عشرين لإنهاء الإجراءات الرسمية .,المسافرين تع الخطوط أيه بي سي سبعمئة و ثلاثة لي رايحين لطوكيو يتفضلوا لباب الاقلاع رقم عشرون للإجراءات الحكومية.
16607,corpus-6-test-corpus-26-train,أين موقف الحافلات ل بي ؟,وين راهي محطة الحافلة ل بي؟
16643,corpus-6-test-corpus-26-train,الدخول فرداً فردا ، ً من فضلكم .,فالعادي، من فضلك.
16653,corpus-6-test-corpus-26-dev,من أين يمكنني شراء مفارش مائدة ؟,وين نقدر نشري فرشة للطاولة؟
16679,corpus-6-test-corpus-26-train,هل يمكنني استئجار مرشداً يتحدث اللغة اليابانية ؟,اذا نقدر نعين دليل يهدر اليابانية؟
16696,corpus-6-test-corpus-26-train,هل تريدني أن ألتقط لك صورة ؟,تحب ناخذلك تصويرة؟
16709,corpus-6-test-corpus-26-train,لم يكن لدي هذا الطبق .,مخذيتش هاذ الطبق.
16718,corpus-6-test-corpus-26-train,لقد قطع إصبعي . هل يوجد مطهر ؟,قطعت صبعي. اذا عندك مطهر؟
16723,corpus-6-test-corpus-26-train,هل يمكنني الحصول على طابع فئة خمسة وتسعين سنتاً ؟,نقدر نتحصل على طابع بخمسة و تسعون سنتيم؟
16736,corpus-6-test-corpus-26-train,سأكون هنا الساعة الثامنة إلى الربع .,نكون هنا على الثامنة غير ربع.
16746,corpus-6-test-corpus-26-train,أريد عطراً .,حبيت الريحة.
16747,corpus-6-test-corpus-26-train,هل لي بجدول مواعيد ؟,نقدر نتحصل على جدول زمني؟
16751,corpus-6-test-corpus-26-test,هل ستذهب إلى المدرسة هنا ؟,هنا لي تروح للمدرسة؟
16758,corpus-6-test-corpus-26-dev,كم كان ثمنها ؟,اذا كاين بزاف لداخل؟
16760,corpus-6-test-corpus-26-train,هل فندق هيلتون بعيد عن هنا ؟,اذا الهلتون ماشي بعيد من هنا؟
16769,corpus-6-test-corpus-26-train,أنا متأكد أنني وضعتها في محفظة الأوراق الخاصة بي .,راني متأكد بلي درتو في حامل الملفات ديالي.
16770,corpus-6-test-corpus-26-train,ارفعوا أيديكم .,اليدين إلى السماء.
16771,corpus-6-test-corpus-26-train,هل يوجد مطعماً يمكنك أن تزكيه بالقرب من هنا ؟,اذا كاين مطعم لي تنصحني بيه قريب من هنا؟
16773,corpus-6-test-corpus-26-train,"أيهما تفضل , داكن أم فاتح ؟",واش تفضل، بلون غامق ولا فاتح؟
16781,corpus-6-test-corpus-26-train,هل لك أن تخبرني عن مكان تحليق الطائرة الآن ؟,تقدر تقولي وين نروحو؟
16793,corpus-6-test-corpus-26-train,تذكرة نزول وركوب طائرة أخرى من فضلك .,تذكرة مراسلة، من فضلك.
16796,corpus-6-test-corpus-26-train,أين يوجد مكان لطيف لقضاء نزهة ليوم واحد ؟,وين نقدرو نصيبو مكان شباب باش نديرو رحلة ليوم واحد؟
16799,corpus-6-test-corpus-26-train,أريد حقيبة كيلي حمراء نفس هذا الطراز .,راني حاب ساك كيلي أحمر في نفس الطراز كيما هاذا.
16805,corpus-6-test-corpus-26-train,هل ستزال تعمل جدول المواعيد ؟,مازال نقدرو نحافظو التواريخ؟
16810,corpus-6-test-corpus-26-train,متى يفتح المصرف ؟,على آما ساعة يفتح البنك؟
16811,corpus-6-test-corpus-26-train,أشعر بالإعياء .,مانيش نحس بروحي مليح.
16819,corpus-6-test-corpus-26-train,سأرتبك . هل تمانع في رسم خريطة لي ؟,مربك. نقدر ترسملي مخطط؟
16822,corpus-6-test-corpus-26-test,بالخارج .,في الخارج.
16829,corpus-6-test-corpus-26-test,خذني إلى المستشفى .,اديني للمستشفى.
16833,corpus-6-test-corpus-26-train,هل يجب أن آتي إلى المستشفى كل يوم ؟,اذا لازم نجي للمستشفى كل يوم؟
16837,corpus-6-test-corpus-26-train,معدتي تؤلمني .,عندي وجع في كرشي.
16839,corpus-6-test-corpus-26-train,كم أجرة البريد لإرسال هذا الخطاب إلى اليابان ؟,شحال سعر البريد باش نبعث هاذ الرسالة لليابان؟
16842,corpus-6-test-corpus-26-train,أريد زجاجة من نبيذ شيري الأسباني .,راني حاب كأس شيري.
16869,corpus-6-test-corpus-26-train,هل تريد أن يأتي أحد ليأخذك من المطار ؟,اذا لازم نجي نجيبك من المطار؟
16872,corpus-6-test-corpus-26-dev,سيبدأ الصعود على متن الطائرة الساعة الرابعة والنصف لذلك من فضلكم كونوا هناك قبل هذا الموعد .,اجراءات الصعود تبدا على الساعة الرابعة. ارواح من قبل.
16878,corpus-6-test-corpus-26-train,من ثلاثين ألف ين .,من ثلاثون ألف ين.
16879,corpus-6-test-corpus-26-train,من أين يمكنني شراء بطاقة هاتف ؟,وين نقدر نشري بطاقة تلفونية؟
16888,corpus-6-test-corpus-26-train,هل يمكنني إعادتها في مدينة مختلفة ؟,نقدر نرجعو في مدينة آخرى؟
16889,corpus-6-test-corpus-26-dev,أخطط للبقاء لمدة اثنا عشر يوماً .,نويت نبقى اثنا عشر يوم.
16893,corpus-6-test-corpus-26-train,من فضلك اجعل الجزء العلوي أطول قليلاً .,اتكسل شويا للأعلى.
16896,corpus-6-test-corpus-26-train,تحتاج لرؤية أخصائي .,لازم تشوف مختص.
16899,corpus-6-test-corpus-26-dev,بضع دقائق أخرى من فضلك .,زيد شوية دقائق، من فضلك.
16904,corpus-6-test-corpus-26-train,مسار رقم أربعة عشر .,رصيف رقم أربعة عشر.
16911,corpus-6-test-corpus-26-train,آه ، عندك ؟ بالتأكيد إن لديك تشكيلة كبيرة .,أوه، صاح؟ حقا عندكم خيار كبير.
16928,corpus-6-test-corpus-26-dev,لا أستطيع أن أجدها في أي مكان .,ماصبتهومش في حتى مكان.
16936,corpus-6-test-corpus-26-test,هل لديك أي مقاعد شاغرة للندن ؟,بقاو أماكن للندن؟
16952,corpus-6-test-corpus-26-train,أريد نسخة من تقرير السرقة .,راني حاب نسخة من تصريح السرقة.
16955,corpus-6-test-corpus-26-dev,إنها على بعد ناصية واحدة في الشارع .,على بعد تقاطع في الشارع.
16960,corpus-6-test-corpus-26-train,هل لك أن تعطيني إشارة بالضوء عندما تكون فيها ؟,تقدر تعطيني الشعلة مادام راك هنا؟
16962,corpus-6-test-corpus-26-test,هل هذه السجائر معتدلة ؟,هاذو سجائر خفيفة؟
16964,corpus-6-test-corpus-26-train,حسنا . مثل هذه فسحب .,جيد. هاكذا برك.
16967,corpus-6-test-corpus-26-train,سيأتي القطار السريع التالي بعد ساعة .,الاكبسرس المقبل في ساعة.
16976,corpus-6-test-corpus-26-train,أود أن أجعل أكمام هذا الجاكت الرياضي طويلة .,راني حاب نطول اليدين تع هاذ السترة الرياضية.
16992,corpus-6-test-corpus-26-train,لدي حجز . هذا هو رقم تأكيد الحجز .,عندي حجز. هاهو رقم التأكيد.
17027,corpus-6-test-corpus-26-train,عيد ميلادك اقترب .,عيد ميلادك قرب.
17030,corpus-6-test-corpus-26-dev,توقفت القطارات بسبب الإضراب .,القطارات ماهومش يمشو على جال الإضراب.
17038,corpus-6-test-corpus-26-train,هل يمكنك أن تصلح ذلك ؟,تقدر توجدلي هاذا؟
17068,corpus-6-test-corpus-26-dev,كان الشارع مزدحماً بالسيارات .,الطريق كانت معمرة بالسيارات.
17079,corpus-6-test-corpus-26-train,إنه المبنى الثاني على يسار هذا المبني الأبيض .,البناية الثانية على اليسار في هاذ العمارة البيضاء.
17094,corpus-6-test-corpus-26-train,حجزنا مقعداً ليوم الخامس والعشرين من أكتوبر في الساعة الحادية عشر صباحاً .,حجزنا مكان للخامس و عشرون أكتوبر على الساعة الحادية عشر صباحا.
17097,corpus-6-test-corpus-26-train,لا . قليلاً في الأمام . هناك ، نعم .,لالا، شوية للقدام. هاهو، إيه.
17115,corpus-6-test-corpus-26-train,نعم ، هذا لا يشمل الوجبات .,إيه، الوجبات ماشي داخلة.
17117,corpus-6-test-corpus-26-train,أين يمكنني استعادة ثمن هذه التذكرة ؟,وين نقدر نعوض هاذ التذكرة؟
17120,corpus-6-test-corpus-26-train,لماذا يحدث هذا ؟,وعلاش هاذا يصرا دايمن؟
17149,corpus-6-test-corpus-26-train,أريد أن أحصل على استراحة .,راني حاب نشوف الباقي.
17158,corpus-6-test-corpus-26-train,لقد تعطلت سيارتي . من فضلك احضر لتأخذها .,السيارة ديالي تعطلت. أرواح تديها من فضلك.
17163,corpus-6-test-corpus-26-train,أريد أن يكون شعري خلف رأسي أطول قليلاً .,راني حاب شعري شوية طويل من الخلف.
17177,corpus-6-test-corpus-26-train,ما هي الأنواع التي لديكم ؟,واش من الأنواع عندكم؟
17179,corpus-6-test-corpus-26-dev,أوافق . إنه أحد الأماكن المفضلة لي .,موافق. هاذا من الأماكن المفضلة بالنسبة لي.
17180,corpus-6-test-corpus-26-train,ما هو نوع النموذج الذي تفكر فيه ؟,واش من نوع النماذج لي عندكم؟
17204,corpus-6-test-corpus-26-test,اسمي ميتشكو تاناكا ، ورقم الرحلة إلى طوكيو هو خمسة ، صفر ، واحد .,اسمي هو ميشيكو طاناكا و رقم الرحلة ديالي هو خمسمئة و واحد لطوكيو.
17216,corpus-6-test-corpus-26-train,من فضلك ، هل رسمت لي خريطة بسيطة من هنا ؟,تقدر ترسملي مخطط بسيط على المكان اللي رانا فيه؟
17217,corpus-6-test-corpus-26-train,أين نتقابل ؟,وين نديرو موعد؟
17222,corpus-6-test-corpus-26-train,أود تصفيف شعري بالطريقة التي كان عليها من قبل .,راني حاب نفس المشطة اللي مقبل.
17229,corpus-6-test-corpus-26-train,أعطني خمسين ، من فضلك .,أعطيني خمسين، من فضلك.
