id,split,MSA,ALG,ALG Translation
16335,corpus-6-test-corpus-26-train,آسف ، نحن لا نبيع تذاكر للمسرح .,نعتذر، منبيعوش تذاكر للمسرح.,"""""""Asfaw, we don't buy tickets for the theatre."
16337,corpus-6-test-corpus-26-train,أريد أن أرى هذا .,راني حاب نشوف هاذا.,أنا wanna see this.
16339,corpus-6-test-corpus-26-train,آه ، هذا جميل . ماذا علي أن أصنع ؟,أوه، مليح. واش لازم ندير؟,"Okay, okay, okay, why do you want to make it?"
16344,corpus-6-test-corpus-26-dev,أريد مد إقامتي هنا ليومين آخرين .,راني حاب نمدد الإقامة ديالي هنا ليومين.,أنا بحاجة إلى ثلاثة أيام أخرى.
16351,corpus-6-test-corpus-26-train,من فضلك غير مقعدي .,بدلي المكان، من فضلك.,Awesome!
16365,corpus-6-test-corpus-26-train,لدينا جمبري رائع جداً اليوم .,عندنا جمبري بزاف بنين اليوم.,ଆପଣ ଆପଣ ଏକ رائع للغاية اليوم.
16371,corpus-6-test-corpus-26-train,إلى أي ساعة متأخرة تظل مفتوحة ؟,مفتوح حتى لوقتاش؟,11:35 a.m.?
16395,corpus-6-test-corpus-26-train,للمدخنين أم لا ؟,مدخن ولا ماشي مدخن؟,- - - - - - - - - 
16403,corpus-6-test-corpus-26-train,إنه غالي جدا بالنسبة لي . ألا يمكنك تخفيض السعر قليلاً ؟,غالي بزاف عليا. متقدرش تخفضلي السعر؟,Ɛnɛ n'a n'a n'a n'
16409,corpus-6-test-corpus-26-dev,أنا جاهز صباح الأربعاء أو بعد ظهر الجمعة .,أنا مفتوح الأربعاء صباحا ولا الجمعة بعد منتصف النهار.,أنا ستعد صباح الأربعاء أو بعد ظهر الجمعة.
16413,corpus-6-test-corpus-26-train,لم أقم بالحجز .,مدرتش حجز.,أنا لست بحاجة إلى دفع.
16434,corpus-6-test-corpus-26-train,لأن الصيف في اليابان عادة ما يكون شديد الحرارة ، ولم يكن لدينا تكييف هواء قديماً .,علا جال الصيف فاليابان عادة سخون بزاف، وماكانش عندنا البراد هاديك المرة.,"কেন উত্তর اليابان يبدو باردًا, لكن ليس"
16444,corpus-6-test-corpus-26-train,هل لك أن تستدعي لي سيارة أجرة الساعة الثامنة صباح غد ؟,تقدر تعيطلي لطاكسي لثامنة غدوة صبح؟,ଆପଣ ଆପଣ ଆପଣ ଆପଣ ଆପ
16453,corpus-6-test-corpus-26-train,إنه مريب .,كئيب.,'Ee n'a n'a n'a n'
16465,corpus-6-test-corpus-26-train,لماذا لا ننتظر الحافلة تحت التندة ؟,وعلاش منستناوش الحافلة تحت الساترة؟,কেন ننتظر الحافلة تحت التندة ؟
16477,corpus-6-test-corpus-26-train,تعالى ، كينجي . دعني أريك أرجاء المكتب .,ارواح، كنجي. اسمحلي نوريلك المكتب.,"n'abalɔ, n'abalɔ, n'a"
16478,corpus-6-test-corpus-26-train,أجل ، إنها مفتوحة من التاسعة حتى التاسعة .,إيه، مفتوح من التاسعة صباحا حتى التاسعة ليلا.,"Ɛnɛ, n'a n'a n'a n"
16484,corpus-6-test-corpus-26-dev,لا أستطيع النوم جيداً أثناء الليل .,منقردش مليح فاليل.,আমি لست بحاجة إلى النوم جيدًا أثناء اللي
16487,corpus-6-test-corpus-26-train,كيف أثر الركود على الشركة ؟,كيفاش أثر الركود على أعمالك؟,كيف اثر الركود على شركة؟
16495,corpus-6-test-corpus-26-train,لدي موعد آخر .,عندي موعد آخر.,لدي موعدك أخرى.
16516,corpus-6-test-corpus-26-train,هل لي بخريطة لطرق المدينة ؟,نقدر نتحصل على مخطط للمدينة؟,- nwere n'o n'o n'o n
16536,corpus-6-test-corpus-26-dev,هذا بعينه ما كنت أبحث عنه .,بالضبط واش راني نحوس.,هذا ليس أمرًا يبحث عنه.
16542,corpus-6-test-corpus-26-train,لا أفهم شرحك .,مانيش نفهم الشرح ديالك.,أنا لا أفهم شرحك.
16546,corpus-6-test-corpus-26-train,كان يجب تدبير وسيلة مواصلات . ذاهبة إلى بوسطن .,عندي مراسلة. نروح لبوسطن.,ଆପଣ ଆପଣଙ୍କୁ ଉତ୍ତର ଆବଶ
16547,corpus-6-test-corpus-26-train,أين أفضل مكان لمشاهدة المعالم ؟,وين جاي أفضل مكان للسياحة؟,Where's the best place to watch the world?
16576,corpus-6-test-corpus-26-train,هل هي متينة ؟,يقاوم؟,They are a lion?
16577,corpus-6-test-corpus-26-train,لقد استمتعت كثيرا .,استمتعت بزاف.,لقد انتهيت كثيرا.
16581,corpus-6-test-corpus-26-train,حسنا إذاً ، أريد عصا مضرب أصغر كتلك التي مع جوليا روبرتس .,في هاذ الحالة، حبيت وجه أصغر كيما جوليا روبرت.,"Okay, wanna be a larger sword with Julien Roberto."
16586,corpus-6-test-corpus-26-train,هل لك أن تأخذ هذا ، من فضلك ؟,تقدر تدي هاذا، من فضلك؟,"ଆପଣ يمكنك فعل ذلك, من فضلك ؟"
16601,corpus-6-test-corpus-26-train,الركاب المسافرون على خطوط إيه بي سي الجوية رحلة رقم سبعة صفر ثلاثة المتجهة إلى طوكيو التفضل بالتوجه إلى بوابة رقم عشرين لإنهاء الإجراءات الرسمية .,المسافرين تع الخطوط أيه بي سي سبعمئة و ثلاثة لي رايحين لطوكيو يتفضلوا لباب الاقلاع رقم عشرون للإجراءات الحكومية.,यात्रियों على طائرات Icelandic Airlines رحلة رقم 7 
16607,corpus-6-test-corpus-26-train,أين موقف الحافلات ل بي ؟,وين راهي محطة الحافلة ل بي؟,Where is the bus stop?
16643,corpus-6-test-corpus-26-train,الدخول فرداً فردا ، ً من فضلكم .,فالعادي، من فضلك.,n'abalagba n'abalagba n'abalagba 
16653,corpus-6-test-corpus-26-dev,من أين يمكنني شراء مفارش مائدة ؟,وين نقدر نشري فرشة للطاولة؟,Where can I buy a mason jar?
16679,corpus-6-test-corpus-26-train,هل يمكنني استئجار مرشداً يتحدث اللغة اليابانية ؟,اذا نقدر نعين دليل يهدر اليابانية؟,আমি aweza elugar n'oge n'oge n
16696,corpus-6-test-corpus-26-train,هل تريدني أن ألتقط لك صورة ؟,تحب ناخذلك تصويرة؟,أنا تريدني أن ألتقط لك صورة ؟
16709,corpus-6-test-corpus-26-train,لم يكن لدي هذا الطبق .,مخذيتش هاذ الطبق.,Tidak o n'a n'a n'a n'
16718,corpus-6-test-corpus-26-train,لقد قطع إصبعي . هل يوجد مطهر ؟,قطعت صبعي. اذا عندك مطهر؟,لقد قطع رأسك. هل هناك ماء ؟
16723,corpus-6-test-corpus-26-train,هل يمكنني الحصول على طابع فئة خمسة وتسعين سنتاً ؟,نقدر نتحصل على طابع بخمسة و تسعون سنتيم؟,আমি يمكنني دفع خمسة عشر سنتاً ؟
16736,corpus-6-test-corpus-26-train,سأكون هنا الساعة الثامنة إلى الربع .,نكون هنا على الثامنة غير ربع.,আমি هنا 8:30 a.m.
16746,corpus-6-test-corpus-26-train,أريد عطراً .,حبيت الريحة.,أنا بحاجة إلى زيت.
16747,corpus-6-test-corpus-26-train,هل لي بجدول مواعيد ؟,نقدر نتحصل على جدول زمني؟,أنا لست في مكان لتغيير مكان؟
16751,corpus-6-test-corpus-26-test,هل ستذهب إلى المدرسة هنا ؟,هنا لي تروح للمدرسة؟,ଆପଣ ଆପଣ ଏହି مدرسة هنا?
16758,corpus-6-test-corpus-26-dev,كم كان ثمنها ؟,اذا كاين بزاف لداخل؟,কত ثمنها؟
16760,corpus-6-test-corpus-26-train,هل فندق هيلتون بعيد عن هنا ؟,اذا الهلتون ماشي بعيد من هنا؟,Yes
16769,corpus-6-test-corpus-26-train,أنا متأكد أنني وضعتها في محفظة الأوراق الخاصة بي .,راني متأكد بلي درتو في حامل الملفات ديالي.,أنا یقین أني وضعتها في خزانة خزانة خاصة
16770,corpus-6-test-corpus-26-train,ارفعوا أيديكم .,اليدين إلى السماء.,ارفعي يديك.
16771,corpus-6-test-corpus-26-train,هل يوجد مطعماً يمكنك أن تزكيه بالقرب من هنا ؟,اذا كاين مطعم لي تنصحني بيه قريب من هنا؟,ଆପଣ يمكن أن تجد مكانًا يمكنك استخدام
16773,corpus-6-test-corpus-26-train,"أيهما تفضل , داكن أم فاتح ؟",واش تفضل، بلون غامق ولا فاتح؟,- - - - - - - - - 
16781,corpus-6-test-corpus-26-train,هل لك أن تخبرني عن مكان تحليق الطائرة الآن ؟,تقدر تقولي وين نروحو؟,ଆପଣ تريدني أن تعرفي عن مكان إقامة طائ
16793,corpus-6-test-corpus-26-train,تذكرة نزول وركوب طائرة أخرى من فضلك .,تذكرة مراسلة، من فضلك.,تذكرة إقلاع طائرة أخرى.
16796,corpus-6-test-corpus-26-train,أين يوجد مكان لطيف لقضاء نزهة ليوم واحد ؟,وين نقدرو نصيبو مكان شباب باش نديرو رحلة ليوم واحد؟,Where is a nice place to go a day?
16799,corpus-6-test-corpus-26-train,أريد حقيبة كيلي حمراء نفس هذا الطراز .,راني حاب ساك كيلي أحمر في نفس الطراز كيما هاذا.,أنا بحاجة إلى حقيبة كيلي حمراء ذات لون 
16805,corpus-6-test-corpus-26-train,هل ستزال تعمل جدول المواعيد ؟,مازال نقدرو نحافظو التواريخ؟,ଆପଣ سوف تعمل على برنامج أعمال ؟
16810,corpus-6-test-corpus-26-train,متى يفتح المصرف ؟,على آما ساعة يفتح البنك؟,When does the banking open?
16811,corpus-6-test-corpus-26-train,أشعر بالإعياء .,مانيش نحس بروحي مليح.,أنا بحاجة إلى مساعدة.
16819,corpus-6-test-corpus-26-train,سأرتبك . هل تمانع في رسم خريطة لي ؟,مربك. نقدر ترسملي مخطط؟,n'abal n'abal n'abal n'a
16822,corpus-6-test-corpus-26-test,بالخارج .,في الخارج.,n'abal n'abal n'abal n'a
16829,corpus-6-test-corpus-26-test,خذني إلى المستشفى .,اديني للمستشفى.,خذني إلى المستشفى.
16833,corpus-6-test-corpus-26-train,هل يجب أن آتي إلى المستشفى كل يوم ؟,اذا لازم نجي للمستشفى كل يوم؟,ଆପଣ ଆପଣ ଆପଣ ଆପଣ ଆପ
16837,corpus-6-test-corpus-26-train,معدتي تؤلمني .,عندي وجع في كرشي.,أنا بحاجة إلى مساعدة.
16839,corpus-6-test-corpus-26-train,كم أجرة البريد لإرسال هذا الخطاب إلى اليابان ؟,شحال سعر البريد باش نبعث هاذ الرسالة لليابان؟,कितية أجرة البريد التي يرسلها هذا الخطاب إلى
16842,corpus-6-test-corpus-26-train,أريد زجاجة من نبيذ شيري الأسباني .,راني حاب كأس شيري.,I want a bottle of Norway's Nicholas Scrivier.
16869,corpus-6-test-corpus-26-train,هل تريد أن يأتي أحد ليأخذك من المطار ؟,اذا لازم نجي نجيبك من المطار؟,ଆପଣ تريدين أن يأتي أحد يخرجك من 
16872,corpus-6-test-corpus-26-dev,سيبدأ الصعود على متن الطائرة الساعة الرابعة والنصف لذلك من فضلكم كونوا هناك قبل هذا الموعد .,اجراءات الصعود تبدا على الساعة الرابعة. ارواح من قبل.,ଆପଣ ଆପଣ ଆପଣ ଆପଣ ଆପ
16878,corpus-6-test-corpus-26-train,من ثلاثين ألف ين .,من ثلاثون ألف ين.,3850 n.
16879,corpus-6-test-corpus-26-train,من أين يمكنني شراء بطاقة هاتف ؟,وين نقدر نشري بطاقة تلفونية؟,Where can I buy a phone?
16888,corpus-6-test-corpus-26-train,هل يمكنني إعادتها في مدينة مختلفة ؟,نقدر نرجعو في مدينة آخرى؟,আমি يمكن إعادةها في مدن مختلفة ؟
16889,corpus-6-test-corpus-26-dev,أخطط للبقاء لمدة اثنا عشر يوماً .,نويت نبقى اثنا عشر يوم.,তিনি سافر لأربعة أيام.
16893,corpus-6-test-corpus-26-train,من فضلك اجعل الجزء العلوي أطول قليلاً .,اتكسل شويا للأعلى.,Please leave the bottom taller.
16896,corpus-6-test-corpus-26-train,تحتاج لرؤية أخصائي .,لازم تشوف مختص.,ଆପଣଙ୍କୁ ଆପଣଙ୍କୁ ଆପଣଙ୍କୁ 
16899,corpus-6-test-corpus-26-dev,بضع دقائق أخرى من فضلك .,زيد شوية دقائق، من فضلك.,n'abalagba n'oge n'oge n'
16904,corpus-6-test-corpus-26-train,مسار رقم أربعة عشر .,رصيف رقم أربعة عشر.,n'o n'o n'o n'o n'
16911,corpus-6-test-corpus-26-train,آه ، عندك ؟ بالتأكيد إن لديك تشكيلة كبيرة .,أوه، صاح؟ حقا عندكم خيار كبير.,"Okay, okay, okay, you have a lot of pieces."
16928,corpus-6-test-corpus-26-dev,لا أستطيع أن أجدها في أي مكان .,ماصبتهومش في حتى مكان.,أنا لا ستطيع أن أفعلها في أي مكان.
16936,corpus-6-test-corpus-26-test,هل لديك أي مقاعد شاغرة للندن ؟,بقاو أماكن للندن؟,ଆପଣ ଆପଣ ନିର୍ଦ୍ଦିଷ୍ଟ
16952,corpus-6-test-corpus-26-train,أريد نسخة من تقرير السرقة .,راني حاب نسخة من تصريح السرقة.,I want to copy the stolen report.
16955,corpus-6-test-corpus-26-dev,إنها على بعد ناصية واحدة في الشارع .,على بعد تقاطع في الشارع.,They're a few blocks away from the street.
16960,corpus-6-test-corpus-26-train,هل لك أن تعطيني إشارة بالضوء عندما تكون فيها ؟,تقدر تعطيني الشعلة مادام راك هنا؟,ଆପଣ يمكنك أن يعطيني إشارة على عين
16962,corpus-6-test-corpus-26-test,هل هذه السجائر معتدلة ؟,هاذو سجائر خفيفة؟,Yes
16964,corpus-6-test-corpus-26-train,حسنا . مثل هذه فسحب .,جيد. هاكذا برك.,Bonjour. Bonjour.
16967,corpus-6-test-corpus-26-train,سيأتي القطار السريع التالي بعد ساعة .,الاكبسرس المقبل في ساعة.,ଆପଣ ଆପଣ ଆପଣ ଆପଣ ଆପ
16976,corpus-6-test-corpus-26-train,أود أن أجعل أكمام هذا الجاكت الرياضي طويلة .,راني حاب نطول اليدين تع هاذ السترة الرياضية.,আমি بحاجة إلى جعل هذا كرة قدم طويلة.
16992,corpus-6-test-corpus-26-train,لدي حجز . هذا هو رقم تأكيد الحجز .,عندي حجز. هاهو رقم التأكيد.,أنا لدي فندق. هذا رقم إقامة فندق.
17027,corpus-6-test-corpus-26-train,عيد ميلادك اقترب .,عيد ميلادك قرب.,عيد ميلادك انتهى.
17030,corpus-6-test-corpus-26-dev,توقفت القطارات بسبب الإضراب .,القطارات ماهومش يمشو على جال الإضراب.,توقفت طائراتها نتيجة الاحتجاج.
17038,corpus-6-test-corpus-26-train,هل يمكنك أن تصلح ذلك ؟,تقدر توجدلي هاذا؟,ଆପଣ يمكنك تغييره?
17068,corpus-6-test-corpus-26-dev,كان الشارع مزدحماً بالسيارات .,الطريق كانت معمرة بالسيارات.,المدينة كانت مزدحمة بالسيارات.
17079,corpus-6-test-corpus-26-train,إنه المبنى الثاني على يسار هذا المبني الأبيض .,البناية الثانية على اليسار في هاذ العمارة البيضاء.,ଏହା হল ثاني منزل على يمين هذا المبنى الأ
17094,corpus-6-test-corpus-26-train,حجزنا مقعداً ليوم الخامس والعشرين من أكتوبر في الساعة الحادية عشر صباحاً .,حجزنا مكان للخامس و عشرون أكتوبر على الساعة الحادية عشر صباحا.,আমি صباح السبت عشر صباحاً وصلنا منزلاً
17097,corpus-6-test-corpus-26-train,لا . قليلاً في الأمام . هناك ، نعم .,لالا، شوية للقدام. هاهو، إيه.,- n'a. n'a. n'a 
17115,corpus-6-test-corpus-26-train,نعم ، هذا لا يشمل الوجبات .,إيه، الوجبات ماشي داخلة.,"Okay, n'ok, n'ok, n'ok."
17117,corpus-6-test-corpus-26-train,أين يمكنني استعادة ثمن هذه التذكرة ؟,وين نقدر نعوض هاذ التذكرة؟,Where can I withdraw this notice?
17120,corpus-6-test-corpus-26-train,لماذا يحدث هذا ؟,وعلاش هاذا يصرا دايمن؟,কেন هذا حدث?
17149,corpus-6-test-corpus-26-train,أريد أن أحصل على استراحة .,راني حاب نشوف الباقي.,wanna be a vacation.
17158,corpus-6-test-corpus-26-train,لقد تعطلت سيارتي . من فضلك احضر لتأخذها .,السيارة ديالي تعطلت. أرواح تديها من فضلك.,لقد أغلقت السيارة. أنت بحاجة إلى خذها
17163,corpus-6-test-corpus-26-train,أريد أن يكون شعري خلف رأسي أطول قليلاً .,راني حاب شعري شوية طويل من الخلف.,أنا تريدني أن يكون شعري خلف رأسي أطول.
17177,corpus-6-test-corpus-26-train,ما هي الأنواع التي لديكم ؟,واش من الأنواع عندكم؟,- Where are you from?
17179,corpus-6-test-corpus-26-dev,أوافق . إنه أحد الأماكن المفضلة لي .,موافق. هاذا من الأماكن المفضلة بالنسبة لي.,Okay. Awesome place.
17180,corpus-6-test-corpus-26-train,ما هو نوع النموذج الذي تفكر فيه ؟,واش من نوع النماذج لي عندكم؟,- Otu esi n'otú otú otú otú
17204,corpus-6-test-corpus-26-test,اسمي ميتشكو تاناكا ، ورقم الرحلة إلى طوكيو هو خمسة ، صفر ، واحد .,اسمي هو ميشيكو طاناكا و رقم الرحلة ديالي هو خمسمئة و واحد لطوكيو.,Nome e n'o n'o n'o n'
17216,corpus-6-test-corpus-26-train,من فضلك ، هل رسمت لي خريطة بسيطة من هنا ؟,تقدر ترسملي مخطط بسيط على المكان اللي رانا فيه؟,"Okay, anyone might tell me a basic map here?"
17217,corpus-6-test-corpus-26-train,أين نتقابل ؟,وين نديرو موعد؟,Where do we meet?
17222,corpus-6-test-corpus-26-train,أود تصفيف شعري بالطريقة التي كان عليها من قبل .,راني حاب نفس المشطة اللي مقبل.,أنا بحاجة إلى استخدام فرشاة الشعر التي كانت عليه
17229,corpus-6-test-corpus-26-train,أعطني خمسين ، من فضلك .,أعطيني خمسين، من فضلك.,n'abal n'abal n'abal n'a
17272,corpus-6-test-corpus-26-train,أين يمكنني أن أقوم بإجراءات الدخول للخطوط الجوية اليابانية ؟,وين نقدر نسجل للخطوط الجوية اليابانية؟,Where can I apply for a passport?
17280,corpus-6-test-corpus-26-train,ما هي المحتويات ؟,واش هو المحتوى؟,- Where are the contents?
17295,corpus-6-test-corpus-26-train,هل هناك أي أماكن في المنطقة تلقي تزكية كثيرة ؟,اذا كاين أماكن منصوح بيها بزاف فالحومة؟,ଆପଣ ଏହା স্থান يتلقى كثيرة الاحت
17311,corpus-6-test-corpus-26-train,من فضلك أعطني بعض الفكة .,أعطيني الصرف، من فضلك.,Please give me some eggs.
17313,corpus-6-test-corpus-26-train,حسناً . سأتأكد أن حقائبك ستكون هنا .,جيد. نحرص باش الحقائب ديالك يكونو هنا.,Okay. I'll be sure your shoes are here.
17315,corpus-6-test-corpus-26-train,"هذا هو طبقنا المميز , سمك موسى المشوي الخاص بدوفر .",هاذا التخصص ديالنا، صول دوفر مشوي.,"ଏହା হল طبقنا الذي يُفضل, ملح"
17339,corpus-6-test-corpus-26-train,سنمكث .,رانا رايحين نقعدو.,n'abal n'abal.
17350,corpus-6-test-corpus-26-train,لقد تعرضت لعملية سلب .,اتعداو عليا.,لقد واجهت أعمال العنف.
17356,corpus-6-test-corpus-26-train,حسناً . هل يجب أن أقوم بتركيزها ؟,جيد. اذا لازم نركز عليه؟,"Okay, okay, okay, okay?"
17381,corpus-6-test-corpus-26-dev,سنتقاسم .,نتقاسمو.,e n'a n'a n'a n'a 
17394,corpus-6-test-corpus-26-train,لا يوجد لدينا نفس الطراز الآن . سأفحص مخزوننا . انتظر دقيقة من فضلك .,حاليا معندناش هاذ الطراز الخاص. دوك نتحقق فالمخزن ديالنا. انتظر دقيقة، من فضلك.,আমি لست بحاجة إلى ذلك. أنا سوف أنتظر
17398,corpus-6-test-corpus-26-train,ويسكي اسكتلندي وماء من فضلك .,سكوتش مع ماء، من فضلك.,اسكتلندي ماء رائع
17399,corpus-6-test-corpus-26-train,هذا يبدو رائعاً . ما الثمن ؟,يبان مليح. شحال يسوا؟,هذا يبدو رائعاً. كم المال ؟
17414,corpus-6-test-corpus-26-train,خذ هذه التذكرة الطبية إلى الصيدلية . يمكنك الحصول على الدواء من هناك .,ادي هاذ الوصفة للصيدلية. تصيب الدواء لهيك.,خذ هذه الاختبارات الطبية إلى الطبيب. يمكنك ال
17438,corpus-6-test-corpus-26-train,لقد طلبت ذلك .,أنا طلبت هاذا.,لقد طلبت ذلك.
17453,corpus-6-test-corpus-26-train,"نعم , يمكنك أن تتوقف في أي محطة ما بين هنا وشيكاغو .",إيه، تقدر تحبس فالمحطة اللي تحب من هنا لشيكاغو.,"Okay, okoki e n'abalagba n'oge"
17460,corpus-6-test-corpus-26-train,من أين يمكنني شراء بعض الهدايا التذكارية ؟,وين نقدر نشري أشياء تذكارية؟,Where can I buy some souvenirs?
17475,corpus-6-test-corpus-26-train,إنها غالية الثمن . لا أستطيع شرائها .,بزاف غالي. منقدرش نشريه.,They're expensive. I can't buy them.
17482,corpus-6-test-corpus-26-train,هل يمكنني أن أحصل على رقم تليفون إيه بي سي والشركة في شيكاغو من فضلك ؟,نقدر نتحصل على رقم إيه بي سي أند كومباني، من فضلك.,Ị peut-être s'il peut-être s'alụ
17488,corpus-6-test-corpus-26-test,أين الكاتدرائية ؟,وين راهي الكاتدرائية؟,Where are the teachers?
17496,corpus-6-test-corpus-26-train,كيف تحب أن تأكل البيض ؟,كيفاش تحب البيض ديالك؟,Why do you want to eat eggs?
17504,corpus-6-test-corpus-26-train,يوجد بجانب هذا المبني تحديداً .,قدام هاذ العمارة بالضبط.,ଏହି بناء أساسي على هذا المبنى.
17526,corpus-6-test-corpus-26-train,"لا , أعتقد أنهم نسوا أن يحضروا واحدة لنا .",لالا، نظن بلي نساو مجابولناش واحد.,"'لا, n'amag n'a n'a n"
17537,corpus-6-test-corpus-26-train,حسناً . لقد تم التأكيد . هل يمكننا أن نأخذ رقم تليفونك في حالة الحاجة إلى الاتصال بك ؟,موافق. انه مؤكد. تقدر تعطيلنا رقم الهاتف ديالك، بالاك نحتاجو نتصلو بيك؟,"Okay, okay, okay, okay, okay, okay, "
17548,corpus-6-test-corpus-26-train,ما هو اسم الرسام ؟,واسمو الرسام؟,- 'Who is the name of the prophet?
17559,corpus-6-test-corpus-26-train,هل أجعله يعاود الاتصال بك عندما يعود ؟,اذا لازم نطلب منو يعاود يتصل بيك غير يوصل؟,Should I let him know when he leaves?
17593,corpus-6-test-corpus-26-train,أود أن آخذ هذا .,راني حاب هاذا.,أنا بحاجة إلى ذلك.
17606,corpus-6-test-corpus-26-train,أحب هذه الخدمة بتقديم شامبانيا للتحية بعد الإقلاع . دعني أشرب فى صحتك .,يعجبني هاذ الترحيب بالشامبانيا عند الصعود. نشربو لصحتك.,أنا أنا أنا أنا أنا أنا أنا أنا أنا 
17609,corpus-6-test-corpus-26-train,أربعون دولار يومياً ، بالإضافة إلى ثمانية سنت لكل ميل .,أربعون دولار لليوم زائد عشرة سنت للميل.,"40,000 dollars a day, along with ثمانية cents a mile"
17615,corpus-6-test-corpus-26-train,أراهن بخمسة دولارات .,نراهن خمسة دولارات.,أنا راهن على خمسة دولارات.
17636,corpus-6-test-corpus-26-train,هل هذا طلب شخص آخر .,هاذي ماشي الطلبية تع شخص واحد آخر؟,ଏହା ليس لشخص آخر.
17645,corpus-6-test-corpus-26-train,هل قلت لي كيف أذهب إلى المتحف ؟,تقدر تقولي كيفاش نروح للمتحف؟,ଆପଣ سألتني كيف أذهب إلى المتحف؟
17649,corpus-6-test-corpus-26-train,آسف جدا ، لكني أود تأجيل الميعاد .,راني نعتذر بزاف، بصح راني حاب نأجل الموعد.,أنا لست بحاجة إلى توقيع وقت.
17652,corpus-6-test-corpus-26-test,هل رشحت لي رحلة قصيرة ؟,تقدر تنصحني برحلة؟,ଆପଣ আমি رحلة قصيرة?
17660,corpus-6-test-corpus-26-train,سيغادر قطارك من الرصيف رقم ثمانية .,القطار ديالك يروح من الرصيف رقم ثمانية.,n'abalɔ n'abalɔ n'abalɔ 
17673,corpus-6-test-corpus-26-train,أبحث عن شنطة بحزام متحرك .,نحتاج إلى ساك مع حزام كتف قابل للتعديل.,أنا بحث عن شنطة طويلة.
17674,corpus-6-test-corpus-26-train,أود أن تبقي تحت مائة وثمانين دولار .,نحب هاذا يبقى في أقل من ثمانمئة وتسعون دولار.,أنا تريدني أن يكون تحت ثمانين دولار.
17739,corpus-6-test-corpus-26-train,سأسلك بعد أن ألقي نظرة هنا وهناك .,نطلبو منكم غير يكون عندي الوقت باش نشوفو.,n'abalobi n'abalobi n'abalobi 
17745,corpus-6-test-corpus-26-test,نعم ، حجز لمدة ستة أيام من فضلك ، بدء من الثالث والعشرين من يوليو .,إيه. حجز لستة ليال من فضلك. من الثالث و العشرون جوان.,"Okay, n'abalɔ n'oge n'oge"
17757,corpus-6-test-corpus-26-train,هل يمكنك أن ترني أشياء أخري ذات تصميمات مختلفة .,تقدر توريلي واحدآخرين بأنماط مختلفة؟,ଆପଣ ଆପଣ ଆପଣ ଏକ ନିର୍
17765,corpus-6-test-corpus-26-train,ما نوع العصير الذي تفضله ؟,واش من نوع تع عصير الفواكه اللي راك حاب؟,- which type of fruit do you like?
17780,corpus-6-test-corpus-26-train,هل ستعود لبلادك في الاجازات ؟,تروح لدارك فالعطلة؟,ଆପଣ سوف تكونين على سجيتك ؟
17782,corpus-6-test-corpus-26-dev,أين يمكنني الذهاب لكي أري منظراً رائعاً حقاً ؟,وين نقدر نصيب مكان مليح بزاف؟,Where can I go to see a beautiful painting?
17786,corpus-6-test-corpus-26-test,كان هذا مكسوراً بالفعل عندما فتحت الطرد .,كان مكسر كي فتحت المجموعة.,এই فعل فعلاً أثناء فتح الجهاز.
17790,corpus-6-test-corpus-26-test,التاسع والعشرون من أغسطس .,التاسع و عشرون أوت.,8:30 a.m. - 8:30 a.m.
17797,corpus-6-test-corpus-26-train,أود أن أرسل ذلك إلى اليابان بالبريد الجوي .,راني حاب نبعث هاذا بالطيارة لليابان.,n'abalɔ n'abalɔ n'abalɔ 
17798,corpus-6-test-corpus-26-train,عيد الشكر والعمال ، فهو يوم الشكر لكل الذين ساندوا المجتمع بأعمالهم .,يوم شكر العمال. هو اليوم لي يشكرو فيه جميع اللي يدعمو المجتمع بالعمل ديالهم.,"عيد الشكر والعمال, وهو يوم شكر لكل الذين ساندوا"
17799,corpus-6-test-corpus-26-train,هذه الغرفة صغيرة جداً .,هاذ الغرفة صغيرة بزاف.,এই غرفة صغيرة جداً.
17803,corpus-6-test-corpus-26-train,هل يمكنني أن أحصل علي مزيد من الشاي ، من فضلك ؟,نقدر نتحصل على مزيد من الشاي، من فضلك؟,"- Should I get more tea, please?"
17805,corpus-6-test-corpus-26-train,أريد أن أغسل ملابسي في وقت لاحق اليوم .,راني حاب تنظيف هاذ الملابس في وقت لاحق من اليوم.,أنا بحاجة إلى غسله ملابسي عند وقت مناسب
17808,corpus-6-test-corpus-26-train,هل يوجد بنك بالقرب من هنا ؟,اذا كاين بنك قريب من هنا؟,"Yes, there is a bank near here?"
17811,corpus-6-test-corpus-26-train,هل من الممكن أن تنظف المنضدة من فضلك ؟,تقدر تنظف الطاولة، من فضلك؟,ଆପଣ ଆପଣ ଆପଣ ଆପଣ ଆପ
17840,corpus-6-test-corpus-26-train,سكين ، من فضلك .,موس، من فضلك.,"socks, please."
17841,corpus-6-test-corpus-26-train,هذه كلها مطبوعات .,كامل مطبوعات.,ଏହା جميع مطبوعات.
17842,corpus-6-test-corpus-26-train,من فضلك ، اكتب رقم الغرفة في الخلف .,تقدر تكتب رقم الغرفة ديالك من الخلف.,"Please, e-mail a block."
17847,corpus-6-test-corpus-26-train,نستخدم الأعواد عندما نأكل .,نستعملو العيدان للأكل.,Nó n'agwiritsa ntchito n'oge n'
